# scenario=step-free
t,iq_ref,iq,id,vd,vq,omega,theta_e,duty_a,duty_b,duty_c
0.0259502,0.5,0.494721,0.00117003,-0.481324,5.08878,44.0344,5.99534,0.638021,0.86018,0.13982
0.0260002,0.5,0.494721,0.00117024,-0.482354,5.09342,44.1226,6.01959,0.622929,0.862345,0.137655
0.0260502,0.5,0.494721,0.00117037,-0.483385,5.09806,44.2109,6.04388,0.607704,0.864302,0.135698
0.0261002,0.5,0.494722,0.00117054,-0.484415,5.1027,44.2991,6.06823,0.592357,0.866048,0.133952
0.0261502,0.5,0.494722,0.0011708,-0.485445,5.10735,44.3873,6.09262,0.576895,0.867581,0.132419
0.0262002,0.5,0.494722,0.00117093,-0.486477,5.11199,44.4756,6.11706,0.561328,0.868897,0.131103
0.0262502,0.5,0.494723,0.00117114,-0.487508,5.11663,44.5638,6.14155,0.545665,0.869995,0.130005
0.0263002,0.5,0.494723,0.00117137,-0.488539,5.12127,44.652,6.16608,0.529913,0.870872,0.129128
0.0263502,0.5,0.494723,0.00117152,-0.489571,5.12591,44.7403,6.19067,0.514084,0.871525,0.128475
0.0264002,0.5,0.494723,0.00117173,-0.490602,5.13055,44.8285,6.2153,0.498186,0.871953,0.128047
0.0264502,0.5,0.494724,0.00117187,-0.491634,5.13519,44.9167,6.23998,0.482228,0.872153,0.127847
0.0265002,0.5,0.494724,0.00117206,-0.492665,5.13983,45.0049,6.26471,0.466222,0.872125,0.127875
0.0265502,0.5,0.494724,0.00117226,-0.493698,5.14447,45.093,0.00630903,0.450175,0.871865,0.128135
0.0266002,0.5,0.494725,0.00117241,-0.494729,5.14911,45.1812,0.0311365,0.434099,0.871372,0.128628
0.0266502,0.5,0.494725,0.00117267,-0.495761,5.15374,45.2694,0.0560131,0.418004,0.870645,0.129355
0.0267002,0.5,0.494725,0.00117285,-0.496794,5.15838,45.3576,0.0809379,0.4019,0.869683,0.130317
0.0267502,0.5,0.494726,0.00117305,-0.497827,5.16302,45.4458,0.105912,0.385797,0.868484,0.131516
0.0268002,0.5,0.494726,0.00117319,-0.49886,5.16766,45.534,0.130933,0.369705,0.867048,0.132952
0.0268502,0.5,0.494726,0.00117334,-0.499893,5.1723,45.6222,0.156003,0.353637,0.865373,0.134627
0.0269002,0.5,0.494727,0.00117359,-0.500925,5.17693,45.7103,0.181122,0.337601,0.863459,0.136541
0.0269502,0.5,0.494727,0.00117381,-0.501959,5.18157,45.7985,0.20629,0.32161,0.861305,0.138695
0.0270002,0.5,0.494727,0.00117401,-0.502993,5.18621,45.8867,0.231506,0.305673,0.858911,0.141089
0.0270502,0.5,0.494728,0.00117418,-0.504026,5.19084,45.9748,0.25677,0.289802,0.856277,0.143723
0.0271002,0.5,0.494728,0.00117436,-0.50506,5.19548,46.063,0.282083,0.274008,0.853402,0.146598
0.0271502,0.5,0.494728,0.00117456,-0.506094,5.20011,46.1511,0.307444,0.258302,0.850287,0.149713
0.0272002,0.5,0.494729,0.00117474,-0.507128,5.20475,46.2393,0.332854,0.242696,0.846932,0.153068
0.0272502,0.5,0.494729,0.00117496,-0.508163,5.20939,46.3274,0.358312,0.227201,0.843338,0.156662
0.0273002,0.5,0.494729,0.00117512,-0.509197,5.21402,46.4155,0.383819,0.211827,0.839504,0.160496
0.0273502,0.5,0.494729,0.00117526,-0.510232,5.21866,46.5037,0.409374,0.196586,0.835432,0.164568
0.0274002,0.5,0.49473,0.0011754,-0.511267,5.22329,46.5918,0.434978,0.181491,0.831124,0.168876
0.0274502,0.5,0.49473,0.00117557,-0.512301,5.22792,46.6799,0.46063,0.169986,0.830014,0.176855
0.0275002,0.5,0.49473,0.00117574,-0.513336,5.23256,46.768,0.48633,0.164989,0.835011,0.19141
0.0275502,0.5,0.494731,0.00117593,-0.514371,5.23719,46.8561,0.51208,0.160199,0.839801,0.206224
0.0276002,0.5,0.494731,0.00117608,-0.515407,5.24182,46.9443,0.537877,0.155619,0.844382,0.221291
0.0276502,0.5,0.494731,0.00117626,-0.516442,5.24646,47.0324,0.563723,0.151254,0.848746,0.2366
0.0277002,0.5,0.494732,0.00117647,-0.517478,5.25109,47.1205,0.589617,0.14711,0.85289,0.252144
0.0277502,0.5,0.494732,0.00117661,-0.518513,5.25572,47.2086,0.61556,0.14319,0.85681,0.267913
0.0278002,0.5,0.494732,0.00117683,-0.519549,5.26036,47.2966,0.641551,0.139499,0.860501,0.283897
0.0278502,0.5,0.494733,0.00117699,-0.520585,5.26499,47.3847,0.667591,0.136042,0.863958,0.300089
0.0279002,0.5,0.494733,0.00117719,-0.521622,5.26962,47.4728,0.693679,0.132822,0.867178,0.316475
0.0279502,0.5,0.494733,0.00117736,-0.522658,5.27425,47.5609,0.719816,0.129844,0.870156,0.333049
0.0280002,0.5,0.494734,0.00117753,-0.523695,5.27888,47.649,0.746001,0.127111,0.87289,0.349797
0.0280502,0.5,0.494734,0.00117776,-0.524731,5.28351,47.737,0.772234,0.124626,0.875374,0.366711
0.0281002,0.5,0.494734,0.00117795,-0.525769,5.28814,47.8251,0.798516,0.122395,0.877605,0.383778
0.0281502,0.5,0.494734,0.00117816,-0.526806,5.29277,47.9132,0.824847,0.12042,0.87958,0.400989
0.0282002,0.5,0.494735,0.0011783,-0.527843,5.2974,48.0012,0.851226,0.118704,0.881296,0.418331
0.0282502,0.5,0.494735,0.00117842,-0.528881,5.30203,48.0893,0.877654,0.117251,0.882749,0.435794
0.0283002,0.5,0.494735,0.00117855,-0.529918,5.30666,48.1773,0.904129,0.116063,0.883937,0.453364
0.0283502,0.5,0.494736,0.00117876,-0.530955,5.31129,48.2654,0.930653,0.115143,0.884857,0.47103
0.0284002,0.5,0.494736,0.00117893,-0.531994,5.31592,48.3534,0.957225,0.114495,0.885505,0.488781
0.0284502,0.5,0.494736,0.00117912,-0.533031,5.32055,48.4414,0.983847,0.114119,0.885881,0.506602
0.0285002,0.5,0.494737,0.0011793,-0.53407,5.32518,48.5295,1.01052,0.114019,0.885981,0.524484
0.0285502,0.5,0.494737,0.00117952,-0.535108,5.32981,48.6175,1.03723,0.114197,0.885803,0.542411
0.0286002,0.5,0.494737,0.00117974,-0.536147,5.33443,48.7055,1.064,0.114654,0.885346,0.560371
0.0286502,0.5,0.494738,0.00117988,-0.537185,5.33906,48.7935,1.09082,0.115392,0.884608,0.578352
0.0287002,0.5,0.494738,0.00118006,-0.538224,5.34369,48.8815,1.11768,0.116413,0.883587,0.59634
0.0287502,0.5,0.494738,0.00118021,-0.539263,5.34832,48.9695,1.14459,0.117717,0.882282,0.614321
0.0288002,0.5,0.494739,0.00118044,-0.540302,5.35294,49.0575,1.17155,0.119307,0.880693,0.632281
0.0288502,0.5,0.494739,0.00118057,-0.541342,5.35757,49.1455,1.19856,0.121182,0.878818,0.650209
0.0289002,0.5,0.494739,0.00118079,-0.54238,5.3622,49.2336,1.22561,0.123343,0.876657,0.668088
0.0289502,0.5,0.494739,0.00118099,-0.54342,5.36682,49.3216,1.25272,0.125791,0.874209,0.685907
0.0290002,0.5,0.49474,0.00118119,-0.54446,5.37145,49.4095,1.27987,0.128526,0.871474,0.70365
0.0290502,0.5,0.49474,0.00118133,-0.5455,5.37607,49.4975,1.30708,0.131548,0.868452,0.721303
0.0291002,0.5,0.49474,0.0011815,-0.54654,5.3807,49.5855,1.33433,0.134856,0.865144,0.738853
0.0291502,0.5,0.494741,0.00118161,-0.547581,5.38532,49.6734,1.36162,0.13845,0.86155,0.756285
0.0292002,0.5,0.494741,0.00118181,-0.54862,5.38995,49.7614,1.38897,0.14233,0.85767,0.773585
0.0292502,0.5,0.494741,0.00118203,-0.549661,5.39457,49.8494,1.41637,0.146493,0.853507,0.790738
0.0293002,0.5,0.494742,0.00118218,-0.550702,5.3992,49.9373,1.44381,0.15094,0.84906,0.807731
0.0293502,0.5,0.494742,0.00118242,-0.551743,5.40382,50.0253,1.4713,0.155667,0.844333,0.824548
0.0294002,0.5,0.494742,0.00118256,-0.552784,5.40844,50.1133,1.49884,0.159749,0.838399,0.840251
0.0294502,0.5,0.494743,0.00118276,-0.553825,5.41307,50.2012,1.52643,0.15418,0.822259,0.84582
0.0295002,0.5,0.494743,0.00118293,-0.554867,5.41769,50.2892,1.55407,0.148857,0.805814,0.851143
0.0295502,0.5,0.494743,0.00118312,-0.555908,5.42231,50.3771,1.58175,0.143788,0.789076,0.856212
0.0296002,0.5,0.494744,0.00118326,-0.55695,5.42693,50.465,1.60949,0.138977,0.772056,0.861023
0.0296502,0.5,0.494744,0.00118348,-0.557991,5.43156,50.5529,1.63727,0.13443,0.754765,0.86557
0.0297002,0.5,0.494744,0.0011836,-0.559033,5.43618,50.6409,1.6651,0.130152,0.737216,0.869848
0.0297502,0.5,0.494744,0.00118381,-0.560075,5.4408,50.7288,1.69298,0.12615,0.71942,0.87385
0.0298002,0.5,0.494745,0.00118401,-0.561118,5.44542,50.8167,1.72091,0.122427,0.701391,0.877573
0.0298502,0.5,0.494745,0.00118429,-0.56216,5.45004,50.9047,1.74888,0.11899,0.68314,0.88101
0.0299002,0.5,0.494745,0.00118451,-0.563203,5.45466,50.9926,1.77691,0.115842,0.664682,0.884158
0.0299502,0.5,0.494746,0.00118463,-0.564247,5.45928,51.0804,1.80498,0.112988,0.646029,0.887012
0.0300002,0.5,0.494746,0.00118478,-0.565289,5.4639,51.1683,1.8331,0.110433,0.627196,0.889567
0.0300502,0.5,0.494746,0.00118494,-0.566332,5.46852,51.2562,1.86127,0.108181,0.608197,0.891819
0.0301002,0.5,0.494747,0.00118502,-0.567375,5.47314,51.3441,1.88949,0.106235,0.589046,0.893765
0.0301502,0.5,0.494747,0.00118517,-0.568418,5.47776,51.432,1.91775,0.1046,0.569758,0.8954
0.0302002,0.5,0.494747,0.00118541,-0.569461,5.48238,51.5199,1.94607,0.103278,0.550348,0.896722
0.0302502,0.5,0.494748,0.00118559,-0.570505,5.487,51.6078,1.97443,0.102273,0.530831,0.897727
0.0303002,0.5,0.494748,0.00118577,-0.571549,5.49162,51.6957,2.00284,0.101589,0.511222,0.898411
0.0303502,0.5,0.494748,0.00118596,-0.572593,5.49624,51.7835,2.0313,0.101227,0.491538,0.898773
0.0304002,0.5,0.494748,0.00118619,-0.573638,5.50085,51.8714,2.05981,0.10119,0.471794,0.89881
0.0304502,0.5,0.494749,0.00118629,-0.574682,5.50547,51.9592,2.08836,0.10148,0.452005,0.89852
0.0305002,0.5,0.494749,0.00118638,-0.575726,5.51009,52.0471,2.11697,0.1021,0.432189,0.8979
0.0305502,0.5,0.494749,0.00118653,-0.57677,5.51471,52.1349,2.14562,0.103051,0.412363,0.896949
0.0306002,0.5,0.49475,0.00118673,-0.577815,5.51932,52.2228,2.17432,0.104335,0.392543,0.895665
0.0306502,0.5,0.49475,0.00118698,-0.578859,5.52394,52.3106,2.20307,0.105952,0.372744,0.894048
0.0307002,0.5,0.49475,0.00118715,-0.579905,5.52856,52.3985,2.23187,0.107904,0.352985,0.892096
0.0307502,0.5,0.494751,0.00118727,-0.58095,5.53317,52.4863,2.26071,0.110191,0.333283,0.889809
0.0308002,0.5,0.494751,0.00118754,-0.581995,5.53779,52.5741,2.28961,0.112813,0.313655,0.887187
0.0308502,0.5,0.494751,0.00118772,-0.583042,5.5424,52.662,2.31855,0.115771,0.294118,0.884229
0.0309002,0.5,0.494752,0.00118785,-0.584087,5.54702,52.7498,2.34754,0.119063,0.27469,0.880937
0.0309502,0.5,0.494752,0.00118807,-0.585133,5.55163,52.8376,2.37658,0.12269,0.255388,0.87731
0.0310002,0.5,0.494752,0.00118821,-0.586179,5.55625,52.9254,2.40567,0.126651,0.23623,0.873349
0.0310502,0.5,0.494753,0.00118834,-0.587225,5.56086,53.0132,2.4348,0.130944,0.217234,0.869056
0.0311002,0.5,0.494753,0.00118861,-0.588271,5.56548,53.101,2.46399,0.135568,0.198417,0.864432
0.0311502,0.5,0.494753,0.00118873,-0.589318,5.57009,53.1888,2.49322,0.140521,0.179796,0.859479
0.0312002,0.5,0.494753,0.00118888,-0.590364,5.57471,53.2766,2.5225,0.1458,0.16139,0.8542
0.0312502,0.5,0.494754,0.00118911,-0.591411,5.57932,53.3644,2.55183,0.155497,0.14731,0.85269
0.0313002,0.5,0.494754,0.00118926,-0.592458,5.58393,53.4522,2.5812,0.173348,0.14131,0.85869
0.0313502,0.5,0.494754,0.00118941,-0.593505,5.58855,53.54,2.61063,0.191541,0.135604,0.864397
0.0314002,0.5,0.494755,0.00118957,-0.594552,5.59316,53.6277,2.6401,0.210065,0.130196,0.869804
0.0314502,0.5,0.494755,0.00118974,-0.595599,5.59777,53.7155,2.66962,0.228904,0.125096,0.874904
0.0315002,0.5,0.494755,0.00118991,-0.596647,5.60238,53.8033,2.69919,0.248044,0.120308,0.879692
0.0315502,0.5,0.494756,0.00119018,-0.597694,5.60699,53.8911,2.72881,0.267469,0.11584,0.88416
0.0316002,0.5,0.494756,0.00119032,-0.598742,5.6116,53.9788,2.75848,0.287165,0.111698,0.888302
0.0316502,0.5,0.494756,0.0011906,-0.59979,5.61622,54.0666,2.78819,0.307114,0.107887,0.892113
0.0317002,0.5,0.494757,0.00119082,-0.600839,5.62083,54.1543,2.81796,0.327301,0.104413,0.895587
0.0317503,0.5,0.494757,0.00119104,-0.601888,5.62544,54.2421,2.84777,0.347708,0.101282,0.898718
0.0318003,0.5,0.494757,0.00119118,-0.602937,5.63005,54.3298,2.87763,0.36832,0.0984975,0.901502
0.0318503,0.5,0.494757,0.00119133,-0.603985,5.63466,54.4175,2.90754,0.389116,0.0960657,0.903934
0.0319003,0.5,0.494758,0.00119149,-0.605034,5.63927,54.5053,2.93749,0.410082,0.0939908,0.906009
0.0319503,0.5,0.494758,0.00119163,-0.606083,5.64388,54.593,2.9675,0.431196,0.092277,0.907723
0.0320003,0.5,0.494758,0.0011918,-0.607132,5.64849,54.6808,2.99755,0.452442,0.0909281,0.909072
0.0320503,0.5,0.494759,0.00119202,-0.608181,5.65309,54.7685,3.02765,0.473801,0.0899477,0.910052
0.0321003,0.5,0.494759,0.00119226,-0.609231,5.6577,54.8562,3.0578,0.495253,0.0893392,0.910661
0.0321503,0.5,0.494759,0.00119243,-0.610281,5.66231,54.9439,3.088,0.516779,0.0891054,0.910895
0.0322003,0.5,0.49476,0.00119246,-0.611331,5.66692,55.0316,3.11824,0.53836,0.0892492,0.910751
0.0322503,0.5,0.49476,0.00119265,-0.61238,5.67153,55.1193,3.14854,0.559974,0.0897724,0.910228
0.0323003,0.5,0.49476,0.00119275,-0.61343,5.67614,55.207,3.17888,0.581604,0.0906775,0.909323
0.0323503,0.5,0.494761,0.00119304,-0.614479,5.68074,55.2947,3.20927,0.603227,0.0919657,0.908034
0.0324003,0.5,0.494761,0.00119323,-0.61553,5.68535,55.3824,3.23971,0.624824,0.0936385,0.906362
0.0324503,0.5,0.494761,0.00119334,-0.616581,5.68996,55.4701,3.27019,0.646374,0.0956966,0.904303
0.0325003,0.5,0.494762,0.00119355,-0.617631,5.69456,55.5578,3.30073,0.667856,0.0981405,0.90186
0.0325503,0.5,0.494762,0.00119365,-0.618682,5.69917,55.6454,3.33131,0.689249,0.10097,0.89903
0.0326003,0.5,0.494762,0.00119391,-0.619733,5.70378,55.7331,3.36194,0.710532,0.104186,0.895814
0.0326503,0.5,0.494763,0.00119401,-0.620784,5.70838,55.8208,3.39262,0.731684,0.107787,0.892213
0.0327003,0.5,0.494763,0.00119416,-0.621835,5.71299,55.9084,3.42335,0.752684,0.111771,0.888229
0.0327503,0.5,0.494763,0.00119438,-0.622886,5.71759,55.9961,3.45413,0.77351,0.116138,0.883862
0.0328003,0.5,0.494763,0.00119456,-0.623938,5.7222,56.0838,3.48495,0.794141,0.120886,0.879114
0.0328503,0.5,0.494764,0.00119474,-0.62499,5.7268,56.1714,3.51582,0.814556,0.126013,0.873987
0.0329003,0.5,0.494764,0.0011949,-0.626042,5.73141,56.2591,3.54675,0.834734,0.131515,0.868485
0.0329503,0.5,0.494764,0.00119505,-0.627094,5.73601,56.3467,3.57771,0.854653,0.137391,0.862609
0.0330003,0.5,0.494765,0.00119521,-0.628146,5.74061,56.4343,3.60873,0.865328,0.134672,0.8474
0.0330503,0.5,0.494765,0.00119538,-0.629198,5.74522,56.522,3.6398,0.871692,0.128308,0.827815
0.0331003,0.5,0.494765,0.0011956,-0.63025,5.74982,56.6096,3.67091,0.877715,0.122285,0.807848
0.0331503,0.5,0.494766,0.00119572,-0.631303,5.75442,56.6972,3.70207,0.883387,0.116613,0.787518
0.0332003,0.5,0.494766,0.001196,-0.632355,5.75902,56.7848,3.73328,0.888702,0.111298,0.766842
0.0332503,0.5,0.494766,0.00119609,-0.633409,5.76363,56.8725,3.76454,0.893652,0.106348,0.745837
0.0333003,0.5,0.494767,0.00119632,-0.634462,5.76823,56.9601,3.79585,0.89823,0.10177,0.724525
0.0333503,0.5,0.494767,0.00119655,-0.635515,5.77283,57.0477,3.8272,0.902428,0.0975721,0.702924
0.0334003,0.5,0.494767,0.00119674,-0.636569,5.77743,57.1353,3.8586,0.90624,0.0937595,0.681053
0.0334503,0.5,0.494767,0.00119693,-0.637623,5.78203,57.2229,3.89006,0.909661,0.090339,0.658933
0.0335003,0.5,0.494768,0.00119706,-0.638676,5.78663,57.3105,3.92155,0.912684,0.0873163,0.636585
0.0335503,0.5,0.494768,0.00119721,-0.63973,5.79124,57.3981,3.9531,0.915303,0.0846972,0.614031
0.0336003,0.5,0.494768,0.00119744,-0.640784,5.79584,57.4857,3.9847,0.917513,0.0824867,0.591292
0.0336503,0.5,0.494769,0.00119758,-0.641839,5.80044,57.5732,4.01634,0.91931,0.0806896,0.568389
0.0337003,0.5,0.494769,0.00119769,-0.642893,5.80504,57.6608,4.04803,0.92069,0.0793101,0.545345
0.0337503,0.5,0.494769,0.00119787,-0.643947,5.80964,57.7484,4.07977,0.921648,0.0783525,0.522184
0.0338003,0.5,0.49477,0.00119803,-0.645002,5.81423,57.836,4.11156,0.92218,0.0778201,0.498928
0.0338503,0.5,0.49477,0.00119818,-0.646056,5.81883,57.9235,4.1434,0.922284,0.0777163,0.475601
0.0339003,0.5,0.49477,0.00119834,-0.647111,5.82343,58.0111,4.17528,0.921956,0.0780436,0.452226
0.0339503,0.5,0.494771,0.00119856,-0.648166,5.82803,58.0986,4.20721,0.921196,0.0788044,0.428828
0.0340003,0.5,0.494771,0.00119868,-0.649221,5.83263,58.1862,4.23919,0.919999,0.0800008,0.40543
0.0340503,0.5,0.494771,0.00119887,-0.650276,5.83723,58.2737,4.27122,0.918366,0.0816339,0.382057
0.0341003,0.5,0.494772,0.00119916,-0.651332,5.84183,58.3613,4.3033,0.916295,0.0837045,0.358734
0.0341503,0.5,0.494772,0.00119929,-0.652388,5.84642,58.4488,4.33542,0.913786,0.0862136,0.335484
0.0342003,0.5,0.494772,0.00119955,-0.653444,5.85102,58.5364,4.3676,0.910839,0.0891608,0.312335
0.0342503,0.5,0.494773,0.00119979,-0.654501,5.85562,58.6239,4.39982,0.907454,0.0925459,0.289309
0.0343003,0.5,0.494773,0.00119984,-0.655557,5.86021,58.7114,4.43209,0.903632,0.0963679,0.266433
0.0343503,0.5,0.494773,0.00120007,-0.656613,5.86481,58.7989,4.46441,0.899375,0.100625,0.243732
0.0344003,0.5,0.494773,0.00120024,-0.65767,5.8694,58.8864,4.49677,0.894684,0.105316,0.221231
0.0344503,0.5,0.494774,0.00120038,-0.658726,5.874,58.9739,4.52919,0.889562,0.110438,0.198955
0.0345003,0.5,0.494774,0.00120063,-0.659783,5.8786,59.0615,4.56165,0.884012,0.115988,0.17693
0.0345503,0.5,0.494774,0.00120083,-0.660841,5.88319,59.149,4.59416,0.878036,0.121964,0.15518
0.0346003,0.5,0.494775,0.00120096,-0.661898,5.88779,59.2365,4.62672,0.87164,0.12836,0.133731
0.0346503,0.5,0.494775,0.00120125,-0.662955,5.89238,59.324,4.65932,0.87611,0.146455,0.12389
0.0347003,0.5,0.494775,0.00120142,-0.664013,5.89698,59.4115,4.69198,0.882884,0.167678,0.117116
0.0347503,0.5,0.494776,0.0012016,-0.665071,5.90157,59.499,4.72468,0.889267,0.189323,0.110733
0.0348003,0.5,0.494776,0.00120175,-0.666129,5.90616,59.5864,4.75743,0.895251,0.211369,0.104749
0.0348503,0.5,0.494776,0.00120191,-0.667187,5.91076,59.6739,4.79023,0.900825,0.233794,0.0991753
0.0349003,0.5,0.494776,0.00120197,-0.668245,5.91535,59.7614,4.82308,0.905981,0.256576,0.0940187
0.0349503,0.5,0.494777,0.00120216,-0.669302,5.91994,59.8488,4.85597,0.910712,0.279691,0.0892879
0.0350003,0.5,0.494777,0.00120241,-0.670361,5.92454,59.9363,4.88892,0.915009,0.303117,0.0849907
0.0350503,0.5,0.494777,0.00120247,-0.67142,5.92913,60.0238,4.92191,0.918866,0.32683,0.0811339
0.0351003,0.5,0.494778,0.00120268,-0.672478,5.93372,60.1113,4.95495,0.922275,0.350802,0.0777253
0.0351503,0.5,0.494778,0.00120281,-0.673537,5.93831,60.1987,4.98804,0.925229,0.375013,0.0747706
0.0352003,0.5,0.494778,0.00120295,-0.674596,5.94291,60.2861,5.02117,0.927724,0.399434,0.0722762
0.0352503,0.5,0.494779,0.00120312,-0.675655,5.9475,60.3736,5.05436,0.929753,0.42404,0.0702474
0.0353003,0.5,0.494779,0.00120331,-0.676714,5.95209,60.461,5.08759,0.931311,0.448804,0.0686893
0.0353503,0.5,0.494779,0.00120349,-0.677773,5.95668,60.5484,5.12087,0.932394,0.4737,0.0676063
0.0354003,0.5,0.49478,0.00120358,-0.678833,5.96127,60.6359,5.1542,0.932997,0.4987,0.0670026
0.0354503,0.5,0.49478,0.00120385,-0.679892,5.96586,60.7233,5.18757,0.933118,0.523776,0.0668817
0.0355003,0.5,0.49478,0.00120406,-0.680952,5.97045,60.8107,5.221,0.932754,0.548901,0.0672463
0.0355503,0.5,0.494781,0.00120418,-0.682013,5.97504,60.8982,5.25447,0.931901,0.574046,0.0680992
0.0356003,0.5,0.494781,0.00120442,-0.683073,5.97963,60.9856,5.28799,0.930558,0.599183,0.0694421
0.0356503,0.5,0.494781,0.00120454,-0.684133,5.98422,61.073,5.32156,0.928724,0.624283,0.0712764
0.0357003,0.5,0.494782,0.00120469,-0.685194,5.98881,61.1604,5.35517,0.926397,0.649316,0.0736027
0.0357503,0.5,0.494782,0.00120496,-0.686254,5.9934,61.2477,5.38884,0.923579,0.674254,0.0764213
0.0358003,0.5,0.494782,0.00120504,-0.687315,5.99798,61.3351,5.42255,0.920268,0.699068,0.079732
0.0358503,0.5,0.494783,0.00120515,-0.688376,6.00257,61.4225,5.45631,0.916466,0.723727,0.0835336
0.0359003,0.5,0.494783,0.00120543,-0.689436,6.00716,61.5099,5.49012,0.912176,0.748202,0.0878244
0.0359503,0.5,0.494783,0.00120554,-0.690498,6.01175,61.5973,5.52398,0.907397,0.772465,0.0926028
0.0360003,0.5,0.494783,0.00120576,-0.691559,6.01634,61.6847,5.55788,0.902135,0.796485,0.0978654
0.0360503,0.5,0.494784,0.00120598,-0.692621,6.02092,61.7721,5.59184,0.896391,0.820232,0.103609
0.0361003,0.5,0.494784,0.00120606,-0.693683,6.02551,61.8594,5.62584,0.890169,0.843679,0.109831
0.0361503,0.5,0.494784,0.0012063,-0.694745,6.0301,61.9468,5.65989,0.883476,0.866794,0.116524
0.0362003,0.5,0.494785,0.00120646,-0.695807,6.03468,62.0341,5.69399,0.869697,0.882932,0.117068
0.0362503,0.5,0.494785,0.00120655,-0.696869,6.03927,62.1215,5.72813,0.847079,0.890304,0.109696
0.0363003,0.5,0.494785,0.00120679,-0.697931,6.04385,62.2089,5.76232,0.823988,0.897239,0.102761
0.0363503,0.5,0.494786,0.00120709,-0.698994,6.04844,62.2962,5.79656,0.800447,0.903726,0.0962738
0.0364003,0.5,0.494786,0.00120719,-0.700057,6.05302,62.3836,5.83085,0.776482,0.909757,0.0902434
0.0364503,0.5,0.494786,0.00120729,-0.701119,6.05761,62.4709,5.86519,0.752119,0.915319,0.0846808
0.0365003,0.5,0.494787,0.00120758,-0.702182,6.06219,62.5582,5.89958,0.727387,0.920405,0.0795951
0.0365503,0.5,0.494787,0.00120767,-0.703246,6.06678,62.6456,5.93401,0.702309,0.925005,0.0749946
0.0366003,0.5,0.494787,0.00120782,-0.704308,6.07136,62.7329,5.96849,0.676918,0.929112,0.0708883
0.0366503,0.5,0.494787,0.00120813,-0.705371,6.07594,62.8202,6.00302,0.651242,0.932716,0.0672839
0.0367003,0.5,0.494788,0.00120832,-0.706436,6.08053,62.9075,6.0376,0.625307,0.935812,0.064188
0.0367503,0.5,0.494788,0.00120843,-0.7075,6.08511,62.9948,6.07222,0.599146,0.938392,0.0616079
0.0368003,0.5,0.494788,0.00120857,-0.708563,6.08969,63.0821,6.1069,0.572791,0.94045,0.0595496
0.0368503,0.5,0.494789,0.00120878,-0.709627,6.09428,63.1695,6.14162,0.546271,0.941982,0.0580184
0.0369003,0.5,0.494789,0.00120891,-0.710692,6.09886,63.2568,6.17639,0.519616,0.942981,0.0570191
0.0369503,0.5,0.494789,0.00120916,-0.711756,6.10344,63.3441,6.21121,0.492861,0.943444,0.0565561
0.0370003,0.5,0.49479,0.00120932,-0.712821,6.10802,63.4313,6.24607,0.466037,0.943367,0.0566331
0.0370503,0.5,0.49479,0.00120948,-0.713885,6.11261,63.5186,6.28099,0.439176,0.942747,0.0572528
0.0371003,0.5,0.49479,0.00120977,-0.71495,6.11719,63.6059,0.0327616,0.412314,0.941582,0.0584175
0.0371503,0.5,0.494791,0.00121004,-0.716015,6.12177,63.6932,0.067771,0.385481,0.939871,0.0601292
0.0372003,0.5,0.494791,0.00121024,-0.717081,6.12635,63.7805,0.102829,0.358712,0.937612,0.0623883
0.0372503,0.5,0.494791,0.00121042,-0.718147,6.13093,63.8677,0.137935,0.33204,0.934805,0.0651955
0.0373003,0.5,0.494791,0.00121065,-0.719212,6.13551,63.955,0.173088,0.3055,0.93145,0.0685501
0.0373503,0.5,0.494792,0.00121085,-0.720278,6.14009,64.0423,0.20829,0.279126,0.927549,0.072451
0.0374003,0.5,0.494792,0.0012109,-0.721344,6.14467,64.1296,0.24354,0.252951,0.923103,0.0768966
0.0374503,0.5,0.494792,0.00121104,-0.72241,6.14925,64.2169,0.278837,0.22701,0.918116,0.0818839
0.0375003,0.5,0.494792,0.00121122,-0.723476,6.15383,64.3041,0.314183,0.201338,0.91259,0.0874099
0.0375503,0.5,0.494793,0.00121129,-0.724542,6.15841,64.3914,0.349577,0.175966,0.906529,0.0934706
0.0376003,0.5,0.494793,0.00121148,-0.725608,6.16299,64.4786,0.385018,0.150932,0.899939,0.100061
0.0376504,0.5,0.494793,0.00121173,-0.726674,6.16757,64.5658,0.420508,0.126267,0.892824,0.107176
0.0377004,0.5,0.494794,0.00121186,-0.727741,6.17214,64.653,0.456046,0.108407,0.891593,0.121212
0.0377504,0.5,0.494794,0.00121198,-0.728808,6.17672,64.7402,0.491632,0.100567,0.899433,0.145342
0.0378004,0.5,0.494795,0.00121204,-0.729875,6.1813,64.8274,0.527265,0.0932136,0.906786,0.169992
0.0378504,0.5,0.494795,0.00121224,-0.730941,6.18588,64.9146,0.562946,0.0863592,0.913641,0.195134
0.0379004,0.5,0.494795,0.00121235,-0.732008,6.19045,65.0018,0.598676,0.0800152,0.919985,0.220738
0.0379504,0.5,0.494796,0.00121252,-0.733075,6.19503,65.089,0.634453,0.0741927,0.925807,0.246774
0.0380004,0.5,0.494796,0.00121261,-0.734143,6.1996,65.1762,0.670278,0.0689022,0.931098,0.273209
0.0380504,0.5,0.494796,0.00121285,-0.73521,6.20418,65.2634,0.706151,0.0641537,0.935846,0.300012
