# scenario=calib
t,state,theta_e_cmd,v_d,theta_m_enc,mech_accum,id,iq
1.07104,4,0.222899,4,1.21951,-0.0138059,0.713018,0.0390215
1.07204,4,0.226041,4,1.21951,-0.0138059,0.713056,0.0383411
1.07303,4,0.229182,4,1.21798,-0.0153399,0.713094,0.0376745
1.07403,4,0.232324,4,1.21798,-0.0153399,0.713131,0.0370416
1.07503,4,0.235465,4,1.21798,-0.0153399,0.713166,0.0364607
1.07603,4,0.238607,4,1.21798,-0.0153399,0.713198,0.0359476
1.07703,4,0.241749,4,1.21645,-0.0168738,0.713226,0.0355155
1.07803,4,0.24489,4,1.21645,-0.0168738,0.71325,0.0351747
1.07903,4,0.248032,4,1.21645,-0.0168738,0.713269,0.0349322
1.08003,4,0.251174,4,1.21645,-0.0168738,0.713283,0.0347919
1.08103,4,0.254315,4,1.21645,-0.0168738,0.713291,0.034754
1.08203,4,0.257457,4,1.21491,-0.0184078,0.713295,0.0348158
1.08302,4,0.260599,4,1.21491,-0.0184078,0.713292,0.0349718
1.08402,4,0.26374,4,1.21491,-0.0184078,0.713286,0.0352135
1.08502,4,0.266882,4,1.21491,-0.0184078,0.713274,0.0355302
1.08602,4,0.270024,4,1.21491,-0.0184078,0.713259,0.0359093
1.08702,4,0.273165,4,1.21491,-0.0184078,0.71324,0.0363368
1.08802,4,0.276307,4,1.21338,-0.0199418,0.713218,0.0367977
1.08902,4,0.279448,4,1.21338,-0.0199418,0.713194,0.0372765
1.09002,4,0.28259,4,1.21338,-0.0199418,0.713168,0.0377579
1.09102,4,0.285732,4,1.21338,-0.0199418,0.713142,0.0382271
1.09202,4,0.288873,4,1.21338,-0.0199418,0.713116,0.0386698
1.09301,4,0.292015,4,1.21338,-0.0199418,0.713092,0.0390734
1.09401,4,0.295157,4,1.21184,-0.0214758,0.713068,0.0394271
1.09501,4,0.298298,4,1.21184,-0.0214758,0.713048,0.0397219
1.09601,4,0.30144,4,1.21184,-0.0214758,0.71303,0.039951
1.09701,4,0.304582,4,1.21184,-0.0214758,0.713016,0.0401098
1.09801,4,0.307723,4,1.21184,-0.0214758,0.713006,0.0401961
1.09901,4,0.310865,4,1.21184,-0.0214758,0.712999,0.0402101
1.10001,4,0.314007,4,1.21031,-0.0230098,0.712998,0.0401539
1.10101,4,0.317148,4,1.21031,-0.0230098,0.713,0.0400321
1.102,4,0.32029,4,1.21031,-0.0230098,0.713006,0.0398509
1.103,4,0.323432,4,1.21031,-0.0230098,0.713016,0.039618
1.104,4,0.326573,4,1.21031,-0.0230098,0.713028,0.0393426
1.105,4,0.329715,4,1.20878,-0.0245435,0.713044,0.0390348
1.106,4,0.332856,4,1.20878,-0.0245435,0.713061,0.0387053
1.107,4,0.335998,4,1.20878,-0.0245435,0.713079,0.038365
1.108,4,0.33914,4,1.20878,-0.0245435,0.713098,0.0380249
1.109,4,0.342281,4,1.20878,-0.0245435,0.713117,0.037695
1.11,4,0.345423,4,1.20724,-0.0260775,0.713135,0.0373858
1.111,4,0.348565,4,1.20724,-0.0260775,0.713152,0.0371056
1.11199,4,0.351706,4,1.20724,-0.0260775,0.713168,0.0368621
1.11299,4,0.354848,4,1.20724,-0.0260775,0.713181,0.0366612
1.11399,4,0.35799,4,1.20724,-0.0260775,0.713193,0.0365076
1.11499,4,0.361131,4,1.20571,-0.0276115,0.713201,0.0364042
1.11599,4,0.364273,4,1.20571,-0.0276115,0.713208,0.0363523
1.11699,4,0.367415,4,1.20571,-0.0276115,0.713211,0.0363514
1.11799,4,0.370556,4,1.20571,-0.0276115,0.713212,0.0363998
1.11899,4,0.373698,4,1.20571,-0.0276115,0.71321,0.036494
1.11999,4,0.37684,4,1.20417,-0.0291455,0.713205,0.0366294
1.12099,4,0.379981,4,1.20417,-0.0291455,0.713199,0.0368004
1.12198,4,0.383123,4,1.20417,-0.0291455,0.71319,0.0370002
1.12298,4,0.386264,4,1.20417,-0.0291455,0.71318,0.0372216
1.12398,4,0.389406,4,1.20417,-0.0291455,0.713168,0.037457
1.12498,4,0.392548,4,1.20417,-0.0291455,0.713156,0.0376987
1.12598,4,0.395689,4,1.20264,-0.0306795,0.713143,0.0379385
1.12698,4,0.39883,4,1.20264,-0.0306795,0.713129,0.038169
1.12798,4,0.401971,4,1.20264,-0.0306795,0.713117,0.0383845
1.12898,4,0.405112,4,1.20264,-0.0306795,0.713104,0.0385784
1.12998,4,0.408254,4,1.20264,-0.0306795,0.713093,0.0387457
1.13098,4,0.411395,4,1.20264,-0.0306795,0.713084,0.0388821
1.13197,4,0.414536,4,1.20111,-0.0322134,0.713076,0.0389847
1.13297,4,0.417677,4,1.20111,-0.0322134,0.713069,0.0390515
1.13397,4,0.420818,4,1.20111,-0.0322134,0.713065,0.0390818
1.13497,4,0.42396,4,1.20111,-0.0322134,0.713063,0.0390762
1.13597,4,0.427101,4,1.20111,-0.0322134,0.713062,0.0390361
1.13697,4,0.430242,4,1.19957,-0.0337474,0.713064,0.0389642
1.13797,4,0.433383,4,1.19957,-0.0337474,0.713068,0.0388637
1.13897,4,0.436524,4,1.19957,-0.0337474,0.713073,0.0387389
1.13997,4,0.439665,4,1.19957,-0.0337474,0.71308,0.0385946
1.14096,4,0.442807,4,1.19957,-0.0337474,0.713087,0.0384359
1.14196,4,0.445948,4,1.19804,-0.0352814,0.713096,0.0382682
1.14296,4,0.449089,4,1.19804,-0.0352814,0.713106,0.0380971
1.14396,4,0.45223,4,1.19804,-0.0352814,0.713115,0.037928
1.14496,4,0.455371,4,1.19804,-0.0352814,0.713124,0.0377656
1.14596,4,0.458512,4,1.19804,-0.0352814,0.713133,0.0376154
1.14696,4,0.461654,4,1.19651,-0.0368154,0.713142,0.0374811
1.14796,4,0.464795,4,1.19651,-0.0368154,0.713149,0.0373663
1.14896,4,0.467936,4,1.19651,-0.0368154,0.713156,0.0372739
1.14996,4,0.471077,4,1.19651,-0.0368154,0.713161,0.0372057
1.15095,4,0.474218,4,1.19651,-0.0368154,0.713165,0.037163
1.15195,4,0.47736,4,1.19651,-0.0368154,0.713168,0.0371461
1.15295,4,0.480501,4,1.19497,-0.0383494,0.713169,0.0371546
1.15395,4,0.483642,4,1.19497,-0.0383494,0.713169,0.0371872
1.15495,4,0.486783,4,1.19497,-0.0383494,0.713167,0.037242
1.15595,4,0.489924,4,1.19497,-0.0383494,0.713165,0.0373165
1.15695,4,0.493065,4,1.19497,-0.0383494,0.713161,0.0374077
1.15795,4,0.496207,4,1.19344,-0.0398834,0.713156,0.0375121
1.15895,4,0.499348,4,1.19344,-0.0398834,0.713151,0.0376259
1.15995,4,0.502489,4,1.19344,-0.0398834,0.713145,0.0377455
1.16094,4,0.50563,4,1.19344,-0.0398834,0.713139,0.0378664
1.16194,4,0.508771,4,1.19344,-0.0398834,0.713132,0.0379868
1.16294,4,0.511913,4,1.19344,-0.0398834,0.713125,0.0381014
1.16394,4,0.515054,4,1.1919,-0.0414174,0.713119,0.0382058
1.16494,4,0.518195,4,1.1919,-0.0414174,0.713113,0.0382984
1.16594,4,0.521336,4,1.1919,-0.0414174,0.713107,0.0383767
1.16694,4,0.524477,4,1.1919,-0.0414174,0.713103,0.0384389
1.16794,4,0.527618,4,1.1919,-0.0414174,0.713099,0.0384838
1.16894,4,0.53076,4,1.19037,-0.0429513,0.713096,0.0385105
1.16994,4,0.533901,4,1.19037,-0.0429513,0.713095,0.0385188
1.17093,4,0.537042,4,1.19037,-0.0429513,0.713094,0.0385094
1.17193,4,0.540183,4,1.19037,-0.0429513,0.713094,0.0384831
1.17293,4,0.543324,4,1.19037,-0.0429513,0.713096,0.0384413
1.17393,4,0.546465,4,1.19037,-0.0429513,0.713098,0.0383861
1.17493,4,0.549607,4,1.18884,-0.0444853,0.713101,0.0383195
1.17593,4,0.552748,4,1.18884,-0.0444853,0.713104,0.038244
1.17693,4,0.555889,4,1.18884,-0.0444853,0.713108,0.0381623
1.17793,4,0.55903,4,1.18884,-0.0444853,0.713113,0.0380771
1.17893,4,0.562171,4,1.18884,-0.0444853,0.713118,0.0379919
1.17992,4,0.565313,4,1.1873,-0.0460193,0.713122,0.0379105
1.18092,4,0.568454,4,1.1873,-0.0460193,0.713127,0.0378329
1.18192,4,0.571595,4,1.1873,-0.0460193,0.713131,0.0377597
1.18292,4,0.574736,4,1.1873,-0.0460193,0.713135,0.0376954
1.18392,4,0.577877,4,1.1873,-0.0460193,0.713139,0.0376411
1.18492,4,0.581018,4,1.18577,-0.0475533,0.713142,0.0375985
1.18592,4,0.58416,4,1.18577,-0.0475533,0.713144,0.0375683
1.18692,4,0.587301,4,1.18577,-0.0475533,0.713146,0.037551
1.18792,4,0.590442,4,1.18577,-0.0475533,0.713147,0.0375465
1.18892,4,0.593583,4,1.18577,-0.0475533,0.713147,0.0375546
1.18991,4,0.596724,4,1.18423,-0.0490873,0.713147,0.0375746
1.19091,4,0.599865,4,1.18423,-0.0490873,0.713146,0.0376053
1.19191,4,0.603007,4,1.18423,-0.0490873,0.713145,0.0376456
1.19291,4,0.606148,4,1.18423,-0.0490873,0.713142,0.0376934
1.19391,4,0.609289,4,1.18423,-0.0490873,0.71314,0.0377476
1.19491,4,0.61243,4,1.18423,-0.0490873,0.713137,0.0378058
1.19591,4,0.615571,4,1.1827,-0.0506213,0.713134,0.0378658
1.19691,4,0.618713,4,1.1827,-0.0506213,0.713131,0.0379273
1.19791,4,0.621854,4,1.1827,-0.0506213,0.713127,0.0379878
1.19891,4,0.624995,4,1.1827,-0.0506213,0.713124,0.0380447
1.1999,4,0.628136,4,1.1827,-0.0506213,0.713121,0.0380946
1.2009,4,0.631277,4,1.18117,-0.0521553,0.713118,0.0381388
1.2019,4,0.634418,4,1.18117,-0.0521553,0.713116,0.0381755
1.2029,4,0.63756,4,1.18117,-0.0521553,0.713113,0.038204
1.2039,4,0.640701,4,1.18117,-0.0521553,0.713112,0.0382232
1.2049,4,0.643842,4,1.18117,-0.0521553,0.713111,0.0382335
1.2059,4,0.646983,4,1.18117,-0.0521553,0.71311,0.0382345
1.2069,4,0.650124,4,1.17963,-0.0536892,0.71311,0.0382269
1.2079,4,0.653265,4,1.17963,-0.0536892,0.71311,0.0382108
1.2089,4,0.656407,4,1.17963,-0.0536892,0.713111,0.0381874
1.20989,4,0.659548,4,1.17963,-0.0536892,0.713112,0.0381577
1.21089,4,0.662689,4,1.17963,-0.0536892,0.713114,0.0381226
1.21189,4,0.66583,4,1.1781,-0.0552232,0.713116,0.0380833
1.21289,4,0.668971,4,1.1781,-0.0552232,0.713118,0.0380416
1.21389,4,0.672113,4,1.1781,-0.0552232,0.71312,0.0379985
1.21489,4,0.675254,4,1.1781,-0.0552232,0.713122,0.0379574
1.21589,4,0.678395,4,1.1781,-0.0552232,0.713125,0.037918
1.21689,4,0.681536,4,1.17656,-0.0567572,0.713127,0.0378806
1.21789,4,0.684677,4,1.17656,-0.0567572,0.713129,0.0378449
1.21888,4,0.687818,4,1.17656,-0.0567572,0.713131,0.037814
1.21988,4,0.69096,4,1.17656,-0.0567572,0.713133,0.0377882
1.22088,4,0.694101,4,1.17656,-0.0567572,0.713134,0.0377684
1.22188,4,0.697242,4,1.17656,-0.0567572,0.713135,0.0377551
1.22288,4,0.700383,4,1.17503,-0.0582912,0.713136,0.0377482
1.22388,4,0.703524,4,1.17503,-0.0582912,0.713136,0.0377479
1.22488,4,0.706666,4,1.17503,-0.0582912,0.713136,0.0377537
1.22588,4,0.709807,4,1.17503,-0.0582912,0.713136,0.0377653
1.22688,4,0.712948,4,1.17503,-0.0582912,0.713136,0.0377821
1.22788,4,0.716089,4,1.1735,-0.0598252,0.713135,0.0378032
1.22887,4,0.71923,4,1.1735,-0.0598252,0.713134,0.0378283
1.22987,4,0.722371,4,1.1735,-0.0598252,0.713132,0.0378564
1.23087,4,0.725513,4,1.1735,-0.0598252,0.713131,0.0378854
1.23187,4,0.728654,4,1.1735,-0.0598252,0.713129,0.0379159
1.23287,4,0.731795,4,1.1735,-0.0598252,0.713127,0.0379478
1.23387,4,0.734936,4,1.17196,-0.0613592,0.713126,0.0379784
1.23487,4,0.738077,4,1.17196,-0.0613592,0.713124,0.0380074
1.23587,4,0.741219,4,1.17196,-0.0613592,0.713123,0.0380306
1.23687,4,0.74436,4,1.17196,-0.0613592,0.713121,0.0380516
1.23787,4,0.747501,4,1.17196,-0.0613592,0.71312,0.0380684
1.23886,4,0.750642,4,1.17043,-0.0628932,0.713119,0.0380819
1.23986,4,0.753783,4,1.17043,-0.0628932,0.713118,0.0380912
1.24086,4,0.756924,4,1.17043,-0.0628932,0.713118,0.0380926
1.24186,4,0.760066,4,1.17043,-0.0628932,0.713118,0.0380933
1.24286,4,0.763207,4,1.17043,-0.0628932,0.713118,0.0380868
1.24386,4,0.766348,4,1.16889,-0.0644271,0.713118,0.0380763
1.24486,4,0.769489,4,1.16889,-0.0644271,0.713118,0.0380661
1.24586,4,0.77263,4,1.16889,-0.0644271,0.713119,0.0380479
1.24686,4,0.775771,4,1.16889,-0.0644271,0.71312,0.0380276
1.24786,4,0.778913,4,1.16889,-0.0644271,0.713121,0.0380082
1.24885,4,0.782054,4,1.16889,-0.0644271,0.713122,0.0379896
1.24985,4,0.785195,4,1.16736,-0.0659609,0.713123,0.037972
1.25085,4,0.788337,4,1.16736,-0.0659609,0.713124,0.0379556
1.25185,4,0.791479,4,1.16736,-0.0659609,0.713125,0.0379402
1.25285,4,0.794621,4,1.16736,-0.0659609,0.713125,0.0379255
1.25385,4,0.797763,4,1.16736,-0.0659609,0.713126,0.0379116
1.25485,4,0.800905,4,1.16583,-0.0674949,0.713127,0.0378982
1.25585,4,0.804048,4,1.16583,-0.0674949,0.713128,0.0378855
1.25685,4,0.80719,4,1.16583,-0.0674949,0.713129,0.0378734
1.25784,4,0.810332,4,1.16583,-0.0674949,0.71313,0.0378618
1.25884,4,0.813474,4,1.16583,-0.0674949,0.71313,0.0378527
1.25984,4,0.816616,4,1.16429,-0.0690289,0.71313,0.0378526
1.26084,4,0.819758,4,1.16429,-0.0690289,0.713131,0.0378536
1.26184,4,0.8229,4,1.16429,-0.0690289,0.713131,0.0378546
1.26284,4,0.826042,4,1.16429,-0.0690289,0.713131,0.037858
1.26384,4,0.829185,4,1.16429,-0.0690289,0.71313,0.0378695
1.26484,4,0.832327,4,1.16429,-0.0690289,0.71313,0.0378813
1.26584,4,0.835469,4,1.16276,-0.0705628,0.71313,0.0378925
1.26684,4,0.838611,4,1.16276,-0.0705628,0.713129,0.0379032
1.26783,4,0.841753,4,1.16276,-0.0705628,0.713129,0.0379134
1.26883,4,0.844895,4,1.16276,-0.0705628,0.713128,0.0379253
1.26983,4,0.848037,4,1.16276,-0.0705628,0.713127,0.0379451
1.27083,4,0.851179,4,1.16122,-0.0720968,0.713126,0.0379649
1.27183,4,0.854321,4,1.16122,-0.0720968,0.713125,0.0379833
1.27283,4,0.857464,4,1.16122,-0.0720968,0.713124,0.0379918
1.27383,4,0.860606,4,1.16122,-0.0720968,0.713124,0.0379979
1.27483,4,0.863748,4,1.16122,-0.0720968,0.713123,0.0380036
1.27583,4,0.86689,4,1.16122,-0.0720968,0.713123,0.0380091
1.27683,4,0.870032,4,1.15969,-0.0736308,0.713122,0.0380143
1.27782,4,0.873174,4,1.15969,-0.0736308,0.713122,0.0380194
1.27882,4,0.876316,4,1.15969,-0.0736308,0.713122,0.0380225
1.27982,4,0.879458,4,1.15969,-0.0736308,0.713122,0.0380168
1.28082,4,0.8826,4,1.15969,-0.0736308,0.713122,0.0380101
1.28182,4,0.885743,4,1.15816,-0.0751648,0.713122,0.0380038
1.28282,4,0.888885,4,1.15816,-0.0751648,0.713122,0.0379977
1.28382,4,0.892027,4,1.15816,-0.0751648,0.713122,0.0379919
1.28482,4,0.895169,4,1.15816,-0.0751648,0.713123,0.0379863
1.28582,4,0.898311,4,1.15816,-0.0751648,0.713123,0.0379797
1.28682,4,0.901453,4,1.15662,-0.0766988,0.713124,0.0379644
1.28781,4,0.904595,4,1.15662,-0.0766988,0.713125,0.0379486
1.28881,4,0.907737,4,1.15662,-0.0766988,0.713126,0.0379336
1.28981,4,0.910879,4,1.15662,-0.0766988,0.713126,0.0379192
1.29081,4,0.914022,4,1.15662,-0.0766988,0.713127,0.0379111
1.29181,4,0.917164,4,1.15662,-0.0766988,0.713127,0.037909
1.29281,4,0.920306,4,1.15509,-0.0782328,0.713127,0.0379074
1.29381,4,0.923448,4,1.15509,-0.0782328,0.713127,0.0379058
1.29481,4,0.92659,4,1.15509,-0.0782328,0.713128,0.0379043
1.29581,4,0.929732,4,1.15509,-0.0782328,0.713128,0.0379029
1.2968,4,0.932874,4,1.15509,-0.0782328,0.713128,0.0379015
1.2978,4,0.936016,4,1.15355,-0.0797668,0.713128,0.0379003
1.2988,4,0.939158,4,1.15355,-0.0797668,0.713128,0.0378999
1.2998,4,0.942301,4,1.15355,-0.0797668,0.713128,0.0379086
1.3008,4,0.945443,4,1.15355,-0.0797668,0.713128,0.0379185
1.3018,4,0.948585,4,1.15355,-0.0797668,0.713127,0.037928
1.3028,4,0.951727,4,1.15202,-0.0813007,0.713127,0.037937
1.3038,4,0.954869,4,1.15202,-0.0813007,0.713126,0.0379457
1.3048,4,0.958011,4,1.15202,-0.0813007,0.713126,0.0379539
1.3058,4,0.961153,4,1.15202,-0.0813007,0.713125,0.0379617
1.30679,4,0.964295,4,1.15202,-0.0813007,0.713125,0.0379691
1.30779,4,0.967438,4,1.15202,-0.0813007,0.713124,0.0379763
1.30879,4,0.97058,4,1.15049,-0.0828347,0.713124,0.0379831
1.30979,4,0.973722,4,1.15049,-0.0828347,0.713124,0.0379895
1.31079,4,0.976864,4,1.15049,-0.0828347,0.713123,0.0379942
1.31179,4,0.980006,4,1.15049,-0.0828347,0.713123,0.0379899
1.31279,4,0.983148,4,1.15049,-0.0828347,0.713123,0.0379845
1.31379,4,0.98629,4,1.14895,-0.0843687,0.713124,0.0379793
1.31479,4,0.989432,4,1.14895,-0.0843687,0.713124,0.0379744
1.31579,4,0.992574,4,1.14895,-0.0843687,0.713124,0.0379696
1.31678,4,0.995717,4,1.14895,-0.0843687,0.713124,0.0379652
1.31778,4,0.998859,4,1.14895,-0.0843687,0.713124,0.0379609
1.31878,4,1.002,4,1.14742,-0.0859027,0.713125,0.0379568
1.31978,4,1.00514,4,1.14742,-0.0859027,0.713125,0.0379529
1.32078,4,1.00829,4,1.14742,-0.0859027,0.713125,0.0379493
1.32178,4,1.01143,4,1.14742,-0.0859027,0.713125,0.0379457
1.32278,4,1.01457,4,1.14742,-0.0859027,0.713125,0.0379423
1.32378,4,1.01771,4,1.14742,-0.0859027,0.713126,0.0379391
1.32478,4,1.02085,4,1.14588,-0.0874367,0.713126,0.0379361
1.32578,4,1.024,4,1.14588,-0.0874367,0.713126,0.0379332
1.32677,4,1.02714,4,1.14588,-0.0874367,0.713126,0.0379304
1.32777,4,1.03028,4,1.14588,-0.0874367,0.713126,0.0379278
1.32877,4,1.03342,4,1.14588,-0.0874367,0.713127,0.0379252
1.32977,4,1.03656,4,1.14435,-0.0889707,0.713127,0.0379228
1.33077,4,1.03971,4,1.14435,-0.0889707,0.713127,0.0379205
1.33177,4,1.04285,4,1.14435,-0.0889707,0.713127,0.0379183
1.33277,4,1.04599,4,1.14435,-0.0889707,0.713127,0.0379163
1.33377,4,1.04913,4,1.14435,-0.0889707,0.713127,0.0379209
1.33477,4,1.05227,4,1.14435,-0.0889707,0.713127,0.0379301
1.33576,4,1.05542,4,1.14282,-0.0905046,0.713126,0.037939
1.33676,4,1.05856,4,1.14282,-0.0905046,0.713126,0.0379475
1.33776,4,1.0617,4,1.14282,-0.0905046,0.713126,0.0379557
1.33876,4,1.06484,4,1.14282,-0.0905046,0.713125,0.0379635
1.33976,4,1.06799,4,1.14282,-0.0905046,0.713125,0.0379708
1.34076,4,1.07113,4,1.14128,-0.0920386,0.713124,0.0379779
1.34176,4,1.07427,4,1.14128,-0.0920386,0.713124,0.0379822
1.34276,4,1.07741,4,1.14128,-0.0920386,0.713124,0.037978
1.34376,4,1.08055,4,1.14128,-0.0920386,0.713124,0.0379732
1.34476,4,1.0837,4,1.14128,-0.0920386,0.713124,0.0379685
1.34575,4,1.08684,4,1.13975,-0.0935726,0.713124,0.0379641
1.34675,4,1.08998,4,1.13975,-0.0935726,0.713125,0.0379599
1.34775,4,1.09312,4,1.13975,-0.0935726,0.713125,0.0379558
1.34875,4,1.09626,4,1.13975,-0.0935726,0.713125,0.037952
1.34975,4,1.09941,4,1.13975,-0.0935726,0.713125,0.0379483
1.35075,4,1.10255,4,1.13975,-0.0935726,0.713125,0.0379449
1.35175,4,1.10569,4,1.13821,-0.0951066,0.713126,0.0379416
1.35275,4,1.10883,4,1.13821,-0.0951066,0.713126,0.0379384
1.35375,4,1.11197,4,1.13821,-0.0951066,0.713126,0.0379354
1.35475,4,1.11512,4,1.13821,-0.0951066,0.713126,0.0379325
1.35574,4,1.11826,4,1.13821,-0.0951066,0.713126,0.0379297
1.35674,4,1.1214,4,1.13668,-0.0966406,0.713127,0.0379271
1.35774,4,1.12454,4,1.13668,-0.0966406,0.713127,0.0379246
1.35874,4,1.12769,4,1.13668,-0.0966406,0.713127,0.0379222
1.35974,4,1.13083,4,1.13668,-0.0966406,0.713127,0.0379283
1.36074,4,1.13397,4,1.13668,-0.0966406,0.713127,0.0379371
1.36174,4,1.13711,4,1.13515,-0.0981746,0.713126,0.0379458
1.36274,4,1.14025,4,1.13515,-0.0981746,0.713126,0.037954
1.36374,4,1.1434,4,1.13515,-0.0981746,0.713125,0.0379618
1.36474,4,1.14654,4,1.13515,-0.0981746,0.713125,0.0379693
1.36573,4,1.14968,4,1.13515,-0.0981746,0.713124,0.0379764
1.36673,4,1.15282,4,1.13515,-0.0981746,0.713124,0.0379757
1.36773,4,1.15596,4,1.13361,-0.0997086,0.713124,0.0379711
1.36873,4,1.15911,4,1.13361,-0.0997086,0.713124,0.0379665
1.36973,4,1.16225,4,1.13361,-0.0997086,0.713125,0.0379622
1.37073,4,1.16539,4,1.13361,-0.0997086,0.713125,0.0379581
1.37173,4,1.16853,4,1.13361,-0.0997086,0.713125,0.0379541
1.37273,4,1.17167,4,1.13208,-0.101243,0.713125,0.0379504
1.37373,4,1.17482,4,1.13208,-0.101243,0.713125,0.0379468
1.37472,4,1.17796,4,1.13208,-0.101243,0.713126,0.0379434
1.37572,4,1.1811,4,1.13208,-0.101243,0.713126,0.0379401
1.37672,4,1.18424,4,1.13208,-0.101243,0.713126,0.037937
1.37772,4,1.18739,4,1.13208,-0.101243,0.713126,0.0379341
1.37872,4,1.19053,4,1.13054,-0.102777,0.713126,0.0379313
1.37972,4,1.19367,4,1.13054,-0.102777,0.713127,0.0379285
1.38072,4,1.19681,4,1.13054,-0.102777,0.713127,0.037926
1.38172,4,1.19995,4,1.13054,-0.102777,0.713127,0.0379281
1.38272,4,1.2031,4,1.13054,-0.102777,0.713126,0.0379367
1.38372,4,1.20624,4,1.12901,-0.104311,0.713126,0.0379453
1.38471,4,1.20938,4,1.12901,-0.104311,0.713126,0.0379535
1.38571,4,1.21252,4,1.12901,-0.104311,0.713125,0.0379614
1.38671,4,1.21566,4,1.12901,-0.104311,0.713125,0.0379688
1.38771,4,1.21881,4,1.12901,-0.104311,0.713124,0.0379752
1.38871,4,1.22195,4,1.12748,-0.105844,0.713124,0.0379723
1.38971,4,1.22509,4,1.12748,-0.105844,0.713124,0.0379677
1.39071,4,1.22823,4,1.12748,-0.105844,0.713125,0.0379634
1.39171,4,1.23138,4,1.12748,-0.105844,0.713125,0.0379591
1.39271,4,1.23452,4,1.12748,-0.105844,0.713125,0.0379551
1.39371,4,1.23766,4,1.12748,-0.105844,0.713125,0.0379513
1.3947,4,1.2408,4,1.12594,-0.107378,0.713125,0.0379477
1.3957,4,1.24394,4,1.12594,-0.107378,0.713126,0.0379442
1.3967,4,1.24709,4,1.12594,-0.107378,0.713126,0.0379409
1.3977,4,1.25023,4,1.12594,-0.107378,0.713126,0.0379378
1.3987,4,1.25337,4,1.12594,-0.107378,0.713126,0.0379348
1.3997,4,1.25651,4,1.12441,-0.108912,0.713126,0.0379319
1.4007,4,1.25965,4,1.12441,-0.108912,0.713127,0.0379292
1.4017,4,1.2628,4,1.12441,-0.108912,0.713127,0.0379266
1.4027,4,1.26594,4,1.12441,-0.108912,0.713127,0.0379321
1.40369,4,1.26908,4,1.12441,-0.108912,0.713126,0.0379408
1.40469,4,1.27222,4,1.12287,-0.110446,0.713126,0.0379493
1.40569,4,1.27536,4,1.12287,-0.110446,0.713125,0.0379573
1.40669,4,1.27851,4,1.12287,-0.110446,0.713125,0.037965
1.40769,4,1.28165,4,1.12287,-0.110446,0.713124,0.0379723
1.40869,4,1.28479,4,1.12287,-0.110446,0.713124,0.0379727
1.40969,4,1.28793,4,1.12287,-0.110446,0.713124,0.0379683
1.41069,4,1.29108,4,1.12134,-0.11198,0.713125,0.0379638
1.41169,4,1.29422,4,1.12134,-0.11198,0.713125,0.0379596
1.41269,4,1.29736,4,1.12134,-0.11198,0.713125,0.0379556
1.41368,4,1.3005,4,1.12134,-0.11198,0.713125,0.0379518
1.41468,4,1.30364,4,1.12134,-0.11198,0.713125,0.0379481
1.41568,4,1.30679,4,1.11981,-0.113514,0.713126,0.0379446
1.41668,4,1.30993,4,1.11981,-0.113514,0.713126,0.0379413
1.41768,4,1.31307,4,1.11981,-0.113514,0.713126,0.0379382
1.41868,4,1.31621,4,1.11981,-0.113514,0.713126,0.0379351
1.41968,4,1.31935,4,1.11981,-0.113514,0.713126,0.0379323
1.42068,4,1.3225,4,1.11981,-0.113514,0.713127,0.0379295
1.42168,4,1.32564,4,1.11827,-0.115048,0.713127,0.0379274
1.42268,4,1.32878,4,1.11827,-0.115048,0.713127,0.0379344
1.42367,4,1.33192,4,1.11827,-0.115048,0.713126,0.0379431
1.42467,4,1.33506,4,1.11827,-0.115048,0.713126,0.0379514
1.42567,4,1.33821,4,1.11827,-0.115048,0.713125,0.0379594
1.42667,4,1.34135,4,1.11674,-0.116582,0.713125,0.037967
1.42767,4,1.34449,4,1.11674,-0.116582,0.713124,0.0379734
1.42867,4,1.34763,4,1.11674,-0.116582,0.713124,0.0379705
1.42967,4,1.35078,4,1.11674,-0.116582,0.713124,0.037966
1.43067,4,1.35392,4,1.11674,-0.116582,0.713125,0.0379617
1.43167,4,1.35706,4,1.1152,-0.118116,0.713125,0.0379576
1.43267,4,1.3602,4,1.1152,-0.118116,0.713125,0.0379537
1.43366,4,1.36334,4,1.1152,-0.118116,0.713125,0.03795
1.43466,4,1.36649,4,1.1152,-0.118116,0.713125,0.0379464
1.43566,4,1.36963,4,1.1152,-0.118116,0.713126,0.037943
1.43666,4,1.37277,4,1.1152,-0.118116,0.713126,0.0379397
1.43766,4,1.37591,4,1.11367,-0.11965,0.713126,0.0379366
1.43866,4,1.37905,4,1.11367,-0.11965,0.713126,0.0379337
1.43966,4,1.3822,4,1.11367,-0.11965,0.713126,0.0379309
1.44066,4,1.38534,4,1.11367,-0.11965,0.713127,0.0379282
1.44166,4,1.38848,4,1.11367,-0.11965,0.713127,0.0379319
1.44265,4,1.39162,4,1.11214,-0.121184,0.713126,0.0379405
1.44365,4,1.39477,4,1.11214,-0.121184,0.713126,0.0379489
1.44465,4,1.39791,4,1.11214,-0.121184,0.713125,0.037957
1.44565,4,1.40105,4,1.11214,-0.121184,0.713125,0.0379647
1.44665,4,1.40419,4,1.11214,-0.121184,0.713124,0.037972
1.44765,4,1.40733,4,1.1106,-0.122718,0.713124,0.0379713
1.44865,4,1.41048,4,1.1106,-0.122718,0.713124,0.0379669
1.44965,4,1.41362,4,1.1106,-0.122718,0.713125,0.0379626
