# scenario=haptic-detents
t,theta,omega,theta_finger,tau_cmd,tau_ext,iq_ref,iq
0.632049,0.719439,0.561726,0.99282,-0.0788978,0.0820142,-0.996184,-0.996607
0.633049,0.719439,0.414192,0.994391,-0.0787503,0.0824855,-0.994321,-0.995043
0.634049,0.720973,0.758832,0.995962,-0.0797085,0.0824967,-1.00642,-0.993462
0.635049,0.720973,0.559529,0.997533,-0.0795092,0.082968,-1.0039,-1.00437
0.636049,0.720973,0.412572,0.999104,-0.0793622,0.0834393,-1.00205,-1.00282
0.637049,0.722507,0.705611,1.00068,-0.0802689,0.0834504,-1.0135,-1.01136
0.63805,0.722507,0.520287,1.00225,-0.0800835,0.0839218,-1.01116,-1.01194
0.63905,0.724041,0.837061,1.00382,-0.0810139,0.0839329,-1.0229,-1.01008
0.64005,0.724041,0.617212,1.00539,-0.0807941,0.0844042,-1.02013,-1.02071
0.64105,0.725575,0.90853,1.00696,-0.081699,0.0844153,-1.03155,-1.0188
0.64205,0.725575,0.66991,1.00853,-0.0814604,0.0848866,-1.02854,-1.02919
0.64305,0.727109,0.920582,1.0101,-0.0823246,0.0848978,-1.03945,-1.03414
0.644051,0.727109,0.678796,1.01167,-0.0820828,0.0853691,-1.0364,-1.03725
0.645051,0.728643,0.927134,1.01324,-0.0829448,0.0853802,-1.04728,-1.04198
0.646051,0.728643,0.683628,1.01481,-0.0827013,0.0858515,-1.04421,-1.04505
0.647051,0.730177,0.905476,1.01639,-0.0835367,0.0858626,-1.05476,-1.05281
0.648051,0.730177,0.667658,1.01796,-0.0832989,0.0863339,-1.05175,-1.05267
0.649051,0.731711,0.869971,1.01953,-0.0841148,0.086345,-1.06206,-1.06166
0.650052,0.731711,0.641478,1.0211,-0.0838863,0.0868164,-1.05917,-1.06009
0.651052,0.733245,0.82834,1.02267,-0.0846868,0.0868275,-1.06928,-1.06959
0.652052,0.733245,0.610782,1.02424,-0.0844692,0.0872988,-1.06653,-1.06742
0.653052,0.734779,0.828033,1.02581,-0.0853001,0.0873099,-1.07702,-1.07653
0.654052,0.734779,0.610555,1.02738,-0.0850826,0.0877813,-1.07427,-1.07511
0.655052,0.736313,0.851595,1.02895,-0.0859372,0.0877924,-1.08507,-1.08297
0.656053,0.736313,0.627929,1.03053,-0.0857135,0.0882637,-1.08224,-1.08302
0.657053,0.736313,0.463007,1.0321,-0.0855486,0.088735,-1.08016,-1.0809
0.658053,0.737847,0.696743,1.03367,-0.0863959,0.0887461,-1.09086,-1.09099
0.659053,0.737847,0.513748,1.03524,-0.0862129,0.0892174,-1.08855,-1.0893
0.660053,0.739381,0.83224,1.03681,-0.087145,0.0892286,-1.10032,-1.08736
0.661053,0.739381,0.613657,1.03838,-0.0869265,0.0896999,-1.09756,-1.09802
0.662054,0.739381,0.452484,1.03995,-0.0867653,0.0901712,-1.09552,-1.09626
0.663054,0.740915,0.760261,1.04152,-0.0876867,0.0901823,-1.10715,-1.1016
0.664054,0.740915,0.560583,1.04309,-0.087487,0.0906536,-1.10463,-1.10527
0.665054,0.740915,0.413349,1.04466,-0.0873397,0.091125,-1.10277,-1.10351
0.666054,0.742449,0.706184,1.04624,-0.0882462,0.0911361,-1.11422,-1.11204
0.667054,0.742449,0.520709,1.04781,-0.0880607,0.0916074,-1.11188,-1.11262
0.668055,0.742449,0.383948,1.04938,-0.0879239,0.0920787,-1.11015,-1.1109
0.669055,0.743983,0.638449,1.05095,-0.088792,0.0920898,-1.12111,-1.12129
0.670055,0.743983,0.470764,1.05252,-0.0886243,0.0925612,-1.11899,-1.11982
0.671055,0.745517,0.72479,1.05409,-0.089492,0.0925723,-1.12995,-1.12944
0.672055,0.745517,0.534428,1.05566,-0.0893016,0.0930436,-1.12755,-1.12841
0.673055,0.747051,0.795463,1.05723,-0.0901762,0.0930547,-1.13859,-1.13655
0.674056,0.747051,0.586539,1.0588,-0.0899673,0.093526,-1.13595,-1.13681
0.675056,0.748585,0.833887,1.06038,-0.0908282,0.0935372,-1.14682,-1.14482
0.676056,0.748585,0.614872,1.06195,-0.0906092,0.0940085,-1.14406,-1.14494
0.677056,0.750119,0.831048,1.06352,-0.091439,0.0940196,-1.15453,-1.15412
0.678056,0.750119,0.612778,1.06509,-0.0912207,0.0944909,-1.15178,-1.1527
0.679056,0.751653,0.829505,1.06666,-0.0920511,0.094502,-1.16226,-1.16183
0.680057,0.751653,0.611641,1.06823,-0.0918332,0.0949734,-1.15951,-1.16041
0.681057,0.753187,0.828666,1.0698,-0.0926638,0.0949845,-1.17,-1.16955
0.682057,0.753187,0.611022,1.07137,-0.0924462,0.0954558,-1.16725,-1.16813
0.683057,0.754721,0.82821,1.07294,-0.0932769,0.0954669,-1.17774,-1.17668
0.684057,0.754721,0.610685,1.07451,-0.0930594,0.0959382,-1.17499,-1.17578
0.685057,0.756255,0.851691,1.07609,-0.093914,0.0959494,-1.18578,-1.17961
0.686058,0.756255,0.628,1.07766,-0.0936903,0.0964207,-1.18296,-1.18144
0.687058,0.757789,0.889679,1.07923,-0.0945656,0.0964318,-1.19401,-1.18129
0.688058,0.757789,0.65601,1.0808,-0.0943319,0.0969031,-1.19106,-1.18155
0.689058,0.757789,0.483713,1.08237,-0.0941596,0.0973744,-1.18888,-1.18175
0.690058,0.759323,0.712011,1.08394,-0.0950015,0.0973856,-1.19951,-1.18201
0.691058,0.759323,0.525006,1.08551,-0.0948145,0.0978569,-1.19715,-1.18243
0.692059,0.760857,0.742458,1.08708,-0.0956456,0.097868,-1.20765,-1.18289
0.693059,0.762391,1.00088,1.08865,-0.0965176,0.0978791,-1.21866,-1.18334
0.694059,0.762391,0.738005,1.09023,-0.0962547,0.0983504,-1.21534,-1.18412
0.695059,0.763925,0.970792,1.0918,-0.0971011,0.0983616,-1.22602,-1.18473
0.696059,0.763925,0.715819,1.09337,-0.0968461,0.0988329,-1.2228,-1.18565
0.697059,0.765459,0.883156,1.09494,-0.0976271,0.098844,-1.23266,-1.18645
0.69806,0.766993,1.02887,1.09651,-0.0983864,0.0988551,-1.24225,-1.18727
0.69906,0.768526,1.16004,1.09808,-0.0991311,0.0988662,-1.25166,-1.18808
0.70006,0.77006,1.28198,1.09965,-0.0998667,0.0988773,-1.26094,-1.18888
0.70106,0.771594,1.3719,1.10122,-0.1,0.0988885,-1.26263,-1.18973
0.70206,0.773128,1.4382,1.10279,-0.1,0.0988996,-1.26263,-1.19055
0.70306,0.774662,1.46186,1.10436,-0.1,0.0989107,-1.26263,-1.19137
0.704061,0.776196,1.47931,1.10594,-0.1,0.0989218,-1.26263,-1.1921
0.705061,0.77773,1.46845,1.10751,-0.1,0.0989329,-1.26263,-1.19281
0.706061,0.780798,1.89154,1.10908,-0.1,0.0984839,-1.26263,-1.19332
0.707061,0.782332,1.82135,1.11065,-0.1,0.098495,-1.26263,-1.19385
0.708061,0.783866,1.74439,1.11222,-0.1,0.0985061,-1.26263,-1.19436
0.709061,0.788468,2.52162,1.11379,0.1,0.0975968,1.26263,0.901852
0.710062,0.799206,4.77616,1.11536,0.0944204,0.0948468,1.19218,1.04354
0.711062,0.817614,8.40546,1.11693,0.083428,0.0897958,1.05338,0.972776
0.712062,0.84676,13.878,1.1185,0.0662972,0.0815234,0.837085,0.86843
0.713062,0.880507,19.1188,1.12008,0.0475572,0.0718704,0.60047,0.669706
0.714062,0.921925,24.9516,1.12165,0.0251574,0.0599164,0.317644,0.410262
0.715062,0.967945,30.485,1.12322,0.00121625,0.0465819,0.0153567,0.124831
0.716063,1.01703,35.4198,1.12479,-0.0233536,0.0323269,-0.294869,-0.169443
0.717063,1.06612,39.0586,1.12636,-0.0466274,0.018072,-0.58873,-0.463192
0.718063,1.11367,41.2882,1.12793,-0.0678784,0.00427723,-0.857051,-0.744878
0.719063,1.15816,42.0774,1.1295,-0.0864619,-0.00859712,-1.09169,-0.994716
0.720063,1.19958,41.855,1.13107,-0.1,-0.0205511,-1.26263,-1.20555
0.721063,1.23486,40.1063,1.13264,-0.1,-0.0306643,-1.26263,-1.24212
0.722064,1.26247,36.7756,1.13421,-0.1,-0.0384765,-1.26263,-1.24272
0.723064,1.28395,32.7067,1.13579,-0.1,-0.0444479,-1.26263,-1.2415
0.724064,1.29775,27.6919,1.13736,-0.1,-0.0481183,-1.26263,-1.24059
0.725064,1.30389,21.9798,1.13893,-0.1,-0.0494877,-1.26263,-1.22058
0.726064,1.30389,16.1357,1.1405,-0.1,-0.0490164,-1.26263,-1.15589
0.727064,1.29622,9.83435,1.14207,-0.1,-0.0462441,-1.26263,-1.09101
0.728065,1.28241,3.60017,1.14364,-0.0976857,-0.041631,-1.2334,-1.03002
0.729065,1.26247,-2.58447,1.14521,-0.0835243,-0.0351772,-1.0546,-0.973331
0.730065,1.23639,-8.78013,1.14678,-0.0668976,-0.0268825,-0.844666,-0.894736
0.731065,1.20571,-14.5319,1.14835,-0.0488739,-0.0172073,-0.617095,-0.692724
0.732065,1.17196,-19.6278,1.14993,-0.0302789,-0.00661168,-0.382309,-0.473096
0.733065,1.13668,-23.763,1.1515,-0.0120311,0.00444413,-0.151907,-0.242937
0.734066,1.09987,-27.1927,1.15307,0.00612486,0.0159601,0.0773341,-0.0167012
0.735066,1.06459,-29.3187,1.15464,0.0223635,0.027016,0.282368,0.192853
0.736066,1.03084,-30.4804,1.15621,0.0370243,0.0376116,0.467479,0.386355
0.737066,1.00169,-30.1061,1.15778,0.0483083,0.0468266,0.609953,0.540855
0.738066,0.977148,-28.5976,1.15935,0.0566173,0.054661,0.714865,0.660629
0.739066,0.957207,-26.2499,1.16092,0.0622464,0.0611149,0.785939,0.748534
0.740067,0.943401,-22.931,1.16249,0.0644498,0.065728,0.81376,0.790437
0.741067,0.935731,-18.9228,1.16407,0.0635095,0.0685003,0.801888,0.785001
0.742067,0.935731,-13.9528,1.16564,0.0585396,0.0689716,0.739136,0.742269
0.743067,0.941867,-8.65142,1.16721,0.0507838,0.0676021,0.641209,0.663307
0.744067,0.954139,-3.10701,1.16878,0.0403306,0.0643919,0.509225,0.549297
0.745067,0.971012,2.19136,1.17035,0.0282827,0.059801,0.357105,0.410101
0.746068,0.992488,7.30384,1.17192,0.0145799,0.0538296,0.18409,0.244169
0.747068,1.01703,11.8555,1.17349,0.000210757,0.0469378,0.00266107,0.0665079
0.748068,1.04464,16.0176,1.17506,-0.014996,0.0391256,-0.189344,-0.11621
0.749068,1.07379,19.4908,1.17663,-0.0301275,0.0308532,-0.380398,-0.303158
0.750068,1.1014,21.6207,1.1782,-0.0433021,0.023041,-0.546744,-0.483204
0.751068,1.13055,23.5734,1.17978,-0.0569131,0.0147686,-0.718599,-0.647183
0.752069,1.15662,24.2296,1.18135,-0.0680004,0.00741659,-0.858591,-0.79694
0.753069,1.17963,23.9092,1.18292,-0.0768839,0.000984979,-0.970756,-0.915088
0.754069,1.19958,22.8687,1.18449,-0.0838201,-0.00452625,-1.05833,-1.00783
0.755069,1.21338,20.4378,1.18606,-0.0869116,-0.00819669,-1.09737,-1.07467
0.756069,1.22412,17.8174,1.18763,-0.0885864,-0.0109467,-1.11851,-1.10199
0.757069,1.23026,14.7256,1.1892,-0.0879489,-0.0123162,-1.11047,-1.0984
0.75807,1.23026,10.858,1.19077,-0.0840813,-0.0118449,-1.06163,-1.06452
0.75907,1.22565,6.79606,1.19234,-0.0781786,-0.00999298,-0.987103,-1.00385
0.76007,1.21645,2.54324,1.19392,-0.0702442,-0.00676049,-0.886922,-0.921229
0.76107,1.20418,-1.3969,1.19549,-0.0613953,-0.00260761,-0.775193,-0.814344
0.76207,1.18884,-5.05892,1.19706,-0.0515973,0.00246567,-0.651482,-0.69158
0.76307,1.17043,-8.54109,1.19863,-0.040752,0.00845933,-0.514546,-0.559161
0.764071,1.15049,-11.5369,1.2002,-0.0297795,0.0149132,-0.376004,-0.429168
0.765071,1.12901,-14.1725,1.20177,-0.0185536,0.0218272,-0.234263,-0.292798
0.766071,1.10907,-15.7116,1.20334,-0.00903779,0.0282811,-0.114114,-0.166896
0.767071,1.08913,-16.8241,1.20491,5.14492e-05,0.034735,0.000649612,-0.05153
0.768071,1.07072,-17.2654,1.20648,0.00785583,0.0407286,0.0991898,0.0482802
0.769071,1.05538,-16.7596,1.20805,0.013486,0.0458019,0.170278,0.132832
0.770072,1.04311,-15.5556,1.20963,0.0171908,0.0499548,0.217055,0.192773
0.771072,1.03391,-13.8398,1.2112,0.0191566,0.0531873,0.241876,0.224592
0.772072,1.02777,-11.7927,1.21277,0.0195638,0.0554994,0.247018,0.233985
0.773072,1.02624,-9.0731,1.21434,0.0174578,0.0564309,0.220427,0.221624
0.774072,1.02777,-6.26348,1.21591,0.0140346,0.056442,0.177204,0.184087
0.775072,1.03391,-2.98163,1.21748,0.00829837,0.0550725,0.104777,0.12602
0.776073,1.04158,-0.184068,1.21905,0.00243283,0.0532429,0.0307176,0.0509144
0.777073,1.05231,2.68302,1.22062,-0.00472941,0.0504928,-0.0597148,-0.0342942
0.778073,1.06612,5.60585,1.22219,-0.0131746,0.0468224,-0.166346,-0.128676
0.779073,1.08146,8.16242,1.22377,-0.0218671,0.0426918,-0.2761,-0.23691
0.780073,1.0968,10.0475,1.22534,-0.0298881,0.0385611,-0.377375,-0.339346
0.781073,1.11367,11.8152,1.22691,-0.0384053,0.0339703,-0.484916,-0.446228
0.782074,1.13055,13.1943,1.22848,-0.046534,0.0293795,-0.587551,-0.536598
0.783074,1.14589,13.7578,1.23005,-0.0532335,0.0252488,-0.672139,-0.634401
0.784074,1.15969,13.7957,1.23162,-0.0587936,0.0215784,-0.742344,-0.705355
0.785074,1.17196,13.4193,1.23319,-0.063326,0.0183681,-0.79957,-0.766911
0.786074,1.18117,12.2869,1.23476,-0.0658752,0.0160783,-0.831757,-0.81415
0.787074,1.18884,11.0743,1.23633,-0.0677305,0.0142486,-0.855183,-0.837295
0.788075,1.19344,9.34904,1.2379,-0.0678461,0.0133393,-0.856642,-0.851577
0.789075,1.19497,7.27124,1.23948,-0.0663819,0.0133505,-0.838155,-0.83966
0.790075,1.19497,5.36149,1.24105,-0.0644721,0.0138218,-0.814042,-0.815532
0.791075,1.19191,3.17136,1.24262,-0.0610548,0.0152135,-0.770894,-0.777366
0.792075,1.18577,0.725369,1.24419,-0.0561544,0.0175256,-0.709021,-0.728518
0.793075,1.1781,-1.4796,1.24576,-0.0508815,0.0202979,-0.642443,-0.663437
0.794076,1.17043,-3.10545,1.24733,-0.0461877,0.0230702,-0.583178,-0.602762
0.795076,1.15969,-5.11304,1.2489,-0.0398849,0.0267629,-0.503598,-0.536155
0.796076,1.15049,-6.18598,1.25047,-0.0351304,0.0299954,-0.443566,-0.4646
0.797076,1.13975,-7.33247,1.25204,-0.0296888,0.033688,-0.374858,-0.395887
0.798076,1.12901,-8.20306,1.25362,-0.024523,0.0373807,-0.309634,-0.333873
0.799076,1.11981,-8.4407,1.25519,-0.0206038,0.0406132,-0.260149,-0.279311
0.800077,1.11061,-8.5936,1.25676,-0.0167694,0.0438457,-0.211734,-0.230642
0.801077,1.10294,-8.35099,1.25833,-0.013944,0.046618,-0.176061,-0.195219
0.802077,1.09833,-7.36334,1.2599,-0.0130909,0.0484699,-0.165289,-0.171516
0.803077,1.09373,-6.63957,1.26147,-0.0119739,0.0503218,-0.151185,-0.165025
0.804077,1.0922,-5.32235,1.26304,-0.0126775,0.0512533,-0.160069,-0.164745
0.805077,1.09373,-3.49784,1.26461,-0.0151156,0.0512645,-0.190853,-0.183822
0.806078,1.09527,-2.15254,1.26618,-0.0170745,0.0512755,-0.215587,-0.209652
0.807078,1.09833,-0.782897,1.26775,-0.0196713,0.0508265,-0.248375,-0.242506
0.808078,1.10447,1.03578,1.26933,-0.0239444,0.049457,-0.302328,-0.283627
0.809078,1.11061,2.40053,1.2709,-0.0277635,0.0480875,-0.350549,-0.331185
0.810078,1.11827,3.7845,1.27247,-0.0322154,0.0462579,-0.406761,-0.386984
0.811078,1.12594,4.80498,1.27404,-0.0363039,0.0444282,-0.458382,-0.43933
0.812079,1.13361,5.55743,1.27561,-0.0401243,0.0425986,-0.50662,-0.487977
0.813079,1.14128,6.11226,1.27718,-0.0437471,0.0407689,-0.552363,-0.533836
0.814079,1.15049,6.89904,1.27875,-0.0482155,0.038479,-0.608781,-0.588915
0.815079,1.15816,7.1015,1.28032,-0.0514859,0.0366494,-0.650074,-0.631352
0.816079,1.16429,6.89545,1.28189,-0.0537342,0.0352799,-0.678462,-0.659825
0.817079,1.17043,6.72118,1.28347,-0.0560143,0.0339105,-0.707251,-0.68864
0.81808,1.17503,6.21362,1.28504,-0.0573475,0.0330012,-0.724085,-0.706836
0.81908,1.1781,5.43647,1.28661,-0.0577976,0.0325521,-0.729767,-0.716313
0.82008,1.17963,4.43523,1.28818,-0.0574099,0.0325632,-0.724873,-0.72069
0.82108,1.17963,3.27035,1.28975,-0.056245,0.0330346,-0.710165,-0.711415
0.82208,1.17963,2.41141,1.29132,-0.0553861,0.0335059,-0.69932,-0.700361
0.82308,1.1781,1.4004,1.29289,-0.0537615,0.0344374,-0.678807,-0.680389
0.824081,1.17503,0.223825,1.29446,-0.0513577,0.0358291,-0.648456,-0.661884
0.825081,1.17196,-0.666056,1.29603,-0.0492407,0.0372208,-0.621726,-0.635479
0.826081,1.1689,-1.29541,1.2976,-0.0473841,0.0386125,-0.598284,-0.604252
0.827081,1.16429,-2.16534,1.29918,-0.0446734,0.0404644,-0.564058,-0.578852
0.828081,1.16123,-2.40092,1.30075,-0.0432107,0.0418561,-0.545589,-0.550923
0.829081,1.15662,-2.9805,1.30232,-0.0407903,0.043708,-0.515029,-0.529526
0.830082,1.15356,-3.00198,1.30389,-0.0395416,0.0450997,-0.499263,-0.504617
0.831082,1.15049,-2.97027,1.30546,-0.0383461,0.0464914,-0.484168,-0.485474
0.832082,1.14742,-2.97211,1.30703,-0.0371171,0.0478832,-0.468651,-0.473527
0.833082,1.14589,-2.56917,1.3086,-0.0369065,0.0488147,-0.465991,-0.465935
0.834082,1.14435,-2.24973,1.31017,-0.0366123,0.0497462,-0.462277,-0.461902
0.835082,1.14282,-2.03652,1.31174,-0.0362119,0.0506777,-0.457221,-0.45814
0.836083,1.14435,-1.04822,1.31332,-0.0378138,0.0506888,-0.477447,-0.463341
0.837083,1.14435,-0.77291,1.31489,-0.0380891,0.0511601,-0.480923,-0.48061
0.838083,1.14589,-0.14329,1.31646,-0.0393323,0.0511713,-0.49662,-0.49092
0.839083,1.14742,0.295743,1.31803,-0.040385,0.0511824,-0.509911,-0.507928
0.840083,1.14895,0.595737,1.3196,-0.0412986,0.0511935,-0.521446,-0.521538
0.841083,1.15202,1.22123,1.32117,-0.0431512,0.0507444,-0.544839,-0.539811
0.842084,1.15509,1.73158,1.32274,-0.0448888,0.0502954,-0.566777,-0.55389
0.843084,1.15816,2.10788,1.32431,-0.0464923,0.0498463,-0.587023,-0.574194
0.844084,1.16123,2.38535,1.32588,-0.0479969,0.0493972,-0.606022,-0.593348
0.845084,1.16429,2.61368,1.32745,-0.0494524,0.0489481,-0.624399,-0.610207
0.846084,1.16583,2.32861,1.32903,-0.049781,0.0489593,-0.628548,-0.627814
0.847084,1.1689,2.49898,1.3306,-0.0511785,0.0485102,-0.646193,-0.641676
0.848085,1.17196,2.67373,1.33217,-0.0525805,0.0480611,-0.663895,-0.651097
0.849085,1.1735,2.37289,1.33374,-0.0528932,0.0480722,-0.667844,-0.666681
0.850085,1.17503,2.12733,1.33531,-0.0532613,0.0480834,-0.672491,-0.672887
0.851085,1.17657,1.94627,1.33688,-0.0536938,0.0480945,-0.677952,-0.67808
0.852085,1.1781,1.88852,1.33845,-0.0542496,0.0481056,-0.68497,-0.672526
0.853085,1.1781,1.39251,1.34002,-0.0537536,0.0485769,-0.678707,-0.679276
0.854086,1.1781,1.02678,1.34159,-0.0533879,0.0490482,-0.674089,-0.674957
0.855086,1.1781,0.757099,1.34317,-0.0531182,0.0495196,-0.670684,-0.671747
0.856086,1.1781,0.558252,1.34474,-0.0529194,0.0499909,-0.668174,-0.669066
0.857086,1.1781,0.41163,1.34631,-0.0527727,0.0504622,-0.666322,-0.667067
0.858086,1.1781,0.303518,1.34788,-0.0526646,0.0509335,-0.664957,-0.665607
0.859086,1.1781,0.223801,1.34945,-0.0525849,0.0514048,-0.663951,-0.66445
0.860087,1.1781,0.165021,1.35102,-0.0525261,0.0518761,-0.663209,-0.663536
0.861087,1.1781,0.121679,1.35259,-0.0524828,0.0523474,-0.662661,-0.6629
0.862087,1.1781,0.0897208,1.35416,-0.0524508,0.0528187,-0.662258,-0.662439
0.863087,1.1781,0.0661562,1.35573,-0.0524273,0.0532901,-0.66196,-0.6621
0.864087,1.1781,0.0487807,1.3573,-0.0524099,0.0537614,-0.661741,-0.66185
0.865087,1.1781,0.0359687,1.35888,-0.0523971,0.0542327,-0.661579,-0.661666
0.866087,1.1781,0.0265217,1.36045,-0.0523876,0.054704,-0.66146,-0.66153
0.867088,1.1781,0.019556,1.36202,-0.0523807,0.0551753,-0.661372,-0.66143
0.868088,1.1781,0.0144197,1.36359,-0.0523755,0.0556466,-0.661307,-0.661357
0.869088,1.1781,0.0106325,1.36516,-0.0523717,0.056118,-0.661259,-0.661345
0.870088,1.1781,0.0078399,1.36673,-0.052369,0.0565893,-0.661224,-0.661372
0.871088,1.1781,0.0057808,1.3683,-0.0523669,0.0570606,-0.661198,-0.661413
0.872088,1.1781,0.00426251,1.36987,-0.0523654,0.0575319,-0.661179,-0.661461
0.873089,1.1781,0.00314298,1.37144,-0.0523643,0.0580032,-0.661165,-0.661514
0.874089,1.17963,0.455742,1.37302,-0.0534304,0.0580144,-0.674627,-0.661478
0.875089,1.17963,0.336044,1.37459,-0.0533107,0.0584857,-0.673115,-0.673461
0.876089,1.17963,0.247784,1.37616,-0.0532225,0.058957,-0.672001,-0.67274
0.877089,1.18117,0.560374,1.37773,-0.0541487,0.0589681,-0.683695,-0.683164
0.878089,1.1827,0.86662,1.3793,-0.0550685,0.0589792,-0.695309,-0.682655
0.87909,1.1827,0.639008,1.38087,-0.0548409,0.0594506,-0.692436,-0.693195
0.88009,1.18424,0.872575,1.38244,-0.0556881,0.0594617,-0.703132,-0.701325
0.88109,1.18577,1.07002,1.38401,-0.0564991,0.0594728,-0.713372,-0.708251
0.88209,1.18577,0.788984,1.38558,-0.0562181,0.0599441,-0.709824,-0.710912
0.88309,1.1873,0.937104,1.38716,-0.0569798,0.0599552,-0.719442,-0.720039
0.88409,1.18884,1.06865,1.38873,-0.0577249,0.0599664,-0.72885,-0.72873
0.885091,1.19037,1.21459,1.3903,-0.0584845,0.0599775,-0.73844,-0.733405
0.886091,1.19191,1.34901,1.39187,-0.0592325,0.0599886,-0.747885,-0.735378
0.887091,1.19191,0.994703,1.39344,-0.0588782,0.0604599,-0.743411,-0.744303
0.888091,1.19344,1.13485,1.39501,-0.0596319,0.060471,-0.752928,-0.751124
0.889091,1.19344,0.836788,1.39658,-0.0593338,0.0609424,-0.749165,-0.750146
0.890091,1.19497,0.972353,1.39815,-0.060083,0.0609535,-0.758624,-0.758979
0.891092,1.19497,0.71697,1.39972,-0.0598276,0.0614248,-0.755399,-0.756285
0.892092,1.19651,0.906331,1.40129,-0.0606306,0.0614359,-0.765537,-0.76499
0.893092,1.19651,0.668289,1.40287,-0.0603925,0.0619072,-0.762532,-0.763288
0.894092,1.19651,0.492767,1.40444,-0.060217,0.0623786,-0.760316,-0.76096
0.895092,1.19804,0.764743,1.40601,-0.0611026,0.0623897,-0.771497,-0.769178
0.896092,1.19804,0.563888,1.40758,-0.0609017,0.062861,-0.768961,-0.769544
0.897093,1.19804,0.415786,1.40915,-0.0607536,0.0633323,-0.767091,-0.767665
0.898093,1.19804,0.306582,1.41072,-0.0606444,0.0638036,-0.765712,-0.766201
0.899093,1.19804,0.22606,1.41229,-0.0605639,0.064275,-0.764696,-0.765132
0.900093,1.19804,0.166687,1.41386,-0.0605045,0.0647463,-0.763946,-0.764362
0.901093,1.19958,0.47825,1.41543,-0.0614297,0.0647574,-0.775627,-0.775535
0.902093,1.19958,0.352641,1.41701,-0.0613041,0.0652287,-0.774041,-0.774666
0.903094,1.19958,0.260022,1.41858,-0.0612114,0.0657,-0.772872,-0.773476
0.904094,1.19958,0.191728,1.42015,-0.0611432,0.0661713,-0.772009,-0.772583
0.905094,1.20111,0.496714,1.42172,-0.0620617,0.0661825,-0.783608,-0.783664
0.906094,1.20111,0.366255,1.42329,-0.0619313,0.0666538,-0.78196,-0.782725
0.907094,1.20264,0.69668,1.42486,-0.0628753,0.0666649,-0.79388,-0.788412
0.908094,1.20264,0.513701,1.42643,-0.0626923,0.0671362,-0.79157,-0.792318
0.909095,1.20418,0.8054,1.428,-0.0635976,0.0671474,-0.803,-0.797663
0.910095,1.20418,0.593867,1.42957,-0.0633861,0.0676187,-0.800329,-0.801179
0.911095,1.20571,0.83929,1.43114,-0.0642451,0.0676298,-0.811175,-0.809271
0.912095,1.20571,0.618855,1.43272,-0.0640247,0.0681011,-0.808392,-0.809377
0.913095,1.20725,0.811659,1.43429,-0.0648311,0.0681122,-0.818574,-0.819018
0.914095,1.20878,0.999881,1.43586,-0.0656329,0.0681234,-0.828698,-0.826892
0.915096,1.20878,0.737268,1.43743,-0.0653703,0.0685946,-0.825382,-0.826436
0.916096,1.21031,0.898971,1.439,-0.0661456,0.0686058,-0.835171,-0.83564
0.917096,1.21185,1.08948,1.44057,-0.0669497,0.0686169,-0.845324,-0.840145
0.918096,1.21185,0.803335,1.44214,-0.0666635,0.0690882,-0.841711,-0.84264
0.919096,1.21338,0.970013,1.44371,-0.0674438,0.0690993,-0.851563,-0.851232
0.920096,1.21338,0.715245,1.44528,-0.067189,0.0695706,-0.848346,-0.849307
0.921097,1.21492,0.882733,1.44686,-0.0679701,0.0695818,-0.858208,-0.85853
0.922097,1.21492,0.650888,1.44843,-0.0677383,0.0700531,-0.855281,-0.856164
0.923097,1.21645,0.857606,1.45,-0.0685586,0.0700642,-0.865638,-0.865115
0.924097,1.21645,0.632361,1.45157,-0.0683333,0.0705355,-0.862794,-0.863592
0.925097,1.21798,0.892894,1.45314,-0.0692074,0.0705466,-0.873831,-0.868324
0.926097,1.21798,0.658381,1.45471,-0.0689729,0.071018,-0.87087,-0.871506
0.927098,1.21798,0.485461,1.45628,-0.0688,0.0714893,-0.868687,-0.869385
0.928098,1.21952,0.811382,1.45785,-0.0697395,0.0715004,-0.880549,-0.867546
0.929098,1.21952,0.598278,1.45942,-0.0695264,0.0719717,-0.877859,-0.878241
0.930098,1.21952,0.441144,1.46099,-0.0693693,0.072443,-0.875875,-0.876543
0.931098,1.21952,0.32528,1.46257,-0.0692534,0.0729144,-0.874412,-0.875004
0.932098,1.22105,0.666466,1.46414,-0.0702082,0.0729255,-0.886467,-0.880793
0.933099,1.22105,0.491423,1.46571,-0.0700332,0.0733968,-0.884257,-0.884811
0.934099,1.22105,0.362354,1.46728,-0.0699041,0.0738681,-0.882627,-0.883309
0.935099,1.22105,0.267184,1.46885,-0.0698089,0.0743394,-0.881426,-0.88205
0.936099,1.22259,0.552352,1.47042,-0.0707077,0.0743506,-0.892774,-0.892854
0.937099,1.22259,0.40728,1.47199,-0.0705626,0.0748219,-0.890942,-0.891707
0.938099,1.22412,0.72693,1.47356,-0.0714959,0.074833,-0.902725,-0.897239
0.9391,1.22412,0.536006,1.47513,-0.0713049,0.0753043,-0.900315,-0.901036
0.9401,1.22565,0.848652,1.47671,-0.0722312,0.0753154,-0.91201,-0.899243
0.9411,1.22565,0.625759,1.47828,-0.0720083,0.0757867,-0.909195,-0.909819
0.9421,1.22719,0.888026,1.47985,-0.0728841,0.0757979,-0.920254,-0.914945
