# scenario=openloop
t,theta_e_cmd,theta_e_true,slip,id,iq,omega
0.559037,5.18582,3.33781,1.848,-0.0316141,0.298043,2.53207
0.559537,5.18582,3.35314,1.83268,-0.0716312,0.286742,3.03265
0.560037,5.38582,3.37118,2.01464,-0.0842196,0.2789,3.51843
0.560537,5.38582,3.3918,1.99401,-0.121066,0.262079,3.97333
0.561037,5.58582,3.41487,2.17094,-0.131533,0.253377,4.40977
0.561537,5.58582,3.44025,2.14557,-0.164718,0.232261,4.80783
0.562037,5.78582,3.46775,2.31807,-0.173207,0.223356,5.18531
0.562537,5.78582,3.49722,2.2886,-0.202509,0.198979,5.51894
0.563037,5.98582,3.52844,2.45738,-0.209259,0.190322,5.83101
0.563537,5.98582,3.56127,2.42455,-0.234622,0.163513,6.09535
0.564037,6.18582,3.59547,2.59035,-0.239906,0.155374,6.33792
0.564537,6.18582,3.63089,2.55493,-0.261358,0.126767,6.5301
0.565038,0.102631,3.66728,2.71854,-0.265436,0.119262,6.70071
0.565538,0.102631,3.70449,2.68133,-0.283025,0.0893305,6.81915
0.566038,0.302631,3.74226,2.84355,-0.286113,0.0824545,6.91643
0.566538,0.302631,3.78045,2.80536,-0.299866,0.051548,6.96035
0.567038,0.502631,3.8188,2.96702,-0.302114,0.0452129,6.98352
0.567538,0.502631,3.85715,2.92866,-0.311999,0.0135987,6.95258
0.568038,0.702631,3.89525,3.09057,-0.313478,0.00766123,6.90114
0.568538,0.702631,3.93294,3.05288,-0.319388,-0.0244374,6.79518
0.569038,0.902631,3.96996,-3.06733,-0.320078,-0.0301474,6.6688
0.569538,0.902631,4.00616,-3.10353,-0.321814,-0.0625018,6.48778
0.570038,1.10263,4.04129,-2.93865,-0.321597,-0.0681513,6.2862
0.570538,1.10263,4.07518,-2.97255,-0.318864,-0.100485,6.03027
0.571039,1.30263,4.10757,-2.80494,-0.317518,-0.106208,5.75349
0.571539,1.30263,4.13833,-2.8357,-0.309932,-0.138146,5.42317
0.572039,1.50263,4.16718,-2.66455,-0.307129,-0.144006,5.07172
0.572539,1.50263,4.19398,-2.69135,-0.294239,-0.17502,4.66833
0.573039,1.70263,4.21848,-2.51585,-0.289556,-0.18097,4.24376
0.573539,1.70263,4.24053,-2.53789,-0.270878,-0.210318,3.76999
0.574039,1.90263,4.25989,-2.35726,-0.263819,-0.216149,3.27552
0.574539,1.90263,4.27643,-2.3738,-0.238918,-0.242821,2.73623
0.575039,2.10263,4.28993,-2.18729,-0.228967,-0.248111,2.17771
0.575539,2.10263,4.30027,-2.19764,-0.197563,-0.270785,1.58092
0.576039,2.30263,4.30726,-2.00463,-0.184268,-0.274858,0.967856
0.576539,2.30263,4.31082,-2.00818,-0.146396,-0.291896,0.32586
0.57704,2.50263,4.3109,-1.80826,-0.129526,-0.294004,-0.253891
0.57754,2.50263,4.30806,-1.80543,-0.085989,-0.304519,-0.774825
0.57804,2.70263,4.30233,-1.5997,-0.0660811,-0.304341,-1.30178
0.57854,2.70263,4.2937,-1.59107,-0.0184326,-0.305764,-1.83161
0.57904,2.90263,4.28216,-1.37953,0.00386919,-0.301236,-2.35761
0.57954,2.90263,4.26777,-1.36514,0.0535507,-0.291875,-2.8678
0.58004,3.10263,4.25062,-1.14799,0.0770991,-0.282127,-3.36205
0.58054,3.10263,4.23083,-1.1282,0.125989,-0.261162,-3.82003
0.58104,3.30263,4.20862,-0.905991,0.149118,-0.24579,-4.24878
0.58154,3.30263,4.18419,-0.881563,0.193815,-0.213352,-4.62068
0.58204,3.50263,4.15785,-0.655221,0.214499,-0.192611,-4.9502
0.58254,3.50263,4.12988,-0.627252,0.251409,-0.150054,-5.20432
0.583041,3.70263,4.10068,-0.398053,0.267574,-0.125022,-5.4048
0.583541,3.70263,4.07061,-0.367975,0.293466,-0.074999,-5.51577
0.584041,3.90263,4.04011,-0.13748,0.303412,-0.0475399,-5.5655
0.584541,3.90263,4.00958,-0.106952,0.316019,0.00623481,-5.51812
0.585041,4.10263,3.97952,0.123108,0.318805,0.0337333,-5.40695
0.585541,4.10263,3.95032,0.152315,0.317271,0.0870165,-5.19878
0.586041,4.30263,3.92245,0.380177,0.312943,0.112093,-4.9298
0.586541,4.30263,3.89629,0.406338,0.297965,0.160812,-4.57153
0.587041,4.50263,3.87228,0.630349,0.287513,0.181414,-4.16042
0.587541,4.50263,3.85071,0.651917,0.261119,0.222308,-3.67403
0.588041,4.70263,3.83196,0.870667,0.246205,0.237154,-3.14631
0.588541,4.70263,3.81626,0.886375,0.21127,0.268171,-2.56142
0.589042,4.90263,3.80387,1.09876,0.193834,0.276873,-1.94841
0.589542,4.90263,3.79494,1.10769,0.153507,0.297254,-1.29798
0.590042,5.10263,3.78965,1.31298,0.135383,0.300227,-0.632517
0.590542,5.10263,3.78806,1.31457,0.0925967,0.31032,0.0413781
0.591042,5.30263,3.78978,1.51285,0.0751144,0.309325,0.579281
0.591542,5.30263,3.79447,1.50816,0.031872,0.311505,1.12029
0.592042,5.50263,3.80213,1.7005,0.0156674,0.307545,1.65813
0.592542,5.50263,3.81272,1.68991,-0.0263505,0.301869,2.18519
0.593042,5.70263,3.82618,1.87645,-0.0406927,0.29539,2.70194
0.593542,5.70263,3.84242,1.86021,-0.0802306,0.28308,3.19587
0.594042,5.90263,3.86133,2.0413,-0.0924625,0.275041,3.67427
0.594542,5.90263,3.88279,2.01984,-0.128725,0.257427,4.12038
0.595043,6.10263,3.90665,2.19598,-0.138849,0.248652,4.54758
0.595543,6.10263,3.93275,2.16987,-0.171399,0.226929,4.93538
0.596043,0.0194435,3.96092,2.34171,-0.179579,0.218039,5.30236
0.596543,0.0194435,3.991,2.31163,-0.208227,0.193207,5.62475
0.597043,0.219444,4.02278,2.47985,-0.214714,0.184623,5.9255
0.597543,0.219444,4.05609,2.44654,-0.239424,0.157477,6.17801
0.598043,0.419444,4.09071,2.61191,-0.244491,0.14944,6.40875
0.598543,0.419444,4.12649,2.57614,-0.265297,0.120585,6.58876
0.599043,0.619444,4.16317,2.73946,-0.269197,0.113187,6.74727
0.599543,0.619444,4.2006,2.70203,-0.286149,0.0830737,6.85337
0.600043,0.819444,4.23853,2.8641,-0.289088,0.0762964,6.93839
0.600543,0.819444,4.2768,2.82583,-0.302203,0.0452564,6.96989
0.601044,1.01944,4.31517,2.98746,-0.304321,0.0389994,6.98071
0.601544,1.01944,4.35347,2.94916,-0.313556,0.00728963,6.93731
0.602044,1.21944,4.39144,3.11118,-0.314908,0.00140254,6.87346
0.602544,1.21944,4.42895,3.07368,-0.320142,-0.0307541,6.75504
0.603044,1.41944,4.46571,-3.04627,-0.320693,-0.0364422,6.61619
0.603544,1.41944,4.50159,-3.08215,-0.32171,-0.0688135,6.42273
0.604044,1.61944,4.53632,-2.91688,-0.321324,-0.0744666,6.20867
0.604544,1.61944,4.56975,-2.95031,-0.317816,-0.106763,5.94034
0.605044,1.81944,4.60162,-2.78218,-0.316254,-0.112507,5.65112
0.605544,1.81944,4.63178,-2.81233,-0.307822,-0.144332,5.30856
0.606044,2.01944,4.65996,-2.64052,-0.304739,-0.150214,4.94485
0.606544,2.01944,4.68603,-2.66659,-0.290923,-0.181009,4.52955
0.607045,2.21944,4.70973,-2.49029,-0.285882,-0.186958,4.09311
0.607545,2.21944,4.73092,-2.51148,-0.266201,-0.21594,3.60807
0.608045,2.41944,4.74936,-2.32992,-0.258698,-0.221716,3.10249
0.608545,2.41944,4.76492,-2.34548,-0.232732,-0.247826,2.55301
0.609045,2.61944,4.77739,-2.15794,-0.222256,-0.252967,1.98467
0.609545,2.61944,4.78664,-2.1672,-0.189767,-0.274829,1.37941
0.610045,2.81944,4.7925,-1.97306,-0.175886,-0.278616,0.758546
0.610545,2.81944,4.79489,-1.97545,-0.13698,-0.294542,0.110602
0.611045,3.01944,4.79395,-1.77451,-0.119563,-0.29646,-0.424656
0.611545,3.01944,4.79017,-1.77073,-0.0752339,-0.305661,-0.948763
0.612045,3.21944,4.78348,-1.56404,-0.0548741,-0.304845,-1.47749
0.612545,3.21944,4.77389,-1.55444,-0.00672429,-0.30457,-2.00618
0.613046,3.41944,4.76139,-1.34195,0.0158777,-0.299227,-2.52917
0.613546,3.41944,4.74607,-1.32663,0.0656418,-0.287979,-3.03303
0.614046,3.61944,4.72803,-1.10859,0.0892484,-0.277312,-3.51881
0.614546,3.61944,4.70742,-1.08798,0.13769,-0.254408,-3.96486
0.615046,3.81944,4.68445,-0.865006,0.16056,-0.238107,-4.37945
0.615546,3.81944,4.65935,-0.839903,0.204214,-0.203864,-4.73392
0.616046,4.01944,4.63244,-0.612991,0.224288,-0.182315,-5.04396
0.616546,4.01944,4.60401,-0.584565,0.259577,-0.138305,-5.2759
0.617046,4.21944,4.57448,-0.355039,0.274814,-0.112723,-5.45263
0.617546,4.21944,4.54421,-0.324767,0.298628,-0.0618002,-5.5381
0.618046,4.41944,4.51367,-0.0942249,0.307428,-0.0341619,-5.56153
0.618546,4.41944,4.48324,-0.063796,0.317709,0.0198276,-5.48734
0.619047,4.61944,4.45342,0.16602,0.319287,0.0470895,-5.34946
0.619547,4.61944,4.4246,0.194839,0.315438,0.0998836,-5.11535
0.620047,4.81944,4.39727,0.422174,0.310005,0.124343,-4.82144
0.620547,4.81944,4.37177,0.447672,0.292966,0.171962,-4.44019
0.621047,5.01944,4.34854,0.670904,0.281648,0.191676,-4.00779
0.621547,5.01944,4.32786,0.69158,0.253626,0.23104,-3.5029
0.622047,5.21944,4.3101,0.909341,0.23816,0.244872,-2.9588
0.622547,5.21944,4.29546,0.923981,0.202114,0.274146,-2.36075
0.623047,5.41944,4.28421,1.13524,0.184445,0.281854,-1.7368
0.623547,5.41944,4.27647,1.14298,0.143519,0.300481,-1.0787
0.624047,5.61944,4.2724,1.34704,0.125436,0.302587,-0.40763
0.624547,5.61944,4.27199,1.34745,0.0824723,0.311205,0.219667
0.625048,5.81944,4.2747,1.54475,0.0651446,0.30981,0.758911
0.625548,5.81944,4.28037,1.53907,0.0219968,0.310635,1.2991
0.626048,6.01944,4.28901,1.73043,0.00607054,0.306192,1.83483
0.626548,6.01944,4.30056,1.71889,-0.0356095,0.299324,2.3576
0.627048,6.21944,4.31495,1.90449,-0.0496109,0.292522,2.86906
0.627548,6.21944,4.33209,1.88735,-0.0886499,0.279245,3.35595
0.628048,0.136256,4.35186,2.06758,-0.100526,0.271033,3.82665
0.628548,0.136256,4.37414,2.0453,-0.136196,0.252661,4.26372
0.629048,0.336256,4.39876,2.22069,-0.145983,0.24383,4.68149
0.629548,0.336256,4.42557,2.19387,-0.177894,0.221529,5.05886
0.630048,0.536256,4.45439,2.36505,-0.185776,0.212667,5.41521
0.630548,0.536256,4.48506,2.33438,-0.213771,0.187403,5.72628
0.631049,0.736256,4.51736,2.50208,-0.220004,0.178898,6.01565
0.631549,0.736256,4.55114,2.4683,-0.244064,0.151432,6.2563
0.632049,0.936256,4.58616,2.63328,-0.24892,0.143498,6.47521
0.632549,0.936256,4.62226,2.59718,-0.269085,0.114408,6.64306
0.633049,1.13626,4.65921,2.76024,-0.272814,0.107118,6.78948
0.633549,1.13626,4.69684,2.72261,-0.289131,0.0768312,6.88327
0.634049,1.33626,4.7349,2.88454,-0.291927,0.0701488,6.95605
0.634549,1.33626,4.77324,2.8462,-0.304405,0.038982,6.97518
0.635049,1.53626,4.81166,3.00778,-0.306391,0.03281,6.97367
0.635549,1.53626,4.84988,2.96956,-0.314975,0.00101806,6.91791
0.636049,1.73626,4.88772,3.13173,-0.316199,-0.00482227,6.84171
0.636549,1.73626,4.92501,3.09443,-0.320756,-0.0370303,6.71091
0.637049,1.93626,4.9615,-3.02524,-0.321164,-0.0427015,6.55967
0.63755,1.93626,4.99704,-3.06078,-0.321459,-0.0750817,6.35384
0.63805,2.13626,5.03135,-2.89509,-0.320899,-0.0807424,6.12737
0.63855,2.13626,5.0643,-2.92804,-0.316609,-0.112992,5.84675
0.63905,2.33626,5.09561,-2.75936,-0.314822,-0.118758,5.54519
0.63955,2.33626,5.12515,-2.7889,-0.305536,-0.150457,5.1905
0.64005,2.53626,5.15266,-2.6164,-0.302163,-0.156359,4.81464
0.64055,2.53626,5.17798,-2.64172,-0.287413,-0.186915,4.38759
0.64105,2.73626,5.20086,-2.46461,-0.282003,-0.192857,3.93944
0.64155,2.73626,5.22118,-2.48492,-0.261312,-0.221447,3.44334
0.64205,2.93626,5.23868,-2.30242,-0.253354,-0.227157,2.92689
0.64255,2.93626,5.25325,-2.31699,-0.226324,-0.252669,2.36752
0.64305,3.13626,5.26467,-2.12841,-0.215313,-0.257644,1.7897
0.643551,3.13626,5.27282,-2.13657,-0.181747,-0.278651,1.17637
0.644051,3.33626,5.27755,-1.94129,-0.167277,-0.282128,0.548162
0.644551,3.33626,5.27877,-1.94252,-0.127362,-0.296918,-0.0829932
0.645051,3.53626,5.27689,-1.74063,-0.10943,-0.298651,-0.596123
0.645551,3.53626,5.27216,-1.7359,-0.064352,-0.306447,-1.12277
0.646051,3.73626,5.26451,-1.52825,-0.0435596,-0.304959,-1.65254
0.646551,3.73626,5.25395,-1.51769,0.00502856,-0.302956,-2.17928
0.647051,3.93626,5.24052,-1.30426,0.027896,-0.296779,-2.6984
0.647551,3.93626,5.22428,-1.28803,0.0776621,-0.283635,-3.19506
0.648051,4.13626,5.20539,-1.06913,0.101278,-0.272047,-3.67147
0.648551,4.13626,5.18397,-1.04771,0.149177,-0.247222,-4.10473
0.649051,4.33626,5.16027,-0.824016,0.171733,-0.230008,-4.50432
0.649552,4.33626,5.13454,-0.798279,0.21425,-0.194013,-4.84059
0.650052,4.53626,5.10709,-0.570834,0.233661,-0.171694,-5.13046
0.650552,4.53626,5.07825,-0.541994,0.267253,-0.126317,-5.33967
0.651052,4.73626,5.04844,-0.312185,0.281522,-0.100243,-5.49224
0.651552,4.73626,5.01802,-0.281759,0.303213,-0.0485304,-5.55198
0.652052,4.93626,4.98746,-0.0512056,0.310852,-0.0207783,-5.54904
0.652552,4.93626,4.95717,-0.020915,0.318804,0.0333113,-5.44814
0.653052,5.13626,4.92765,0.208609,0.319186,0.0602712,-5.28384
0.653552,5.13626,4.89926,0.236993,0.313059,0.112469,-5.02427
0.654052,5.33626,4.8725,0.463757,0.306558,0.136261,-4.70603
0.654552,5.33626,4.84769,0.488562,0.28753,0.182702,-4.30254
0.655052,5.53626,4.82528,0.710978,0.275397,0.2015,-3.8497
0.655553,5.53626,4.80552,0.730734,0.245838,0.239293,-3.32724
0.656053,5.73626,4.78877,0.947486,0.229874,0.252109,-2.7677
0.656553,5.73626,4.77522,0.961036,0.192811,0.279635,-2.15747
0.657053,5.93625,4.76511,1.17114,0.174959,0.286366,-1.52352
0.657553,5.93625,4.75856,1.17769,0.133516,0.303262,-0.858668
0.658053,6.13625,4.75572,1.38054,0.115511,0.304535,-0.182834
0.658553,6.13625,4.7564,1.37986,0.0724047,0.311857,0.397202
0.659053,0.0530691,4.76008,1.57617,0.0552557,0.309985,0.937397
0.659553,0.0530691,4.76674,1.56952,0.0122478,0.309472,1.47617
0.660053,0.253069,4.77634,1.75991,-0.00338746,0.304573,2.00923
0.660553,0.253069,4.78884,1.74742,-0.0447,0.296555,2.52724
0.661053,0.453069,4.80414,1.93211,-0.0583579,0.289458,3.03299
0.661554,0.453069,4.82217,1.91408,-0.0968812,0.275254,3.51252
0.662054,0.653069,4.84278,2.09347,-0.108406,0.26689,3.97521
0.662554,0.653069,4.86585,2.07041,-0.143475,0.247796,4.40303
0.663054,0.853069,4.8912,2.24505,-0.152933,0.238924,4.81117
0.663554,0.853069,4.9187,2.21755,-0.184205,0.216074,5.17798
0.664054,1.05307,4.94815,2.38811,-0.191796,0.207249,5.52361
0.664554,1.05307,4.97938,2.35687,-0.219141,0.181575,5.8233
0.665054,1.25307,5.01219,2.52407,-0.225128,0.173154,6.10125
0.665554,1.25307,5.0464,2.48985,-0.248542,0.145385,6.33002
0.666054,1.45307,5.0818,2.65446,-0.253197,0.137556,6.5371
0.666554,1.45307,5.11821,2.61804,-0.272725,0.108243,6.6928
0.667054,1.65307,5.15539,2.78086,-0.276288,0.101058,6.82714
0.667555,1.65307,5.1932,2.74306,-0.291972,0.0706072,6.90866
0.668055,1.85307,5.23136,2.90489,-0.294629,0.0640166,6.96923
0.668555,1.85307,5.26977,2.86648,-0.30647,0.0327341,6.97603
0.669055,2.05307,5.30808,3.02817,-0.308332,0.0266195,6.96224
0.669555,2.05307,5.34621,2.99004,-0.316265,-0.00526195,6.89409
0.670055,2.25307,5.38389,-3.13082,-0.317361,-0.0110635,6.80552
0.670555,2.25307,5.42095,3.11531,-0.321232,-0.0433178,6.66233
0.671055,2.45307,5.45713,-3.00407,-0.321494,-0.0489765,6.49867
0.671555,2.45307,5.4923,-3.03923,-0.321057,-0.0813584,6.28046
0.672055,2.65307,5.52618,-2.87311,-0.320315,-0.0870295,6.04157
0.672555,2.65307,5.55862,-2.90555,-0.31523,-0.119221,5.74865
0.673055,2.85307,5.58936,-2.73629,-0.313209,-0.125009,5.43474
0.673556,2.85307,5.61827,-2.7652,-0.303054,-0.156566,5.06796
0.674056,3.05307,5.64506,-2.59199,-0.299378,-0.162484,4.67998
0.674556,3.05307,5.66961,-2.61654,-0.283679,-0.19278,4.24125
0.675056,3.25307,5.69166,-2.43859,-0.277884,-0.198708,3.78148
0.675556,3.25307,5.71107,-2.458,-0.256171,-0.226874,3.27445
0.676056,3.45307,5.72762,-2.27455,-0.247743,-0.232503,2.7473
0.676556,3.45307,5.74117,-2.2881,-0.219639,-0.25738,2.17827
0.677056,3.65307,5.75152,-2.09845,-0.20808,-0.262167,1.59125
0.677556,3.65307,5.75856,-2.10549,-0.173439,-0.282272,0.970207
0.678056,3.85307,5.76213,-1.90906,-0.158373,-0.285409,0.335086
0.678556,3.85307,5.76225,-1.90918,-0.117489,-0.299147,-0.251906
0.679056,4.05307,5.75943,-1.70636,-0.0990517,-0.300558,-0.769315
0.679557,4.05307,5.75373,-1.70066,-0.0532652,-0.306869,-1.29785
0.680057,4.25307,5.74512,-1.49205,-0.0320613,-0.304674,-1.82789
0.680557,4.25307,5.73361,-1.48054,0.0169028,-0.300903,-2.35186
0.681057,4.45307,5.71924,-1.26617,0.0400002,-0.293871,-2.86621
0.681557,4.45307,5.7021,-1.24903,0.0896853,-0.27881,-3.35474
0.682057,4.65307,5.68235,-1.02928,0.113263,-0.26629,-3.82083
0.682557,4.65307,5.66015,-1.00708,0.160524,-0.239551,-4.24033
0.683057,4.85307,5.63574,-0.782676,0.182708,-0.221436,-4.62397
0.683557,4.85307,5.6094,-0.756328,0.223987,-0.183731,-4.94116
0.684057,5.05307,5.58146,-0.52839,0.242679,-0.160675,-5.21003
0.684557,5.05307,5.55224,-0.499176,0.274486,-0.11401,-5.39582
0.685057,5.25307,5.52219,-0.269126,0.287741,-0.0875,-5.52363
0.685558,5.25307,5.49167,-0.238606,0.307252,-0.0351047,-5.55726
0.686058,5.45307,5.46117,-0.00810337,0.313708,-0.00731059,-5.52769
0.686558,5.45307,5.43107,0.0219955,0.319315,0.0467573,-5.40008
0.687058,5.65307,5.40189,0.251182,0.318506,0.0733478,-5.20947
0.687558,5.65307,5.37398,0.279091,0.31013,0.124841,-4.92479
0.688058,5.85307,5.34783,0.505241,0.302591,0.147915,-4.58269
0.688558,5.85307,5.32376,0.529305,0.281635,0.193094,-4.15759
0.689058,6.05307,5.3022,0.750871,0.268736,0.210948,-3.68501
0.689558,6.05307,5.2834,0.769672,0.237718,0.24712,-3.14578
0.690058,6.25307,5.26768,0.985387,0.22131,0.258916,-2.57167
0.690558,6.25307,5.25524,0.997829,0.183311,0.28468,-1.95012
0.691058,0.169882,5.2463,1.20677,0.165323,0.29045,-1.30705
0.691559,0.169882,5.24096,1.21211,0.123437,0.305629,-0.636278
0.692059,0.369882,5.23934,1.41373,0.105545,0.306101,0.0350664
0.692559,0.369882,5.24103,1.41204,0.0623288,0.312238,0.575278
0.693059,0.569882,5.2457,1.60737,0.0453816,0.309851,1.11583
0.693559,0.569882,5.25333,1.59974,0.00255712,0.308017,1.6526
0.694059,0.769882,5.26389,1.78917,-0.0127745,0.302687,2.18242
0.694559,0.769882,5.27733,1.77574,-0.0536889,0.293552,2.69518
0.695059,0.969882,5.29355,1.95952,-0.0669979,0.286185,3.19479
0.695559,0.969882,5.31244,1.94063,-0.104987,0.271086,3.66657
0.696059,1.16988,5.33387,2.1192,-0.116162,0.26259,4.12094
0.696559,1.16988,5.35772,2.09535,-0.15062,0.242801,4.53921
0.697059,1.36988,5.38379,2.26927,-0.159753,0.233904,4.93749
0.69756,1.36988,5.41196,2.24111,-0.190381,0.210527,5.29355
0.69806,1.56988,5.44201,2.41106,-0.197689,0.201748,5.62829
0.69856,1.56988,5.47378,2.37928,-0.224382,0.175681,5.91646
0.69906,1.76988,5.50707,2.546,-0.230131,0.167349,6.18285
0.69956,1.76988,5.5417,2.51137,-0.252899,0.13929,6.39965
0.70006,1.96988,5.57744,2.67563,-0.257358,0.131566,6.59479
0.70056,1.96988,5.61414,2.63893,-0.276248,0.102038,6.73827
0.70106,2.16988,5.65154,2.80153,-0.27965,0.0949562,6.86046
0.70156,2.16988,5.68949,2.76358,-0.2947,0.0643469,6.92963
0.70206,2.36988,5.72773,2.92533,-0.29722,0.0578435,6.97792
0.70256,2.36988,5.76615,2.88692,-0.30842,0.026446,6.97232
0.70306,2.56988,5.80442,3.04865,-0.310156,0.0203947,6.94617
0.703561,2.56988,5.84242,3.01064,-0.317428,-0.0115637,6.86559
0.704061,2.76988,5.8799,-3.11002,-0.318393,-0.0173306,6.76459
0.704561,2.76988,5.9167,3.13636,-0.32157,-0.0496253,6.60896
0.705061,2.96988,5.95256,-2.98268,-0.321679,-0.0552775,6.43284
0.705561,2.96988,5.98733,-3.01745,-0.320498,-0.087654,6.20222
0.706061,3.16988,6.02074,-2.85086,-0.319565,-0.0933404,5.95086
0.706561,3.16988,6.05265,-2.88277,-0.31367,-0.125462,5.64561
0.707061,3.36988,6.0828,-2.71291,-0.311403,-0.131274,5.31932
0.707561,3.36988,6.11103,-2.74114,-0.300362,-0.162672,4.94043
0.708061,3.56988,6.13709,-2.5672,-0.296368,-0.168605,4.54034
0.708561,3.56988,6.16083,-2.59095,-0.279702,-0.198615,4.08998
0.709061,3.76988,6.18202,-2.41214,-0.273506,-0.204521,3.61865
0.709562,3.76988,6.20051,-2.43063,-0.250753,-0.232231,3.10082
0.710062,3.96988,6.21607,-2.24619,-0.241838,-0.237765,2.56312
0.710562,3.96988,6.22858,-2.25869,-0.212651,-0.261961,1.98465
0.711062,4.16988,6.23783,-2.06794,-0.200527,-0.26654,1.3887
0.711562,4.16988,6.24374,-2.07385,-0.164812,-0.285688,0.760312
0.712062,4.36988,6.24614,-1.87625,-0.149144,-0.288453,0.118706
0.712562,4.36988,6.24523,-1.87535,-0.107337,-0.301191,-0.423159
0.713062,4.56988,6.24146,-1.67158,-0.0884025,-0.302155,-0.944338
0.713562,4.56988,6.2348,-1.66492,-0.0419509,-0.30691,-1.47406
0.714062,4.76988,6.22521,-1.45533,-0.0203571,-0.303974,-2.0036
0.714562,4.76988,6.21275,-1.44286,0.0289179,-0.298393,-2.52392
0.715062,4.96988,6.19744,-1.22756,0.0522078,-0.290483,-3.03258
0.715563,4.96988,6.17942,-1.20954,0.101724,-0.273483,-3.512
0.716063,5.16988,6.15883,-0.988949,0.12521,-0.260022,-3.96676
0.716563,5.16988,6.13587,-0.965985,0.171729,-0.231379,-4.37151
0.717063,5.36988,6.11079,-0.740911,0.193479,-0.212376,-4.73821
0.717563,5.36988,6.08387,-0.713991,0.233416,-0.173009,-5.03541
0.718063,5.56988,6.05547,-0.485594,0.251329,-0.149255,-5.28245
0.718563,5.56988,6.02593,-0.456047,0.281262,-0.101386,-5.44412
0.719063,5.76988,5.99568,-0.225802,0.293462,-0.0744976,-5.5466
0.719563,5.76988,5.96513,-0.195249,0.310735,-0.0215327,-5.55372
0.720063,5.96988,5.93472,0.0351639,0.31599,0.00623347,-5.4973
0.720563,5.96988,5.90486,0.0650158,0.319238,0.0601621,-5.34296
0.721063,6.16988,5.87606,0.293818,0.317249,0.0863178,-5.12619
0.721564,6.16988,5.84869,0.321193,0.30665,0.136998,-4.81674
0.722064,0.0866947,5.82319,0.546686,0.29811,0.159302,-4.45126
0.722564,0.0866947,5.79991,0.569968,0.275285,0.203138,-4.00518
0.723064,0.286695,5.77924,0.790642,0.261669,0.220021,-3.51359
0.723564,0.286695,5.76142,0.808456,0.229271,0.254527,-2.9584
0.724064,0.486695,5.74678,1.0231,0.212471,0.265298,-2.37054
0.724564,0.486695,5.73548,1.0344,0.173619,0.289287,-1.73855
0.725064,0.686695,5.72772,1.24216,0.155541,0.294111,-1.0872
0.725564,0.686695,5.72361,1.24627,0.113286,0.307587,-0.411341
0.726064,0.886695,5.72318,1.4467,0.0955251,0.307419,0.213471
0.726564,0.886695,5.72585,1.44403,0.0522445,0.31232,0.754256
0.727064,1.08669,5.7315,1.63838,0.0355216,0.309406,1.29456
0.727565,1.08669,5.74011,1.62977,-0.00707772,0.306273,1.82871
0.728065,1.28669,5.75163,1.81825,-0.022094,0.300536,2.35476
0.728565,1.28669,5.766,1.80388,-0.0625812,0.290317,2.86177
0.729065,1.48669,5.78311,1.98677,-0.0755377,0.282704,3.3548
0.729565,1.48669,5.80287,1.96701,-0.112973,0.26674,3.81845
0.730065,1.68669,5.82511,2.14477,-0.123799,0.258133,4.26416
0.730565,1.68669,5.84972,2.12016,-0.157636,0.237675,4.67262
0.731065,1.88669,5.8765,2.29338,-0.16645,0.228766,5.06078
0.731565,1.88669,5.90531,2.26457,-0.196427,0.204885,5.40589
0.732065,2.08669,5.93594,2.43394,-0.203457,0.196162,5.72955
0.732565,2.08669,5.96825,2.40163,-0.229497,0.169719,6.00605
0.733065,2.2867,6.00199,2.56789,-0.235014,0.161479,6.26078
0.733566,2.2867,6.03702,2.53286,-0.257134,0.133143,6.46549
0.734066,2.4867,6.07308,2.6968,-0.261403,0.125525,6.64859
0.734566,2.4867,6.11004,2.65984,-0.279653,0.0957919,6.77976
0.735066,2.6867,6.14763,2.82225,-0.282899,0.0888116,6.88971
0.735566,2.6867,6.18571,2.78417,-0.297311,0.0580514,6.94646
0.736066,2.8867,6.22402,2.94586,-0.299696,0.0516317,6.98239
0.736566,2.8867,6.2624,2.90748,-0.31025,0.0201238,6.96432
0.737066,3.0867,0.0174236,3.06927,-0.311859,0.0141301,6.92573
0.737566,3.0867,0.0552826,3.03141,-0.318463,-0.0179008,6.83265
0.738066,3.2867,0.0925426,-3.08903,-0.319294,-0.0236378,6.71916
0.738566,3.2867,0.129058,-3.12555,-0.321765,-0.0559668,6.55103
0.739066,3.4867,0.164563,-2.96105,-0.321717,-0.0616166,6.36237
0.739567,3.4867,0.198911,-2.9954,-0.319776,-0.0939773,6.11928
0.740067,3.6867,0.231833,-2.82832,-0.318644,-0.0996809,5.8554
0.740567,3.6867,0.263183,-2.85967,-0.311922,-0.13172,5.53778
0.741067,3.8867,0.292698,-2.68919,-0.309397,-0.137557,5.19908
0.741567,3.8867,0.320232,-2.71672,-0.29745,-0.168776,4.80809
0.742067,4.0867,0.34553,-2.54202,-0.293123,-0.174721,4.39589
0.742567,4.0867,0.368449,-2.56494,-0.275472,-0.20442,3.93393
0.743067,4.2867,0.388745,-2.38524,-0.268858,-0.210294,3.45112
0.743567,4.2867,0.406281,-2.40277,-0.24505,-0.237511,2.92261
0.744067,4.48669,0.420835,-2.21733,-0.235631,-0.242934,2.37452
0.744567,4.48669,0.432279,-2.22877,-0.20535,-0.266402,1.78685
0.745067,4.68669,0.440428,-2.03692,-0.192655,-0.270744,1.18228
