# scenario=openloop
t,theta_e_cmd,theta_e_true,slip,id,iq,omega
0.184994,5.78406,4.26934,1.51472,0.0745311,0.309358,0.590083
0.185494,5.78406,4.27409,1.50997,0.0312931,0.31146,1.13105
0.185994,5.98406,4.28181,1.70226,0.0151045,0.307471,1.66878
0.186494,5.98406,4.29245,1.69161,-0.026894,0.301725,2.1956
0.186994,6.18406,4.30597,1.87809,-0.0412159,0.295226,2.71205
0.187494,6.18406,4.32227,1.8618,-0.0807248,0.282859,3.20557
0.187993,0.100877,4.34123,2.04283,-0.092935,0.27481,3.68352
0.188493,0.100877,4.36274,2.02132,-0.129163,0.257151,4.12911
0.188993,0.300877,4.38664,2.19742,-0.139267,0.248372,4.55577
0.189493,0.300877,4.41279,2.17127,-0.171779,0.226615,4.94296
0.189993,0.500877,4.441,2.34306,-0.179942,0.217727,5.30932
0.190493,0.500877,4.47112,2.31294,-0.208552,0.19287,5.63105
0.190993,0.700877,4.50293,2.48113,-0.215023,0.184292,5.93114
0.191493,0.700877,4.53627,2.44779,-0.239695,0.157127,6.18296
0.191993,0.900877,4.57092,2.61314,-0.244748,0.149096,6.41303
0.192493,0.900877,4.60671,2.57735,-0.265518,0.120228,6.59233
0.192993,1.10088,4.64341,2.74065,-0.269407,0.112838,6.75015
0.193493,1.10088,4.68086,2.70321,-0.286322,0.0827145,6.85554
0.193993,1.30088,4.7188,2.86527,-0.289254,0.0759431,6.93985
0.194493,1.30088,4.75708,2.82699,-0.302332,0.0448965,6.97065
0.194993,1.50088,4.79544,2.98862,-0.304442,0.0386442,6.98075
0.195493,1.50088,4.83374,2.95032,-0.313641,0.00692995,6.93665
0.195992,1.70088,4.87171,3.11235,-0.314985,0.00104619,6.87209
0.196492,1.70088,4.90921,3.07486,-0.320181,-0.031113,6.75297
0.196992,1.90088,4.94596,-3.04508,-0.320723,-0.0367994,6.61341
0.197492,1.90088,4.98182,-3.08094,-0.3217,-0.0691707,6.41924
0.197992,2.10088,5.01653,-2.91565,-0.321305,-0.0748237,6.20447
0.198492,2.10088,5.04993,-2.94906,-0.317752,-0.107118,5.93544
0.198992,2.30088,5.08177,-2.7809,-0.316178,-0.112861,5.64552
0.199492,2.30088,5.1119,-2.81102,-0.307698,-0.14468,5.30227
0.199992,2.50088,5.14005,-2.63917,-0.3046,-0.150562,4.93787
0.200492,2.50088,5.16608,-2.6652,-0.290731,-0.181344,4.52191
0.200992,2.70088,5.18973,-2.48886,-0.28567,-0.187293,4.0848
0.201492,2.70088,5.21088,-2.51,-0.265933,-0.216253,3.59913
0.201992,2.90088,5.22927,-2.32839,-0.258406,-0.222025,3.09294
0.202492,2.90088,5.24477,-2.3439,-0.232381,-0.248102,2.5429
0.202992,3.10088,5.25718,-2.1563,-0.221875,-0.253234,1.97402
0.203491,3.10088,5.26637,-2.16549,-0.189326,-0.27505,1.36829
0.203991,3.30088,5.27217,-1.97129,-0.175412,-0.27882,0.747
0.204491,3.30088,5.27449,-1.97362,-0.136449,-0.294683,0.0987375
0.204991,3.50088,5.2735,-1.77262,-0.119002,-0.296591,-0.434083
0.205491,3.50088,5.26967,-1.76879,-0.0746306,-0.305716,-0.958352
0.205991,3.70088,5.26292,-1.56205,-0.0542459,-0.304863,-1.48716
0.206491,3.70088,5.25328,-1.5524,-0.00607083,-0.304492,-2.01577
0.206991,3.90088,5.24073,-1.33986,0.0165464,-0.299103,-2.53856
0.207491,3.90088,5.22536,-1.32448,0.0663124,-0.28775,-3.04204
0.207991,4.10088,5.20727,-1.1064,0.0899206,-0.277032,-3.52733
0.208491,4.10088,5.18662,-1.08574,0.138334,-0.25402,-3.97269
0.208991,4.30088,5.16361,-0.862729,0.161188,-0.237669,-4.38648
0.209491,4.30088,5.13847,-0.837591,0.204781,-0.203327,-4.73996
0.209991,4.50088,5.11152,-0.610648,0.224819,-0.181734,-5.04889
0.210491,4.50088,5.08308,-0.5822,0.260016,-0.137646,-5.27959
0.21099,4.70088,5.05353,-0.352658,0.2752,-0.112036,-5.45499
0.21149,4.70088,5.02325,-0.322377,0.298898,-0.0610664,-5.53904
0.21199,4.90088,4.99271,-0.0918317,0.307633,-0.0334199,-5.56101
0.21249,4.90088,4.96229,-0.0614085,0.317786,0.0205787,-5.48533
0.21299,5.10088,4.93248,0.168392,0.319297,0.0478254,-5.34598
0.21349,5.10088,4.90369,0.197187,0.31532,0.100589,-5.11045
0.21399,5.30088,4.87639,0.42449,0.309827,0.125013,-4.81517
0.21449,5.30088,4.85092,0.449953,0.292676,0.172568,-4.43266
0.21499,5.50088,4.82774,0.67314,0.281311,0.192232,-3.9991
0.21549,5.50088,4.80711,0.693764,0.253202,0.23151,-3.49322
0.21599,5.70088,4.7894,0.911471,0.237706,0.245285,-2.94824
0.21649,5.70088,4.77483,0.926049,0.201602,0.274463,-2.34949
0.21699,5.90088,4.76363,1.13724,0.183921,0.282116,-1.72496
0.21749,5.90088,4.75596,1.14492,0.142965,0.300646,-1.06647
0.21799,6.10088,4.75196,1.34892,0.124885,0.302706,-0.395109
0.218489,6.10088,4.75161,1.34926,0.0819126,0.311248,0.229566
0.218989,0.0176897,4.75438,1.5465,0.0645944,0.309827,0.768877
0.219489,0.0176897,4.76011,1.54077,0.0214533,0.310577,1.309
0.219989,0.21769,4.7688,1.73208,0.00554306,0.306109,1.84459
0.220489,0.21769,4.7804,1.72048,-0.0361172,0.299176,2.36712
0.220989,0.41769,4.79484,1.90603,-0.0500994,0.292357,2.87827
0.221489,0.41769,4.81204,1.88884,-0.0891102,0.279028,3.36477
0.221989,0.61769,4.83185,2.06902,-0.100967,0.270807,3.83502
0.222489,0.61769,4.85418,2.0467,-0.136603,0.252394,4.27159
0.222989,0.81769,4.87883,2.22204,-0.146372,0.24356,4.68882
0.223489,0.81769,4.90569,2.19519,-0.178248,0.221228,5.06561
0.223989,1.01769,4.93454,2.36633,-0.186113,0.212368,5.42138
0.224489,1.01769,4.96524,2.33563,-0.214072,0.187081,5.73182
0.224989,1.21769,4.99757,2.5033,-0.220291,0.17858,6.02056
0.225489,1.21769,5.03138,2.4695,-0.244315,0.151097,6.26055
0.225988,1.41769,5.06642,2.63446,-0.24916,0.14317,6.47881
0.226488,1.41769,5.10254,2.59833,-0.26929,0.114067,6.64599
0.226988,1.61769,5.1395,2.76138,-0.273009,0.106783,6.79174
0.227488,1.61769,5.17714,2.72374,-0.289291,0.0764869,6.88484
0.227988,1.81769,5.21521,2.88567,-0.292079,0.06981,6.95695
0.228488,1.81769,5.25354,2.84733,-0.304522,0.038637,6.9754
0.228988,2.01769,5.2919,3.00898,-0.306505,0.0324557,6.97321
0.229488,2.01769,5.33012,2.97075,-0.315053,0.000653007,6.91673
0.229988,2.21769,5.36795,3.13292,-0.31627,-0.00518602,6.8398
0.230488,2.21769,5.40523,3.09564,-0.320787,-0.0373971,6.70828
0.230988,2.41769,5.44171,-3.02402,-0.321187,-0.043067,6.55632
0.231488,2.41769,5.47722,-3.05953,-0.32144,-0.0754476,6.34977
0.231988,2.61769,5.51151,-2.89382,-0.320869,-0.0811083,6.12258
0.232488,2.61769,5.54443,-2.92674,-0.316533,-0.113355,5.84124
0.232988,2.81769,5.57572,-2.75803,-0.314734,-0.11912,5.53896
0.233487,2.81769,5.60522,-2.78753,-0.305398,-0.150812,5.18357
0.233987,3.01769,5.63269,-2.615,-0.302008,-0.156714,4.807
0.234487,3.01769,5.65796,-2.64027,-0.287203,-0.187256,4.37928
0.234987,3.21769,5.6808,-2.46311,-0.281771,-0.193197,3.93045
0.235487,3.21769,5.70107,-2.48337,-0.261022,-0.221763,3.43372
0.235987,3.41769,5.71852,-2.30083,-0.253038,-0.227468,2.91665
0.236487,3.41769,5.73302,-2.31533,-0.225945,-0.252945,2.35671
0.236987,3.61769,5.74438,-2.12669,-0.214903,-0.25791,1.77835
0.237487,3.61769,5.75247,-2.13478,-0.181275,-0.278866,1.16456
0.237987,3.81769,5.75713,-1.93944,-0.166771,-0.282323,0.535948
0.238487,3.81769,5.75829,-1.9406,-0.126799,-0.29705,-0.0926782
0.238987,4.01769,5.75636,-1.73867,-0.108837,-0.298769,-0.606068
0.239487,4.01769,5.75157,-1.73388,-0.0637173,-0.306482,-1.13284
0.239987,4.21769,5.74386,-1.52617,-0.042901,-0.304953,-1.66264
0.240487,4.21769,5.73325,-1.51556,0.00571034,-0.30285,-2.18925
0.240986,4.41769,5.71977,-1.30208,0.0285918,-0.296624,-2.70812
0.241486,4.41769,5.70348,-1.28579,0.0783555,-0.28337,-3.20434
0.241986,4.61769,5.68453,-1.06684,0.101972,-0.271727,-3.68018
0.242486,4.61769,5.66306,-1.04537,0.149838,-0.246791,-4.11267
0.242986,4.81769,5.63932,-0.82163,0.172374,-0.229525,-4.51137
0.243486,4.81769,5.61354,-0.795855,0.214822,-0.193429,-4.84656
0.243986,5.01769,5.58607,-0.568381,0.234194,-0.171066,-5.13523
0.244486,5.01769,5.55721,-0.53952,0.267685,-0.125612,-5.34311
0.244986,5.21769,5.52738,-0.309696,0.281895,-0.0995116,-5.49425
0.245486,5.21769,5.49696,-0.279272,0.303462,-0.0477573,-5.5525
0.245986,5.41769,5.46641,-0.0487247,0.311032,-0.0200027,-5.54802
0.246486,5.41769,5.43614,-0.0184474,0.31885,0.0340868,-5.44558
0.246986,5.61769,5.40663,0.21106,0.319162,0.061027,-5.27976
0.247486,5.61769,5.37827,0.23942,0.312905,0.113187,-5.01874
0.247986,5.81769,5.35154,0.46615,0.306343,0.13694,-4.69911
0.248486,5.81769,5.32678,0.490912,0.287202,0.183309,-4.29436
0.248985,6.01769,5.30441,0.713282,0.275025,0.202055,-3.84036
0.249485,6.01769,5.28471,0.732982,0.245379,0.239755,-3.31691
0.249985,6.21769,5.26801,0.949675,0.229388,0.252512,-2.75651
0.250485,6.21769,5.25452,0.963166,0.192269,0.279938,-2.1456
0.250985,0.134502,5.24448,1.17321,0.174407,0.286613,-1.51111
0.251486,0.134502,5.238,1.17968,0.132937,0.30341,-0.84589
0.251986,0.334502,5.23523,1.38246,0.114937,0.304636,-0.169805
0.252486,0.334502,5.23597,1.38172,0.0718245,0.311887,0.40747
0.252986,0.534502,5.23972,1.57797,0.0546867,0.309985,0.947702
0.253486,0.534502,5.24643,1.57126,0.0116882,0.309395,1.48637
0.253986,0.734502,5.25608,1.7616,-0.00392979,0.304471,2.01926
0.254486,0.734502,5.26864,1.74905,-0.0452199,0.296388,2.53698
0.254986,0.934502,5.284,1.93369,-0.0588575,0.289275,3.04239
0.255486,0.934502,5.30207,1.91561,-0.0973504,0.275019,3.52148
0.255986,1.1345,5.32273,2.09496,-0.108855,0.266647,3.98371
0.256486,1.1345,5.34585,2.07184,-0.143889,0.247512,4.41098
0.256986,1.3345,5.37124,2.24645,-0.153328,0.238639,4.81855
0.257487,1.3345,5.39878,2.21891,-0.184563,0.215757,5.18476
0.257987,1.5345,5.42826,2.38943,-0.192137,0.206935,5.52977
0.258487,1.5345,5.45953,2.35816,-0.219446,0.181238,5.8288
0.258987,1.7345,5.49236,2.52533,-0.225419,0.172821,6.10609
0.259487,1.7345,5.5266,2.49109,-0.248796,0.145035,6.33418
0.259987,1.9345,5.56201,2.65568,-0.25344,0.137212,6.54057
0.260487,1.9345,5.59844,2.61925,-0.272931,0.107886,6.69557
0.260987,2.1345,5.63564,2.78205,-0.276485,0.100707,6.82921
0.261487,2.1345,5.67345,2.74424,-0.292133,0.0702462,6.91001
0.261987,2.3345,5.71162,2.90607,-0.294782,0.0636604,6.96988
0.262487,2.3345,5.74999,2.8677,-0.306587,0.0323672,6.97596
0.262987,2.5345,5.78832,3.02937,-0.308443,0.0262542,6.96144
0.263488,2.5345,5.82644,2.99125,-0.316337,-0.00563153,6.89256
0.263988,2.7345,5.8641,-3.1296,-0.317425,-0.0114308,6.80326
0.264488,2.7345,5.90115,3.11654,-0.321256,-0.0436875,6.65934
0.264988,2.9345,5.93732,-3.00281,-0.321509,-0.049346,6.49495
0.265488,2.9345,5.97246,-3.03795,-0.321028,-0.0817281,6.27602
0.265988,3.1345,6.00631,-2.87181,-0.320275,-0.0874005,6.03639
0.266488,3.1345,6.03872,-2.90422,-0.315143,-0.119588,5.74274
0.266988,3.3345,6.06943,-2.73493,-0.313108,-0.125377,5.4281
0.267488,3.3345,6.09829,-2.76379,-0.302901,-0.156925,5.0606
0.267988,3.5345,6.12505,-2.59054,-0.299207,-0.162845,4.67191
0.268488,3.5345,6.14955,-2.61504,-0.283452,-0.193124,4.23249
0.268988,3.7345,6.17155,-2.43704,-0.277634,-0.199051,3.77205
0.269489,3.7345,6.19091,-2.4564,-0.25586,-0.227191,3.26438
0.269989,3.9345,6.2074,-2.27289,-0.247403,-0.232815,2.7366
0.270489,3.9345,6.22089,-2.28638,-0.219237,-0.257653,2.16701
0.270989,4.1345,6.23117,-2.09667,-0.207645,-0.262428,1.57946
0.271489,4.1345,6.23815,-2.10364,-0.172941,-0.282479,0.957972
0.271989,4.3345,6.24165,-1.90715,-0.157839,-0.285595,0.322457
0.272489,4.3345,6.24171,-1.90721,-0.116899,-0.299274,-0.261913
0.272989,4.5345,6.23883,-1.70433,-0.0984327,-0.300661,-0.779558
0.273489,4.5345,6.23308,-1.69858,-0.0526062,-0.306882,-1.30818
0.273989,4.7345,6.22441,-1.48991,-0.031379,-0.304644,-1.83822
0.274489,4.7345,6.21284,-1.47834,0.0176053,-0.300768,-2.36199
0.274989,4.9345,6.19842,-1.26392,0.040715,-0.293685,-2.87604
0.27549,4.9345,6.18123,-1.24673,0.0903925,-0.278511,-3.36406
0.27599,5.1345,6.16143,-1.02693,0.113966,-0.265935,-3.8295
0.27649,5.1345,6.13918,-1.00468,0.161187,-0.239085,-4.24817
0.27699,5.3345,6.11474,-0.780237,0.183346,-0.220917,-4.63084
0.27749,5.3345,6.08836,-0.753855,0.22455,-0.183113,-4.94688
0.27799,5.5345,6.06039,-0.525889,0.243197,-0.160016,-5.21449
0.27849,5.5345,6.03116,-0.496655,0.274896,-0.113278,-5.39889
0.27899,5.7345,6.00109,-0.266592,0.288091,-0.0867439,-5.52523
0.27949,5.7345,5.97057,-0.236071,0.307472,-0.0343125,-5.55731
0.27999,5.9345,5.94007,-0.00557232,0.313857,-0.00651907,-5.52617
0.28049,5.9345,5.90999,0.0245099,0.319327,0.0475436,-5.397
0.28099,6.1345,5.88082,0.253678,0.318449,0.0741109,-5.20485
0.281491,6.1345,5.85295,0.281555,0.309941,0.125559,-4.9187
0.281991,0.0513153,5.82683,0.507669,0.302343,0.14859,-4.57522
0.282491,0.0513153,5.80281,0.531689,0.281275,0.193692,-4.14888
0.282991,0.251315,5.7813,0.753203,0.268333,0.21149,-3.67517
0.283491,0.251315,5.76255,0.771948,0.237232,0.247566,-3.13498
0.283991,0.451315,5.7469,0.987602,0.220799,0.259301,-2.56004
0.284491,0.451315,5.73452,0.999976,0.182749,0.284962,-1.93786
0.284991,0.651315,5.72565,1.20885,0.164754,0.290676,-1.29428
0.285491,0.651315,5.72038,1.21412,0.122845,0.305755,-0.623185
0.285991,0.851315,5.71884,1.41566,0.104961,0.306183,0.0457907
0.286491,0.851315,5.72059,1.41391,0.0617392,0.312252,0.585713
0.286991,1.05132,5.72531,1.60919,0.0448047,0.309834,1.12627
0.287492,1.05132,5.733,1.6015,0.00199203,0.307923,1.6629
0.287992,1.25132,5.74362,1.79088,-0.0133215,0.302568,2.19252
0.288492,1.25132,5.75711,1.77739,-0.054212,0.29337,2.70495
0.288992,1.45132,5.77338,1.96112,-0.0675005,0.285987,3.20419
0.289492,1.45132,5.79233,1.94217,-0.105457,0.270836,3.6755
0.289992,1.65132,5.81381,2.12069,-0.116611,0.262334,4.12937
0.290492,1.65132,5.8377,2.0968,-0.151033,0.242505,4.54709
0.290992,1.85132,5.86382,2.27068,-0.160147,0.233607,4.94477
0.291492,1.85132,5.89202,2.24248,-0.190737,0.210201,5.30021
0.291992,2.05132,5.9221,2.4124,-0.198028,0.201425,5.6343
0.292492,2.05132,5.95392,2.38059,-0.224683,0.175336,5.9218
0.292992,2.25132,5.98723,2.54727,-0.230419,0.167009,6.18752
0.293493,2.25132,6.02188,2.51262,-0.253148,0.138933,6.40362
0.293993,2.45132,6.05764,2.67686,-0.257596,0.131216,6.59806
0.294493,2.45132,6.09436,2.64014,-0.276449,0.101677,6.74083
0.294993,2.65132,6.13177,2.80273,-0.279842,0.0946006,6.86231
0.295493,2.65132,6.16973,2.76477,-0.294855,0.0639827,6.93075
0.295993,2.85132,6.20798,2.92652,-0.297366,0.0574844,6.97833
0.296493,2.85132,6.24638,2.88812,-0.30853,0.0260781,6.972
0.296993,3.05132,0.00146341,3.04985,-0.310259,0.0200291,6.94512
0.297493,3.05132,0.039463,3.01185,-0.317492,-0.0119339,6.86382
0.297993,3.25132,0.0769305,-3.1088,-0.31845,-0.0176988,6.76209
0.298493,3.25132,0.113716,3.1376,-0.321585,-0.0499954,6.60574
0.298993,3.45132,0.149555,-2.98142,-0.321686,-0.0556472,6.42888
0.299494,3.45132,0.184299,-3.01617,-0.32046,-0.0880226,6.19754
0.299994,3.65132,0.217684,-2.84955,-0.319516,-0.0937096,5.94545
0.300494,3.65132,0.249562,-2.88143,-0.313573,-0.125827,5.63948
0.300994,3.85132,0.279669,-2.71154,-0.311292,-0.13164,5.31247
0.301494,3.85132,0.307857,-2.73973,-0.300198,-0.163028,4.93288
0.301994,4.05132,0.333875,-2.56574,-0.296185,-0.168964,4.53208
0.302494,4.05132,0.357574,-2.58944,-0.279462,-0.198956,4.08103
0.302994,4.25132,0.378709,-2.41058,-0.273242,-0.20486,3.60903
0.303494,4.25132,0.397143,-2.42901,-0.250428,-0.232542,3.09057
0.303994,4.45132,0.412646,-2.24452,-0.241484,-0.23807,2.55226
0.304494,4.45132,0.425096,-2.25697,-0.212233,-0.262225,1.97324
0.304994,4.65132,0.434308,-2.06618,-0.200081,-0.266787,1.37679
0.305495,4.65132,0.440149,-2.07202,-0.164306,-0.285876,0.747988
0.305995,4.85132,0.442481,-1.87435,-0.148603,-0.288619,0.106026
0.306495,4.85132,0.441518,-1.87339,-0.106745,-0.3013,-0.433171
0.306995,5.05131,0.437686,-1.66956,-0.0877813,-0.302237,-0.954549
0.307495,5.05131,0.430969,-1.66284,-0.0412921,-0.3069,-1.48431
0.307995,5.25131,0.421331,-1.4532,-0.0196766,-0.303921,-2.0138
0.308495,5.25131,0.408806,-1.44068,0.0296141,-0.298233,-2.53388
0.308995,5.45131,0.393453,-1.22532,0.0529137,-0.290272,-3.04218
0.309495,5.45131,0.375375,-1.20725,0.102418,-0.27316,-3.52105
0.309995,5.65131,0.354739,-0.98661,0.125897,-0.259645,-3.97511
0.310495,5.65131,0.331728,-0.963598,0.17237,-0.230892,-4.37898
0.310995,5.85131,0.306614,-0.738486,0.194094,-0.211838,-4.74468
0.311496,5.85131,0.279663,-0.711535,0.233951,-0.172376,-5.0407
0.311996,6.05131,0.25124,-0.483112,0.251816,-0.148583,-5.28645
0.312496,6.05131,0.221675,-0.453547,0.281639,-0.100647,-5.4467
0.312996,6.25131,0.19142,-0.223292,0.293777,-0.0737387,-5.54771
0.313496,6.25131,0.160841,-0.192713,0.31092,-0.0207405,-5.55328
0.313996,0.168128,0.13044,0.0376878,0.316105,0.00702444,-5.4953
0.314496,0.168128,0.100601,0.0675273,0.319215,0.060942,-5.3394
0.314996,0.368128,0.0718226,0.296305,0.317158,0.0870704,-5.12111
0.315496,0.368128,0.0444765,0.323652,0.306431,0.137701,-4.81022
0.315996,0.568128,0.0190244,0.549103,0.297832,0.159958,-4.44339
0.316496,0.568128,6.27898,0.572337,0.274901,0.203714,-3.99612
0.316996,0.768128,6.25836,0.792957,0.261244,0.220538,-3.50343
0.317497,0.768128,6.2406,0.810712,0.228769,0.254946,-2.94734
0.317997,0.968128,6.22602,1.02529,0.211947,0.265657,-2.3587
0.318497,0.968128,6.21478,1.03653,0.173048,0.289542,-1.72613
0.318997,1.16813,6.2071,1.24421,0.154966,0.294313,-1.07432
0.319497,1.16813,6.20306,1.24826,0.112692,0.307689,-0.398189
0.319997,1.36813,6.2027,1.44862,0.0949393,0.30749,0.223882
0.320497,1.36813,6.20543,1.44589,0.0516564,0.312316,0.764708
0.320997,1.56813,6.21114,1.64018,0.0349475,0.309371,1.30498
0.321497,1.56813,6.2198,1.63151,-0.00763698,0.306163,1.83896
0.321997,1.76813,6.23138,1.81994,-0.0226342,0.300403,2.36478
0.322497,1.76813,6.2458,1.80551,-0.063096,0.290122,2.87143
0.322997,1.96813,6.26297,1.98835,-0.0760318,0.282495,3.36406
0.323498,1.96813,6.28277,1.96854,-0.113434,0.266482,3.82723
0.323998,2.16813,0.0218749,2.14625,-0.12424,0.257868,4.27242
0.324498,2.16813,0.0465245,2.1216,-0.15804,0.237373,4.68031
0.324998,2.36813,0.073348,2.29478,-0.166835,0.228464,5.06786
0.325498,2.36813,0.102198,2.26593,-0.196774,0.204554,5.41234
0.325998,2.56813,0.132866,2.43526,-0.203788,0.195834,5.73535
0.326498,2.56813,0.165199,2.40293,-0.22979,0.169371,6.01117
0.326998,2.76813,0.198969,2.56916,-0.235294,0.161137,6.26521
0.327498,2.76813,0.234018,2.53411,-0.257376,0.132784,6.46922
0.327998,2.96813,0.270107,2.69802,-0.261634,0.125173,6.65162
0.328498,2.96813,0.30708,2.66105,-0.279846,0.0954296,6.78208
0.328998,3.16813,0.344684,2.82344,-0.283083,0.0884551,6.89132
0.329498,3.16813,0.382769,2.78536,-0.297458,0.0576865,6.94735
0.329999,3.36813,0.421077,2.94705,-0.299835,0.051272,6.98257
0.330499,3.36813,0.45946,2.90867,-0.310352,0.0197565,6.96377
0.330999,3.56813,0.497651,3.07048,-0.311954,0.0137655,6.92445
0.331499,3.56813,0.535502,3.03263,-0.318519,-0.0182701,6.83066
0.331999,3.76813,0.572753,-3.08781,-0.319343,-0.0240056,6.71644
0.332499,3.76813,0.609253,-3.12431,-0.321772,-0.0563357,6.54758
0.332999,3.96813,0.644737,-2.95979,-0.321714,-0.0619852,6.35819
0.333499,3.96813,0.679059,-2.99412,-0.319729,-0.0943445,6.11437
0.333999,4.16813,0.711951,-2.82701,-0.318585,-0.100049,5.84976
0.334499,4.16813,0.743269,-2.85833,-0.311815,-0.132083,5.53143
0.334999,4.36813,0.772748,-2.68781,-0.309275,-0.137921,5.19201
0.335499,4.36813,0.800243,-2.7153,-0.297275,-0.169129,4.80031
0.336,4.56813,0.825497,-2.54055,-0.292929,-0.175074,4.38741
0.3365,4.56813,0.848368,-2.56343,-0.27522,-0.204753,3.92478
0.337,4.76813,0.868612,-2.38367,-0.268581,-0.210626,3.44132
0.3375,4.76813,0.886093,-2.40115,-0.244712,-0.237813,2.91219
0.338,4.96813,0.900586,-2.21564,-0.235263,-0.243228,2.3635
0.3385,4.96813,0.911975,-2.22703,-0.20492,-0.266654,1.77532
0.339,5.16813,0.920057,-2.03511,-0.192191,-0.270981,1.17026
0.3395,5.16813,0.924744,-2.0398,-0.155345,-0.289055,0.534536
0.34,5.36813,0.925896,-1.84095,-0.139037,-0.291419,-0.0888276
0.3405,5.36813,0.92398,-1.83904,-0.0963081,-0.303081,-0.60613
0.341,5.56813,0.919188,-1.63425,-0.0768578,-0.303482,-1.13066
0.3415,5.56813,0.9115,-1.62656,-0.0297539,-0.306523,-1.66083
0.342001,5.76813,0.900894,-1.41595,-0.00777568,-0.30277,-2.18896
0.342501,5.76813,0.887416,-1.40247,0.0417503,-0.295231,-2.70445
0.343001,5.96813,0.871141,-1.1862,0.0651979,-0.286369,-3.20608
0.343501,5.96813,0.85219,-1.16725,0.114435,-0.267302,-3.6748
0.344001,6.16813,0.830742,-0.945801,0.137764,-0.252842,-4.11647
0.344501,6.16813,0.806994,-0.922054,0.183385,-0.222203,-4.50455
0.345001,0.0849409,0.78124,-0.696299,0.204609,-0.202279,-4.85229
0.345501,0.0849409,0.753753,-0.668812,0.243015,-0.161213,-5.12741
0.346001,0.284941,0.724915,-0.439974,0.260043,-0.136766,-5.35049
0.346501,0.284941,0.695068,-0.410127,0.287903,-0.0877217,-5.48595
0.347001,0.484941,0.664669,-0.179728,0.298943,-0.0605017,-5.56108
0.347501,0.484941,0.634089,-0.149148,0.313798,-0.00705148,-5.53983
0.348002,0.684941,0.603837,0.0811038,0.317766,0.0206124,-5.45483
0.348502,0.684941,0.574296,0.110645,0.318512,0.0742647,-5.27227
0.349002,0.884941,0.54596,0.33898,0.31529,0.0998882,-5.02805
0.349502,0.884941,0.519193,0.365748,0.302379,0.149595,-4.69282
0.350002,1.08494,0.494452,0.590489,0.292817,0.171032,-4.30317
0.350502,1.08494,0.472044,0.612897,0.268089,0.213365,-3.83564
0.351002,1.28494,0.452358,0.832583,0.253767,0.229192,-3.32474
0.351502,1.28494,0.435633,0.849308,0.22,0.26189,-2.75358
0.352002,1.48494,0.42216,1.06278,0.202842,0.271576,-2.15212
0.352502,1.48494,0.412087,1.07285,0.163178,0.293679,-1.51003
0.353002,1.68494,0.405612,1.27933,0.145053,0.297524,-0.85087
0.353502,1.68494,0.402814,1.28213,0.102486,0.309216,-0.170523
0.354003,1.88494,0.403551,1.48139,0.084869,0.30856,0.404003
0.354503,1.88494,0.407273,1.47767,0.0415809,0.312059,0.945217
0.355003,2.08494,0.413973,1.67097,0.0251189,0.308591,1.48456
0.355503,2.08494,0.423616,1.66132,-0.0171963,0.304113,2.0153
0.356003,2.28494,0.436154,1.84879,-0.0318647,0.297974,2.53675
0.356503,2.28494,0.451507,1.83343,-0.0718688,0.286644,3.03715
0.357003,2.48494,0.469565,2.01538,-0.0844475,0.278796,3.52274
0.357503,2.48494,0.490217,1.99472,-0.121278,0.261954,3.9774
0.358003,2.68494,0.513309,2.17163,-0.131735,0.253249,4.41359
0.358503,2.68494,0.538708,2.14623,-0.164904,0.232116,4.81137
0.359003,2.88494,0.566223,2.31872,-0.173384,0.223211,5.18857
0.359503,2.88494,0.595707,2.28923,-0.202668,0.198821,5.52189
0.360004,3.08494,0.626946,2.45799,-0.209411,0.190167,5.83365
0.360504,3.08494,0.659789,2.42515,-0.234756,0.163348,6.09768
0.361004,3.28494,0.694001,2.59094,-0.240034,0.155212,6.33992
0.361504,3.28494,0.729428,2.55551,-0.261467,0.126598,6.53176
0.362004,3.48494,0.765831,2.71911,-0.26554,0.119096,6.70205
0.362504,3.48494,0.803046,2.6819,-0.283112,0.0891596,6.82015
0.363004,3.68494,0.840826,2.84412,-0.286196,0.0822863,6.91709
0.363504,3.68494,0.879019,2.80592,-0.299931,0.0513762,6.96067
0.364004,3.88494,0.917366,2.96758,-0.302176,0.0450432,6.9835
0.364504,3.88494,0.955719,2.92922,-0.312043,0.0134266,6.95222
0.365004,4.08494,0.993811,3.09113,-0.313518,0.0074906,6.90045
0.365504,4.08494,1.0315,3.05345,-0.31941,-0.0246097,6.79414
0.366005,4.28494,1.06851,-3.06676,-0.320097,-0.030319,6.66742
0.366505,4.28494,1.1047,-3.10295,-0.321813,-0.0626741,6.48607
0.367005,4.48494,1.13982,-2.93806,-0.321591,-0.0683238,6.28414
0.367505,4.48494,1.1737,-2.97194,-0.318837,-0.100656,6.02787
0.368005,4.68494,1.20608,-2.80432,-0.317485,-0.10638,5.75075
0.368505,4.68494,1.23682,-2.83506,-0.309877,-0.138315,5.4201
0.369005,4.88494,1.26565,-2.66389,-0.307067,-0.144176,5.06831
0.369505,4.88494,1.29243,-2.69068,-0.294151,-0.175184,4.6646
0.370005,5.08494,1.31691,-2.51515,-0.289458,-0.181134,4.2397
0.370505,5.08494,1.33893,-2.53718,-0.270753,-0.210473,3.76562
0.371005,5.28494,1.35827,-2.35652,-0.263683,-0.216302,3.27084
0.371505,5.28494,1.37479,-2.37303,-0.238753,-0.242959,2.73128
