# scenario=step
t,iq_ref,iq,id,vd,vq,omega,theta_e,duty_a,duty_b,duty_c
0.00924999,0.5,0.5,2.17944e-08,-3.24706e-06,2.80002,0.000314936,1.38111e-05,0.499995,0.702074,0.297926
0.00929999,0.5,0.5,2.02302e-08,-3.27836e-06,2.80002,0.000316915,1.39849e-05,0.499995,0.702074,0.297926
0.00934999,0.5,0.5,1.55737e-08,-3.28731e-06,2.80002,0.000318894,1.41598e-05,0.499995,0.702074,0.297926
0.00939999,0.5,0.5,2.07084e-08,-3.27468e-06,2.80002,0.000320873,1.43358e-05,0.499995,0.702074,0.297926
0.00944999,0.5,0.5,2.39963e-08,-3.32193e-06,2.80002,0.000322852,1.45129e-05,0.499995,0.702074,0.297926
0.00949999,0.5,0.5,2.99023e-08,-3.36163e-06,2.80002,0.000324831,1.46911e-05,0.499995,0.702074,0.297926
0.00954999,0.5,0.5,2.57704e-08,-3.42133e-06,2.80002,0.00032681,1.48703e-05,0.499994,0.702074,0.297926
0.00959999,0.5,0.5,1.93137e-08,-3.42064e-06,2.80002,0.000328789,1.50507e-05,0.499994,0.702074,0.297926
0.00964999,0.5,0.5,2.12448e-08,-3.40111e-06,2.80002,0.000330768,1.52321e-05,0.499994,0.702074,0.297926
0.00969999,0.5,0.5,1.80701e-08,-3.43072e-06,2.80002,0.000332748,1.54146e-05,0.499994,0.702074,0.297926
0.00974999,0.5,0.5,2.09057e-08,-3.42866e-06,2.80002,0.000334727,1.55982e-05,0.499994,0.702074,0.297926
0.00979999,0.5,0.5,2.07213e-08,-3.46309e-06,2.80002,0.000336706,1.57829e-05,0.499994,0.702074,0.297926
0.00984999,0.5,0.5,1.80342e-08,-3.48027e-06,2.80002,0.000338685,1.59687e-05,0.499994,0.702074,0.297926
0.00989999,0.5,0.5,1.53457e-08,-3.48093e-06,2.80002,0.000340664,1.61556e-05,0.499994,0.702074,0.297926
0.00994999,0.5,0.5,1.06758e-08,-3.47924e-06,2.80002,0.000342643,1.63435e-05,0.499994,0.702074,0.297926
