# scenario=haptic-endstops
t,theta,omega,theta_finger,tau_cmd,tau_ext,iq_ref,iq
1.0091,1.28548,-5.19054,1.25209,0.00519054,-0.0100182,0.0655371,0.068569
1.0101,1.27934,-5.41511,1.24754,0.00541511,-0.00954115,0.0683726,0.0681498
1.0111,1.27321,-5.60592,1.24299,0.00560592,-0.00906651,0.0707818,0.0691364
1.0121,1.26707,-5.74661,1.23842,0.00574661,-0.00859405,0.0725583,0.070997
1.0131,1.26094,-5.87409,1.23386,0.00587409,-0.00812405,0.0741677,0.0719964
1.0141,1.2548,-5.96808,1.22928,0.00596808,-0.00765638,0.0753545,0.0732265
1.01509,1.24866,-6.05971,1.22469,0.00605971,-0.00719093,0.0765115,0.0740918
1.01609,1.24406,-5.67385,1.2201,0.00567385,-0.00718814,0.0716395,0.0749661
1.01709,1.23793,-5.77148,1.2155,0.00577148,-0.00672727,0.0728723,0.0727724
1.01809,1.23179,-5.86869,1.21089,0.00586869,-0.00626886,0.0740997,0.0724386
1.01909,1.22719,-5.51068,1.20628,0.00551068,-0.00627297,0.0695793,0.0729351
1.02009,1.22105,-5.65117,1.20166,0.00565117,-0.00581903,0.0713531,0.0709567
1.02109,1.21645,-5.35028,1.19702,0.00535028,-0.00582765,0.0675541,0.0706617
1.02209,1.21031,-5.55812,1.19239,0.00555812,-0.00537822,0.0701783,0.0680449
1.02309,1.20571,-5.3308,1.18774,0.0053308,-0.00539138,0.0673081,0.0665867
1.02408,1.20111,-5.14087,1.18309,0.00514087,-0.00540676,0.0649099,0.0643267
1.02508,1.19651,-5.00081,1.17843,0.00500081,-0.00542425,0.0631416,0.0623694
1.02608,1.19191,-4.89755,1.17376,0.00489755,-0.00544413,0.0618377,0.0609129
1.02708,1.1873,-4.8214,1.16908,0.0048214,-0.00546623,0.0608763,0.0598391
1.02808,1.1827,-4.78758,1.1644,0.00478758,-0.00549037,0.0604493,0.0590053
1.02908,1.17963,-4.33444,1.15971,0.00433444,-0.00597711,0.0547278,0.057467
1.03008,1.17503,-4.35566,1.15501,0.00435566,-0.00600565,0.0549957,0.0575335
1.03108,1.17043,-4.42183,1.15031,0.00442184,-0.00603647,0.0558312,0.0544075
1.03208,1.16736,-4.06476,1.1456,0.00406476,-0.00652975,0.0513227,0.0537595
1.03308,1.16276,-4.20734,1.14088,0.00420734,-0.00656487,0.0531229,0.0514661
1.03407,1.15816,-4.3348,1.13615,0.0043348,-0.0066022,0.0547323,0.0527733
1.03507,1.15509,-4.00058,1.13142,0.00400058,-0.00710192,0.0505123,0.0529106
1.03607,1.15049,-4.16002,1.12668,0.00416002,-0.00714347,0.0525254,0.0508804
1.03707,1.14742,-3.8717,1.12193,0.0038717,-0.00764744,0.0488851,0.051194
1.03807,1.14282,-4.06499,1.11717,0.00406499,-0.00769326,0.0513256,0.0496188
1.03907,1.13975,-3.80163,1.11241,0.00380163,-0.00820144,0.0480004,0.0502843
1.04007,1.13515,-4.01332,1.10764,0.00401332,-0.00825158,0.0506732,0.0489697
1.04107,1.13055,-4.19174,1.10287,0.00419174,-0.00830369,0.052926,0.0509996
1.04207,1.12748,-3.89509,1.09808,0.00389509,-0.00881821,0.0491805,0.0516702
1.04307,1.12288,-4.05543,1.0933,0.00405543,-0.00887443,0.0512049,0.0529796
1.04406,1.11827,-4.20046,1.0885,0.00420046,-0.0089329,0.0530361,0.0516715
1.04506,1.11367,-4.32973,1.08369,0.00432973,-0.00899341,0.0546683,0.0530493
1.04606,1.10907,-4.42504,1.07888,0.00442504,-0.00905582,0.0558718,0.0543835
1.04706,1.10447,-4.49533,1.07407,0.00449533,-0.00912044,0.0567592,0.0553853
1.04806,1.09987,-4.54715,1.06924,0.00454715,-0.00918707,0.0574135,0.0561279
1.04906,1.09527,-4.58536,1.06441,0.00458536,-0.00925559,0.0578959,0.0566782
1.05006,1.09066,-4.59121,1.05958,0.00459121,-0.00932626,0.0579698,0.05713
1.05106,1.08606,-4.56872,1.05473,0.00456872,-0.00939882,0.0576858,0.0601633
1.05206,1.07993,-4.98183,1.04988,0.00498183,-0.00901326,0.0629018,0.0604267
1.05306,1.07532,-4.90587,1.04502,0.00490587,-0.00908994,0.0619428,0.0611163
1.05405,1.07072,-4.80073,1.04016,0.00480073,-0.00916843,0.0606153,0.0633884
1.05505,1.06459,-5.15291,1.03529,0.00515291,-0.00878881,0.0650619,0.0628113
1.05605,1.05998,-5.00521,1.03041,0.00500521,-0.00887139,0.0631971,0.0658117
1.05705,1.05385,-5.30368,1.02553,0.00530368,-0.00849556,0.0669656,0.0648791
1.05805,1.04925,-5.14319,1.02064,0.00514319,-0.008582,0.0649393,0.0643953
1.05905,1.04311,-5.40542,1.01574,0.00540542,-0.00821006,0.0682502,0.0661784
1.06005,1.03851,-5.21821,1.01084,0.00521821,-0.00830033,0.0658865,0.0654087
1.06105,1.03237,-5.46073,1.00593,0.00546073,-0.00793233,0.0689487,0.0669189
1.06205,1.02777,-5.259,1.00102,0.005259,-0.00802631,0.0664015,0.0659448
1.06304,1.02163,-5.49081,0.996094,0.00549081,-0.00766211,0.0693284,0.0673041
1.06404,1.01703,-5.28117,0.991166,0.00528117,-0.00775986,0.0666815,0.0662189
1.06504,1.0109,-5.53089,0.986231,0.00553089,-0.00739943,0.0698345,0.0671018
1.06604,1.00629,-5.31073,0.98129,0.00531073,-0.00750107,0.0670546,0.0665689
1.06704,1.00169,-5.09926,0.976344,0.00509926,-0.0076044,0.0643846,0.0673749
1.06804,0.995556,-5.37302,0.971391,0.00537302,-0.00724956,0.0678412,0.065695
1.06904,0.990954,-5.19432,0.966432,0.00519432,-0.00735671,0.0655849,0.0649374
1.07004,0.986352,-5.01343,0.961467,0.00501343,-0.00746557,0.0633008,0.0661426
1.07104,0.980216,-5.30973,0.956496,0.00530973,-0.00711619,0.0670421,0.0647797
1.07204,0.975614,-5.14766,0.951519,0.00514766,-0.00722866,0.0649957,0.0642581
1.07303,0.971012,-4.97902,0.946536,0.00497902,-0.00734307,0.0628664,0.0656374
1.07403,0.96641,-4.85467,0.941546,0.00485467,-0.00745929,0.0612963,0.0640144
1.07503,0.960275,-5.19267,0.936551,0.00519267,-0.00711694,0.0655641,0.0631307
1.07603,0.955673,-5.08656,0.93155,0.00508656,-0.00723671,0.0642243,0.0618613
1.07703,0.951071,-4.9831,0.926543,0.0049831,-0.00735823,0.0629179,0.0619613
1.07803,0.946469,-4.90681,0.921531,0.00490681,-0.00748136,0.0619547,0.0609541
1.07903,0.941867,-4.82823,0.916512,0.00482823,-0.00760637,0.0609625,0.0602233
1.08003,0.937265,-4.74349,0.911488,0.00474349,-0.00773299,0.0598925,0.0623845
1.08103,0.932663,-4.681,0.906458,0.004681,-0.00786147,0.0591035,0.0616179
1.08203,0.928061,-4.61119,0.901422,0.00461119,-0.00799166,0.0582221,0.0613838
1.08302,0.923459,-4.55972,0.896381,0.00455972,-0.00812339,0.0575722,0.0607052
1.08402,0.917323,-4.97519,0.891334,0.00497519,-0.00779679,0.0628181,0.0601859
1.08502,0.912721,-4.9262,0.886281,0.0049262,-0.00793192,0.0621995,0.0596966
1.08602,0.908119,-4.86486,0.881223,0.00486486,-0.00806887,0.061425,0.0603924
1.08702,0.903517,-4.81962,0.876159,0.00481962,-0.00820749,0.0608538,0.0598267
1.08802,0.898915,-4.76394,0.87109,0.00476394,-0.00834761,0.0601508,0.0594221
1.08902,0.894313,-4.69608,0.866015,0.00469608,-0.00848955,0.059294,0.0618242
1.09002,0.889711,-4.62232,0.860934,0.00462232,-0.0086331,0.0583626,0.0616284
1.09102,0.883575,-5.02135,0.855849,0.00502135,-0.00831794,0.0634009,0.0609122
1.09202,0.878973,-4.93501,0.850757,0.00493501,-0.00846475,0.0623108,0.0614322
1.09301,0.874371,-4.84903,0.845661,0.00484903,-0.00861302,0.0612251,0.0606599
1.09401,0.869769,-4.75882,0.840559,0.00475882,-0.00876303,0.0600861,0.0627507
1.09501,0.863633,-5.122,0.835452,0.005122,-0.00845445,0.0646717,0.0623196
1.09601,0.859031,-5.00923,0.83034,0.00500923,-0.00860748,0.0632478,0.0624999
1.09701,0.85443,-4.87695,0.825222,0.00487695,-0.00876224,0.0615776,0.0643993
1.09801,0.848294,-5.2091,0.8201,0.0052091,-0.00845822,0.0657715,0.0635503
1.09901,0.843692,-5.07345,0.814971,0.00507346,-0.00861608,0.0640588,0.063409
1.10001,0.83909,-4.9243,0.809838,0.0049243,-0.00877549,0.0621755,0.0650705
1.10101,0.832954,-5.24402,0.8047,0.00524402,-0.00847609,0.0662124,0.0640463
1.102,0.828352,-5.0724,0.799557,0.0050724,-0.00863854,0.0640454,0.0667201
1.103,0.822216,-5.35322,0.794408,0.00535322,-0.00834231,0.0675911,0.0655496
1.104,0.817614,-5.17972,0.789255,0.00517972,-0.00850765,0.0654005,0.0648938
1.105,0.811478,-5.45608,0.784097,0.00545608,-0.00821443,0.0688899,0.0661581
1.106,0.806876,-5.25557,0.778934,0.00525557,-0.00838273,0.0663582,0.0659125
1.107,0.802274,-5.05859,0.773765,0.00505859,-0.00855265,0.063871,0.0669332
1.108,0.796138,-5.31781,0.768592,0.00531781,-0.00826383,0.0671441,0.0665916
1.109,0.791536,-5.10448,0.763414,0.00510448,-0.00843653,0.0644505,0.067555
1.11,0.7854,-5.37688,0.758232,0.00537688,-0.00815061,0.0678898,0.0658753
1.111,0.780798,-5.14803,0.753044,0.00514803,-0.00832633,0.0650004,0.0681014
1.11199,0.774662,-5.40899,0.747852,0.00540899,-0.00804312,0.0682953,0.0663099
1.11299,0.77006,-5.19404,0.742655,0.00519404,-0.00822169,0.0655813,0.0683772
1.11399,0.763924,-5.44291,0.737453,0.00544291,-0.00794131,0.0687236,0.0667575
1.11499,0.759322,-5.24585,0.732247,0.00524586,-0.00812266,0.0662355,0.0657707
1.11599,0.753187,-5.48112,0.727036,0.00548112,-0.00784521,0.069206,0.0671862
1.11699,0.748585,-5.27403,0.721821,0.00527403,-0.00802917,0.0665913,0.0661497
1.11799,0.743983,-5.0722,0.7166,0.0050722,-0.00821466,0.0640429,0.0670765
1.11899,0.737847,-5.35307,0.711376,0.00535307,-0.00794115,0.0675893,0.0655072
1.11999,0.733245,-5.13048,0.706147,0.00513048,-0.00812931,0.0647788,0.067823
1.12099,0.727109,-5.39604,0.700913,0.00539604,-0.00785864,0.0681319,0.0660985
1.12198,0.722507,-5.2113,0.695676,0.0052113,-0.00804933,0.0657992,0.0652717
1.12298,0.717905,-5.02594,0.690433,0.00502594,-0.00824148,0.0634589,0.0664263
1.12398,0.711769,-5.31896,0.685186,0.00531896,-0.00797474,0.0671586,0.0650292
1.12498,0.707167,-5.12766,0.679936,0.00512766,-0.00816937,0.0647432,0.0674295
1.12598,0.701031,-5.39396,0.67468,0.00539397,-0.0079052,0.0681056,0.0660584
1.12698,0.696429,-5.20976,0.669421,0.00520977,-0.00810238,0.0657799,0.0652562
1.12798,0.691827,-5.02481,0.664157,0.00502481,-0.00830097,0.0634446,0.0664184
1.12898,0.685691,-5.31813,0.658889,0.00531813,-0.00804062,0.0671481,0.0650267
1.12998,0.681089,-5.15385,0.653617,0.00515385,-0.00824155,0.0650738,0.0644868
1.13098,0.676487,-4.98358,0.648341,0.00498358,-0.00844388,0.062924,0.065856
1.13197,0.670351,-5.28773,0.643061,0.00528773,-0.00818723,0.0667643,0.0646178
1.13297,0.665749,-5.13143,0.637777,0.00513143,-0.00839185,0.0647908,0.0641912
1.13397,0.659613,-5.42048,0.632488,0.00542048,-0.00813763,0.0684404,0.0656394
1.13497,0.655011,-5.22931,0.627196,0.00522931,-0.00834466,0.0660267,0.065532
1.13597,0.65041,-5.03923,0.621899,0.00503923,-0.00855301,0.0636266,0.066656
1.13697,0.644274,-5.32876,0.616599,0.00532876,-0.00830233,0.0672823,0.0652146
1.13797,0.639672,-5.16169,0.611295,0.00516169,-0.00851287,0.0651728,0.0646366
1.13897,0.633536,-5.41906,0.605987,0.00541906,-0.00826453,0.0684224,0.0663677
1.13997,0.628934,-5.22827,0.600676,0.00522827,-0.00847737,0.0660135,0.0655659
1.14096,0.624332,-5.03845,0.59536,0.00503845,-0.00869152,0.0636168,0.0666669
1.14196,0.618196,-5.32819,0.590041,0.00532819,-0.00844658,0.0672751,0.0652273
1.14296,0.613594,-5.11213,0.584718,0.00511213,-0.0086628,0.0645471,0.0676395
1.14396,0.607458,-5.38252,0.579391,0.00538252,-0.0084201,0.0679611,0.0659874
1.14496,0.602856,-5.17452,0.57406,0.00517452,-0.00863868,0.0653348,0.0681589
1.14596,0.59672,-5.42852,0.568727,0.00542852,-0.008398,0.0685419,0.0666176
1.14696,0.592118,-5.20844,0.563389,0.00520844,-0.00861872,0.0657631,0.0686342
1.14796,0.585982,-5.45353,0.558048,0.00545353,-0.00838019,0.0688577,0.0669685
1.14896,0.58138,-5.22688,0.552703,0.00522688,-0.00860306,0.0659959,0.0688925
1.14996,0.575244,-5.46713,0.547355,0.00546713,-0.00836676,0.0690294,0.0671587
1.15095,0.570642,-5.23691,0.542004,0.00523691,-0.00859154,0.0661225,0.0690324
1.15195,0.564506,-5.47452,0.536649,0.00547452,-0.00835732,0.0691227,0.0672616
1.15295,0.559904,-5.24236,0.53129,0.00524236,-0.0085843,0.0661914,0.0691082
1.15395,0.553768,-5.47854,0.525929,0.00547854,-0.00835193,0.0691735,0.0673175
1.15495,0.549167,-5.24532,0.520563,0.00524532,-0.00858092,0.0662288,0.0691495
1.15595,0.543031,-5.48072,0.515195,0.00548072,-0.00835052,0.0692011,0.0673479
1.15695,0.538429,-5.22461,0.509824,0.00522461,-0.00858146,0.0659672,0.0692153
1.15795,0.532293,-5.46545,0.504449,0.00546545,-0.00835317,0.0690082,0.067149
1.15895,0.527691,-5.21334,0.499071,0.00521334,-0.00858589,0.065825,0.0690577
1.15995,0.521555,-5.43192,0.49369,0.00543192,-0.00835949,0.0685849,0.0682097
1.16094,0.515419,-5.64205,0.488306,0.00564205,-0.00813387,0.071238,0.0687575
1.16194,0.510817,-5.39269,0.482918,0.00539269,-0.00836953,0.0680895,0.067843
1.16294,0.504681,-5.61312,0.477528,0.00561312,-0.00814591,0.0708727,0.0683601
1.16394,0.500079,-5.37136,0.472135,0.00537136,-0.00838323,0.0678202,0.0675436
1.16494,0.493943,-5.57366,0.466738,0.00557366,-0.0081614,0.0703745,0.0685343
1.16594,0.489341,-5.34226,0.461339,0.00534226,-0.00840064,0.0674528,0.0671641
1.16694,0.483205,-5.55221,0.455937,0.00555221,-0.00818042,0.0701036,0.0682355
1.16794,0.478603,-5.32645,0.450532,0.00532645,-0.0084214,0.0672531,0.0669433
1.16894,0.472467,-5.54054,0.445124,0.00554054,-0.00820288,0.0699563,0.0680736
1.16994,0.467865,-5.31784,0.439713,0.00531784,-0.00844557,0.0671445,0.066825
1.17093,0.461729,-5.5342,0.4343,0.0055342,-0.00822887,0.0698763,0.0679876
1.17193,0.457127,-5.28636,0.428884,0.00528636,-0.00847306,0.066747,0.0697067
1.17293,0.450991,-5.51099,0.423465,0.00551099,-0.00825801,0.0695832,0.0677606
1.17393,0.446389,-5.26925,0.418043,0.00526925,-0.00850394,0.0665309,0.0694749
1.17493,0.440254,-5.49837,0.412619,0.00549837,-0.00829033,0.0694238,0.067587
1.17593,0.435652,-5.25994,0.407192,0.00525994,-0.00853785,0.0664134,0.0693482
1.17693,0.429516,-5.4915,0.401763,0.0054915,-0.00832578,0.0693372,0.067495
1.17793,0.424914,-5.23255,0.396331,0.00523255,-0.00857483,0.0660676,0.069325
1.17893,0.418778,-5.47131,0.390896,0.00547131,-0.00836442,0.0690822,0.067232
1.17992,0.414176,-5.21766,0.38546,0.00521766,-0.0086148,0.0658796,0.0691215
1.18092,0.40804,-5.46033,0.38002,0.00546033,-0.00840586,0.0689436,0.0670827
1.18192,0.403438,-5.20957,0.374579,0.00520957,-0.00865769,0.0657774,0.0690131
1.18292,0.397302,-5.42914,0.369135,0.00542914,-0.00845018,0.0685498,0.068182
1.18392,0.3927,-5.18657,0.363688,0.00518657,-0.00870356,0.065487,0.0687475
1.18492,0.386564,-5.41218,0.35824,0.00541218,-0.00849729,0.0683357,0.0679523
1.18592,0.380428,-5.62749,0.352789,0.00562749,-0.00829184,0.0710542,0.0685733
1.18692,0.375826,-5.38196,0.347335,0.00538196,-0.00854727,0.067954,0.0677155
1.18792,0.36969,-5.6052,0.34188,0.0056052,-0.00834299,0.0707728,0.0682754
1.18892,0.365088,-5.36552,0.336423,0.00536552,-0.00859972,0.0677465,0.0674911
1.18991,0.358952,-5.56936,0.330963,0.00556936,-0.00839672,0.0703202,0.0685063
1.19091,0.35435,-5.31229,0.325501,0.00531229,-0.0086547,0.0670743,0.0700986
1.19191,0.348214,-5.5301,0.320037,0.0055301,-0.00845312,0.0698245,0.0680584
1.19291,0.343612,-5.26101,0.314572,0.00526101,-0.00871216,0.0664269,0.0697468
1.19391,0.337477,-5.4923,0.309104,0.0054923,-0.00851177,0.0693472,0.0675495
1.19491,0.332875,-5.23314,0.303634,0.00523314,-0.00877215,0.066075,0.0693625
1.19591,0.326739,-5.44652,0.298163,0.00544652,-0.00857276,0.0687692,0.0684449
1.19691,0.320603,-5.62908,0.292689,0.00562908,-0.00837409,0.0710742,0.0693372
1.19791,0.316001,-5.35632,0.287214,0.00535632,-0.00863601,0.0676303,0.0707176
1.19891,0.309865,-5.56257,0.281737,0.00556257,-0.00843843,0.0702345,0.0685152
1.1999,0.305263,-5.28496,0.276258,0.00528496,-0.00870159,0.0667292,0.0700835
1.2009,0.299127,-5.48473,0.270777,0.00548473,-0.00850491,0.0692516,0.0689753
1.2019,0.292991,-5.68098,0.265295,0.00568098,-0.0083089,0.0717296,0.0693313
1.2029,0.288389,-5.4214,0.259811,0.0054214,-0.00857343,0.068452,0.0682762
1.2039,0.282253,-5.61056,0.254325,0.00561056,-0.00837842,0.0708404,0.0690856
1.2049,0.277651,-5.34266,0.248838,0.00534267,-0.00864408,0.0674579,0.070526
1.2059,0.271515,-5.5525,0.243349,0.0055525,-0.00844986,0.0701073,0.068374
1.2069,0.266913,-5.27753,0.237858,0.00527753,-0.00871645,0.0666355,0.0699803
1.2079,0.260777,-5.47925,0.232366,0.00547925,-0.0085233,0.0691825,0.0689
1.2089,0.254641,-5.67695,0.226873,0.00567695,-0.00833042,0.0716786,0.0692771
1.20989,0.250039,-5.39162,0.221378,0.00539162,-0.00859834,0.068076,0.0711809
1.21089,0.243903,-5.5886,0.215882,0.0055886,-0.00840631,0.0705631,0.0688759
1.21189,0.239302,-5.30415,0.210385,0.00530415,-0.00867505,0.0669715,0.0703503
1.21289,0.233166,-5.49888,0.204886,0.00549888,-0.00848398,0.0694303,0.0691717
1.21389,0.22703,-5.69142,0.199386,0.00569142,-0.00829316,0.0718613,0.0694761
1.21489,0.222428,-5.42909,0.193884,0.00542909,-0.00856306,0.0685491,0.0683828
1.21589,0.216292,-5.61623,0.188381,0.00561623,-0.00837313,0.070912,0.0691645
1.21689,0.21169,-5.32452,0.182878,0.00532452,-0.00864359,0.0672288,0.0706278
1.21789,0.205554,-5.5139,0.177373,0.0055139,-0.00845436,0.06962,0.0693794
1.21888,0.199418,-5.70249,0.171867,0.00570249,-0.00826532,0.0720012,0.0696285
1.21988,0.194816,-5.43726,0.166359,0.00543726,-0.00853694,0.0686523,0.0684946
1.22088,0.18868,-5.62225,0.160851,0.00562225,-0.00834869,0.070988,0.0692461
1.22188,0.184078,-5.35129,0.155342,0.00535129,-0.00862079,0.0675668,0.0706439
1.22288,0.177942,-5.55886,0.149832,0.00555886,-0.00843313,0.0701876,0.0684609
1.22388,0.17334,-5.28222,0.144321,0.00528222,-0.00870579,0.0666947,0.0700445
1.22488,0.167204,-5.48271,0.138809,0.00548271,-0.0085187,0.0692262,0.0689477
1.22588,0.161068,-5.6795,0.133295,0.0056795,-0.00833186,0.0717108,0.0693128
1.22688,0.156466,-5.4203,0.127782,0.0054203,-0.00860532,0.0684382,0.0682643
1.22788,0.15033,-5.60975,0.122267,0.00560975,-0.00841898,0.0708302,0.0690793
1.22887,0.145728,-5.31974,0.116752,0.00531974,-0.00869306,0.0671685,0.0705672
1.22987,0.139592,-5.51038,0.111236,0.00551038,-0.00850701,0.0695755,0.0693369
1.23087,0.133457,-5.6999,0.105719,0.0056999,-0.00832133,0.0719684,0.0695997
1.23187,0.128855,-5.43535,0.100202,0.00543535,-0.0085959,0.0686281,0.0684757
1.23287,0.122719,-5.62084,0.0946833,0.00562084,-0.0084106,0.0709702,0.0692349
1.23387,0.118117,-5.35025,0.0891644,0.00535025,-0.00868569,0.0675536,0.0706386
1.23487,0.111981,-5.53287,0.0836454,0.00553287,-0.00850059,0.0698595,0.0696371
1.23587,0.105845,-5.71648,0.0781255,0.00571648,-0.0083158,0.0721778,0.0698322
1.23687,0.101243,-5.44757,0.072605,0.00544757,-0.00859136,0.0687825,0.068648
1.23787,0.0951069,-5.62986,0.0670845,0.00562986,-0.00840671,0.0710841,0.0693618
1.23886,0.0905049,-5.3569,0.0615632,0.0053569,-0.00868253,0.0676376,0.0707321
1.23986,0.084369,-5.563,0.056042,0.005563,-0.00849812,0.0702398,0.0685286
1.24086,0.0782331,-5.73869,0.0505198,0.00573869,-0.00831397,0.0724582,0.0700928
1.24186,0.0736311,-5.46395,0.0449974,0.00546395,-0.00859011,0.0689893,0.068876
1.24286,0.0674952,-5.64193,0.0394752,0.00564193,-0.00840598,0.0712365,0.0695323
1.24386,0.0628932,-5.3658,0.0339523,0.0053658,-0.00868228,0.06775,0.0708579
1.24486,0.0567573,-5.56956,0.0284296,0.00556956,-0.0084983,0.0703227,0.0686214
1.24586,0.0506213,-5.74353,0.0229063,0.00574353,-0.00831452,0.0725194,0.0701614
1.24686,0.0460194,-5.46752,0.0173828,0.00546752,-0.00859098,0.0690344,0.0689265
1.24786,0.0398834,-5.64457,0.0118597,0.00564457,-0.00840712,0.0712698,0.0695696
1.24885,0.0352815,-5.36774,0.00633601,0.00536774,-0.00868364,0.0677745,0.0708855
1.24985,0.0291455,-5.54577,0.000812291,0.00554577,-0.00849998,0.0700224,0.0698193
1.25085,0.0230096,-5.72599,-0.00471091,0.00572599,-0.00831615,0.0722979,0.0699667
1.25185,0.0184076,-5.45459,-0.0102346,0.00545459,-0.00859268,0.0688711,0.0687472
1.25285,0.0122717,-5.63503,-0.0157577,0.00563503,-0.00840882,0.0711493,0.0694352
1.25385,0.00766975,-5.36071,-0.0212812,0.00536071,-0.0086853,0.0676857,0.0707864
1.25485,0.00153381,-5.54059,-0.0268046,0.00554059,-0.00850154,0.0699569,0.0697461
1.25585,-0.00460213,-5.72217,-0.0323274,0.00572217,-0.00831757,0.0722496,0.0699128
1.25685,-0.00920409,-5.45177,-0.0378504,0.00545177,-0.00859389,0.0688355,0.0687074
1.25784,-0.01534,-5.63295,-0.0433732,0.00563295,-0.00840994,0.0711231,0.0694059
1.25884,-0.019942,-5.33685,-0.0488951,0.00533685,-0.00868595,0.0673845,0.0708079
1.25984,-0.0260779,-5.52299,-0.0544174,0.00552299,-0.00850183,0.0697348,0.0695144
1.26084,-0.0322139,-5.7092,-0.0599387,0.0057092,-0.00831745,0.0720858,0.0697306
1.26184,-0.0368158,-5.4154,-0.0654602,0.0054154,-0.00859331,0.0683762,0.0715157
1.26284,-0.0429518,-5.60613,-0.0709812,0.00560613,-0.00840885,0.0707845,0.0691237
1.26384,-0.0475537,-5.31708,-0.0765013,0.00531708,-0.00868429,0.0671348,0.0705339
1.26484,-0.0536897,-5.50841,-0.0820215,0.00550841,-0.00849955,0.0695507,0.0693082
1.26584,-0.0598256,-5.69845,-0.0875406,0.00569845,-0.0083145,0.0719501,0.0695781
1.26684,-0.0644276,-5.40747,-0.0930597,0.00540747,-0.00858963,0.0682761,0.0714031
1.26783,-0.0705635,-5.60029,-0.0985782,0.00560029,-0.0084044,0.0707107,0.0690404
1.26883,-0.0751655,-5.31276,-0.104095,0.00531277,-0.00867901,0.0670804,0.0704722
1.26983,-0.0813014,-5.50523,-0.109613,0.00550523,-0.00849339,0.0695105,0.0692625
1.27083,-0.0874373,-5.6961,-0.115129,0.0056961,-0.00830757,0.0719205,0.069544
1.27183,-0.0920393,-5.43255,-0.120644,0.00543255,-0.00858156,0.0685928,0.068434
1.27283,-0.0981752,-5.61878,-0.12616,0.00561878,-0.00839529,0.0709442,0.0692035
1.27383,-0.102777,-5.3264,-0.131673,0.0053264,-0.00866881,0.0672525,0.0706578
1.27483,-0.108913,-5.51529,-0.137187,0.00551529,-0.00848205,0.0696375,0.0694028
1.27583,-0.115049,-5.70352,-0.142699,0.00570352,-0.00829504,0.0720141,0.0696471
1.27683,-0.119651,-5.43801,-0.14821,0.00543801,-0.00856778,0.0686618,0.0685095
1.27782,-0.125787,-5.62281,-0.153721,0.00562281,-0.00838021,0.070995,0.0692585
1.27882,-0.130389,-5.3517,-0.159231,0.0053517,-0.00865255,0.0675719,0.0706544
1.27982,-0.136525,-5.55916,-0.164739,0.00555916,-0.00846423,0.0701914,0.0684697
1.28082,-0.142661,-5.73587,-0.170247,0.00573587,-0.00827575,0.0724226,0.0700476
1.28182,-0.147263,-5.46187,-0.175753,0.00546187,-0.008547,0.068963,0.0688407
1.28282,-0.153399,-5.6404,-0.181258,0.0056404,-0.00835788,0.0712171,0.0695039
1.28382,-0.158001,-5.36467,-0.186763,0.00536467,-0.0086286,0.0677357,0.0708344
1.28482,-0.164137,-5.56873,-0.192265,0.00556873,-0.00843862,0.0703122,0.0686014
1.28582,-0.168739,-5.28949,-0.197767,0.00528949,-0.00870862,0.0667865,0.070148
1.28682,-0.174874,-5.48807,-0.203268,0.00548807,-0.00851791,0.0692939,0.0690237
1.28781,-0.18101,-5.65972,-0.208767,0.00565972,-0.00832696,0.0714611,0.069763
1.28881,-0.185612,-5.37892,-0.214265,0.00537892,-0.00859582,0.0679156,0.0710305
1.28981,-0.191748,-5.57923,-0.219761,0.00557923,-0.00840392,0.0704449,0.0687452
1.29081,-0.19635,-5.29724,-0.225257,0.00529724,-0.00867195,0.0668843,0.0702524
1.29181,-0.202486,-5.49379,-0.230751,0.00549379,-0.00847936,0.069366,0.0690991
1.29281,-0.208622,-5.68766,-0.236243,0.00568766,-0.00828618,0.0718139,0.0694222
1.29381,-0.213224,-5.42632,-0.241734,0.00542632,-0.00855291,0.0685142,0.0683424
1.29481,-0.21936,-5.61419,-0.247223,0.00561419,-0.00835882,0.0708862,0.0691339
1.29581,-0.223962,-5.34534,-0.252711,0.00534534,-0.00862463,0.0674917,0.0705611
1.2968,-0.230098,-5.52925,-0.258197,0.00552926,-0.00842975,0.0698138,0.0695764
1.2978,-0.236234,-5.71381,-0.263681,0.00571381,-0.00823423,0.0721441,0.0697834
1.2988,-0.240836,-5.44561,-0.269164,0.00544561,-0.00849857,0.0687577,0.0686076
1.2998,-0.246972,-5.62841,-0.274646,0.00562841,-0.0083022,0.0710658,0.0693271
1.3008,-0.251574,-5.35583,-0.280125,0.00535583,-0.00856535,0.0676241,0.0707008
1.3018,-0.25771,-5.56221,-0.285603,0.00556221,-0.00836794,0.0702299,0.0684995
1.3028,-0.262312,-5.28469,-0.291078,0.00528469,-0.00863001,0.0667259,0.0700693
1.3038,-0.268448,-5.48453,-0.296553,0.00548453,-0.00843151,0.0692491,0.0689617
1.3048,-0.274584,-5.68084,-0.302025,0.00568084,-0.00823243,0.0717277,0.0693182
1.3058,-0.279185,-5.42129,-0.307495,0.00542129,-0.00849284,0.0684506,0.0682631
1.30679,-0.285321,-5.61048,-0.312963,0.00561048,-0.00829261,0.0708394,0.0690723
1.30779,-0.289923,-5.34261,-0.318429,0.00534261,-0.00855183,0.0674572,0.0705122
