# scenario=haptic-curves
theta,free,spring,damped,detents12,detents_smooth,endstops
-1.74673,0,0.1,0,0.0703717,-0.0183811,0.1
-1.74358,0,0.1,0,0.0691151,-0.0175902,0.1
-1.74044,0,0.1,0,0.0678584,-0.0166993,0.1
-1.7373,0,0.1,0,0.0666018,-0.0157136,0.1
-1.73416,0,0.1,0,0.0653451,-0.0146385,0.1
-1.73102,0,0.1,0,0.0640885,-0.0134803,0.1
-1.72788,0,0.1,0,0.0628318,-0.0122456,0.1
-1.72473,0,0.1,0,0.0615752,-0.0109412,0.1
-1.72159,0,0.1,0,0.0603186,-0.00957457,0.1
-1.71845,0,0.1,0,0.0590619,-0.00815362,0.1
-1.71531,0,0.1,0,0.0578053,-0.00668642,0.1
-1.71217,0,0.1,0,0.0565487,-0.00518107,0.1
-1.70903,0,0.1,0,0.055292,-0.00364636,0.1
-1.70588,0,0.1,0,0.0540354,-0.00209093,0.1
-1.70274,0,0.1,0,0.0527788,-0.000523541,0.1
-1.6996,0,0.1,0,0.0515221,0.00104674,0.1
-1.69646,0,0.1,0,0.0502655,0.00261108,0.1
-1.69332,0,0.1,0,0.0490088,0.00416058,0.1
-1.69018,0,0.1,0,0.0477522,0.00568652,0.1
-1.68704,0,0.1,0,0.0464956,0.00718007,0.1
-1.68389,0,0.1,0,0.0452389,0.00863282,0.1
-1.68075,0,0.1,0,0.0439823,0.0100365,0.1
-1.67761,0,0.1,0,0.0427257,0.0113832,0.1
-1.67447,0,0.1,0,0.041469,0.0126652,0.1
-1.67133,0,0.1,0,0.0402124,0.0138753,0.1
-1.66819,0,0.1,0,0.0389558,0.0150064,0.1
-1.66504,0,0.0999027,0,0.0376991,0.0160523,0.1
-1.6619,0,0.0997142,0,0.0364425,0.017007,0.1
-1.65876,0,0.0995257,0,0.0351859,0.0178651,0.1
-1.65562,0,0.0993372,0,0.0339292,0.0186217,0.1
-1.65248,0,0.0991487,0,0.0326726,0.0192724,0.1
-1.64934,0,0.0989602,0,0.0314159,0.0198137,0.1
-1.64619,0,0.0987717,0,0.0301593,0.0202423,0.1
-1.64305,0,0.0985832,0,0.0289026,0.020556,0.1
-1.63991,0,0.0983947,0,0.027646,0.0207528,0.1
-1.63677,0,0.0982062,0,0.0263894,0.0208317,0.0989601
-1.63363,0,0.0980177,0,0.0251327,0.0207922,0.0942476
-1.63049,0,0.0978292,0,0.0238761,0.0206346,0.0895354
-1.62735,0,0.0976407,0,0.0226195,0.0203598,0.0848231
-1.6242,0,0.0974522,0,0.0213628,0.0199692,0.0801106
-1.62106,0,0.0972637,0,0.0201062,0.0194652,0.0753983
-1.61792,0,0.0970752,0,0.0188496,0.0188506,0.0706859
-1.61478,0,0.0968867,0,0.0175929,0.0181288,0.0659734
-1.61164,0,0.0966982,0,0.0163363,0.0173041,0.0612611
-1.6085,0,0.0965097,0,0.0150796,0.016381,0.0565487
-1.60535,0,0.0963212,0,0.013823,0.0153649,0.0518362
-1.60221,0,0.0961327,0,0.0125664,0.0142614,0.0471239
-1.59907,0,0.0959442,0,0.0113097,0.0130769,0.0424114
-1.59593,0,0.0957557,0,0.0100531,0.0118181,0.037699
-1.59279,0,0.0955672,0,0.00879645,0.0104921,0.0329867
-1.58965,0,0.0953787,0,0.0075398,0.00910657,0.0282742
-1.5865,0,0.0951903,0,0.00628319,0.00766927,0.023562
-1.58336,0,0.0950018,0,0.00502658,0.00618846,0.0188497
-1.58022,0,0.0948133,0,0.00376992,0.00467234,0.0141372
-1.57708,0,0.0946248,0,0.00251327,0.00312967,0.00942475
-1.57394,0,0.0944363,0,0.00125666,0.00156937,0.00471246
-1.5708,0,0.0942478,0,0,1.98748e-09,0
-1.56765,0,0.0940593,0,-0.00125666,-0.00156929,0
-1.56451,0,0.0938708,0,-0.00251327,-0.00312967,0
-1.56137,0,0.0936823,0,-0.00376992,-0.00467234,0
-1.55823,0,0.0934938,0,-0.00502658,-0.00618838,0
-1.55509,0,0.0933053,0,-0.00628319,-0.00766926,0
-1.55195,0,0.0931168,0,-0.00753984,-0.00910657,0
-1.54881,0,0.0929283,0,-0.0087965,-0.0104922,0
-1.54566,0,0.0927398,0,-0.0100531,-0.0118181,0
-1.54252,0,0.0925513,0,-0.0113097,-0.0130769,0
-1.53938,0,0.0923628,0,-0.0125663,-0.0142613,0
-1.53624,0,0.0921743,0,-0.013823,-0.0153648,0
-1.5331,0,0.0919858,0,-0.0150796,-0.016381,0
-1.52996,0,0.0917973,0,-0.0163363,-0.0173041,0
-1.52681,0,0.0916088,0,-0.0175929,-0.0181288,0
-1.52367,0,0.0914203,0,-0.0188496,-0.0188506,0
-1.52053,0,0.0912319,0,-0.0201062,-0.0194652,0
-1.51739,0,0.0910434,0,-0.0213628,-0.0199692,0
-1.51425,0,0.0908549,0,-0.0226195,-0.0203598,0
-1.51111,0,0.0906664,0,-0.0238761,-0.0206346,0
-1.50796,0,0.0904779,0,-0.0251328,-0.0207922,0
-1.50482,0,0.0902894,0,-0.0263894,-0.0208317,0
-1.50168,0,0.0901009,0,-0.027646,-0.0207528,0
-1.49854,0,0.0899124,0,-0.0289026,-0.020556,0
-1.4954,0,0.0897239,0,-0.0301593,-0.0202423,0
-1.49226,0,0.0895354,0,-0.0314159,-0.0198137,0
-1.48911,0,0.0893469,0,-0.0326726,-0.0192725,0
-1.48597,0,0.0891584,0,-0.0339292,-0.0186217,0
-1.48283,0,0.0889699,0,-0.0351858,-0.0178652,0
-1.47969,0,0.0887814,0,-0.0364425,-0.0170071,0
-1.47655,0,0.0885929,0,-0.0376991,-0.0160523,0
-1.47341,0,0.0884044,0,-0.0389557,-0.0150065,0
-1.47027,0,0.0882159,0,-0.0402124,-0.0138753,0
-1.46712,0,0.0880274,0,-0.041469,-0.0126652,0
-1.46398,0,0.0878389,0,-0.0427257,-0.0113833,0
-1.46084,0,0.0876504,0,-0.0439823,-0.0100365,0
-1.4577,0,0.0874619,0,-0.045239,-0.00863282,0
-1.45456,0,0.0872734,0,-0.0464955,-0.00718015,0
-1.45142,0,0.0870849,0,-0.0477522,-0.00568652,0
-1.44827,0,0.0868965,0,-0.0490088,-0.00416066,0
-1.44513,0,0.086708,0,-0.0502655,-0.00261116,0
-1.44199,0,0.0865195,0,-0.0515221,-0.00104683,0
-1.43885,0,0.086331,0,-0.0527788,0.000523537,0
-1.43571,0,0.0861425,0,-0.0540354,0.00209085,0
-1.43257,0,0.085954,0,-0.055292,0.00364628,0
-1.42942,0,0.0857655,0,-0.0565487,0.00518107,0
-1.42628,0,0.085577,0,-0.0578053,0.00668626,0
-1.42314,0,0.0853885,0,-0.059062,0.00815362,0
-1.42,0,0.0852,0,-0.0603186,0.00957463,0
-1.41686,0,0.0850115,0,-0.0615752,0.0109411,0
-1.41372,0,0.084823,0,-0.0628319,0.0122456,0
-1.41058,0,0.0846345,0,-0.0640885,0.0134803,0
-1.40743,0,0.084446,0,-0.0653451,0.0146385,0
-1.40429,0,0.0842575,0,-0.0666018,0.0157136,0
-1.40115,0,0.084069,0,-0.0678584,0.0166993,0
-1.39801,0,0.0838805,0,-0.069115,0.0175901,0
-1.39487,0,0.083692,0,-0.0703717,0.018381,0
-1.39173,0,0.0835035,0,-0.0716283,0.0190675,0
-1.38858,0,0.083315,0,-0.0728849,0.0196456,0
-1.38544,0,0.0831265,0,-0.0741416,0.0201121,0
-1.3823,0,0.082938,0,-0.0753983,0.0204643,0
-1.37916,0,0.0827496,0,-0.0766549,0.0207002,0
-1.37602,0,0.0825611,0,-0.0779115,0.0208185,0
-1.37288,0,0.0823726,0,-0.0791682,0.0208185,0
-1.36973,0,0.0821841,0,-0.0804248,0.0207002,0
-1.36659,0,0.0819956,0,-0.0816814,0.0204643,0
-1.36345,0,0.0818071,0,-0.0829381,0.0201121,0
-1.36031,0,0.0816186,0,-0.0841947,0.0196457,0
-1.35717,0,0.0814301,0,-0.0854513,0.0190675,0
-1.35403,0,0.0812416,0,-0.086708,0.0183811,0
-1.35088,0,0.0810531,0,-0.0879646,0.0175902,0
-1.34774,0,0.0808646,0,-0.0892212,0.0166993,0
-1.3446,0,0.0806761,0,-0.0904779,0.0157136,0
-1.34146,0,0.0804876,0,-0.0917345,0.0146385,0
-1.33832,0,0.0802991,0,-0.0929912,0.0134803,0
-1.33518,0,0.0801106,0,-0.0942478,0.0122455,0
-1.33204,0,0.0799221,0,-0.0955044,0.0109411,0
-1.32889,0,0.0797336,0,-0.0967611,0.00957457,0
-1.32575,0,0.0795451,0,-0.0980177,0.00815362,0
-1.32261,0,0.0793566,0,-0.0992743,0.00668638,0
-1.31947,0,0.0791681,0,-0.1,0.00518107,0
-1.31633,0,0.0789796,0,-0.1,0.00364632,0
-1.31319,0,0.0787911,0,-0.1,0.00209093,0
-1.31004,0,0.0786026,0,-0.1,0.00052354,0
-1.3069,0,0.0784142,0,0.1,-0.00104671,0
-1.30376,0,0.0782257,0,0.1,-0.00261108,0
-1.30062,0,0.0780372,0,0.1,-0.00416062,0
-1.29748,0,0.0778487,0,0.1,-0.00568644,0
-1.29434,0,0.0776602,0,0.0988555,-0.00718007,0
-1.29119,0,0.0774717,0,0.0975988,-0.00863282,0
-1.28805,0,0.0772832,0,0.0963422,-0.0100365,0
-1.28491,0,0.0770947,0,0.0950855,-0.0113832,0
-1.28177,0,0.0769062,0,0.0938289,-0.0126652,0
-1.27863,0,0.0767177,0,0.0925723,-0.0138752,0
-1.27549,0,0.0765292,0,0.0913156,-0.0150064,0
-1.27235,0,0.0763407,0,0.090059,-0.0160523,0
-1.2692,0,0.0761522,0,0.0888024,-0.017007,0
-1.26606,0,0.0759637,0,0.0875457,-0.0178651,0
-1.26292,0,0.0757752,0,0.0862891,-0.0186217,0
-1.25978,0,0.0755867,0,0.0850325,-0.0192724,0
-1.25664,0,0.0753982,0,0.0837758,-0.0198137,0
-1.2535,0,0.0752097,0,0.0825192,-0.0202423,0
-1.25035,0,0.0750212,0,0.0812625,-0.020556,0
-1.24721,0,0.0748327,0,0.0800059,-0.0207528,0
-1.24407,0,0.0746442,0,0.0787492,-0.0208317,0
-1.24093,0,0.0744557,0,0.0774926,-0.0207922,0
-1.23779,0,0.0742673,0,0.076236,-0.0206346,0
-1.23465,0,0.0740788,0,0.0749794,-0.0203598,0
-1.2315,0,0.0738903,0,0.0737227,-0.0199692,0
-1.22836,0,0.0737018,0,0.0724661,-0.0194652,0
-1.22522,0,0.0735133,0,0.0712094,-0.0188506,0
-1.22208,0,0.0733248,0,0.0699528,-0.0181288,0
-1.21894,0,0.0731363,0,0.0686962,-0.0173041,0
-1.2158,0,0.0729478,0,0.0674395,-0.016381,0
-1.21265,0,0.0727593,0,0.0661829,-0.0153649,0
-1.20951,0,0.0725708,0,0.0649262,-0.0142614,0
-1.20637,0,0.0723823,0,0.0636696,-0.0130769,0
-1.20323,0,0.0721938,0,0.062413,-0.0118181,0
-1.20009,0,0.0720053,0,0.0611563,-0.0104921,0
-1.19695,0,0.0718168,0,0.0598997,-0.00910657,0
-1.19381,0,0.0716283,0,0.0586431,-0.00766934,0
-1.19066,0,0.0714398,0,0.0573864,-0.00618839,0
-1.18752,0,0.0712513,0,0.0561298,-0.00467234,0
-1.18438,0,0.0710628,0,0.0548732,-0.00312975,0
-1.18124,0,0.0708743,0,0.0536165,-0.00156933,0
-1.1781,0,0.0706858,0,0.0523599,-1.49061e-09,0
-1.17496,0,0.0704973,0,0.0511033,0.00156929,0
-1.17181,0,0.0703088,0,0.0498466,0.00312967,0
-1.16867,0,0.0701203,0,0.0485899,0.00467234,0
-1.16553,0,0.0699319,0,0.0473333,0.00618835,0
-1.16239,0,0.0697434,0,0.0460767,0.00766926,0
-1.15925,0,0.0695549,0,0.04482,0.0091066,0
-1.15611,0,0.0693664,0,0.0435634,0.0104921,0
-1.15296,0,0.0691779,0,0.0423068,0.0118181,0
-1.14982,0,0.0689894,0,0.0410501,0.0130769,0
-1.14668,0,0.0688009,0,0.0397935,0.0142613,0
-1.14354,0,0.0686124,0,0.0385369,0.0153648,0
-1.1404,0,0.0684239,0,0.0372802,0.016381,0
-1.13726,0,0.0682354,0,0.0360236,0.0173041,0
-1.13411,0,0.0680469,0,0.034767,0.0181288,0
-1.13097,0,0.0678584,0,0.0335103,0.0188506,0
-1.12783,0,0.0676699,0,0.0322537,0.0194652,0
-1.12469,0,0.0674814,0,0.030997,0.0199692,0
-1.12155,0,0.0672929,0,0.0297404,0.0203598,0
-1.11841,0,0.0671044,0,0.0284838,0.0206346,0
-1.11527,0,0.0669159,0,0.0272271,0.0207922,0
-1.11212,0,0.0667274,0,0.0259705,0.0208317,0
-1.10898,0,0.0665389,0,0.0247138,0.0207528,0
-1.10584,0,0.0663504,0,0.0234572,0.020556,0
-1.1027,0,0.0661619,0,0.0222006,0.0202423,0
-1.09956,0,0.0659735,0,0.020944,0.0198137,0
-1.09642,0,0.065785,0,0.0196873,0.0192724,0
-1.09327,0,0.0655965,0,0.0184307,0.0186217,0
-1.09013,0,0.065408,0,0.0171741,0.0178652,0
-1.08699,0,0.0652195,0,0.0159174,0.0170071,0
-1.08385,0,0.065031,0,0.0146607,0.0160523,0
-1.08071,0,0.0648425,0,0.0134041,0.0150064,0
-1.07757,0,0.064654,0,0.0121475,0.0138753,0
-1.07442,0,0.0644655,0,0.0108908,0.0126652,0
-1.07128,0,0.064277,0,0.00963421,0.0113832,0
-1.06814,0,0.0640885,0,0.00837755,0.0100365,0
-1.065,0,0.0639,0,0.00712099,0.00863289,0
-1.06186,0,0.0637115,0,0.00586433,0.00718011,0
-1.05872,0,0.063523,0,0.00460768,0.00568652,0
-1.05558,0,0.0633345,0,0.00335107,0.00416066,0
-1.05243,0,0.063146,0,0.00209441,0.00261116,0
-1.04929,0,0.0629575,0,0.000837755,0.00104675,0
-1.04615,0,0.062769,0,-0.000418854,-0.000523498,0
-1.04301,0,0.0625805,0,-0.00167551,-0.00209085,0
-1.03987,0,0.062392,0,-0.00293217,-0.00364632,0
-1.03673,0,0.0622035,0,-0.00418878,-0.00518099,0
-1.03358,0,0.062015,0,-0.00544543,-0.00668634,0
-1.03044,0,0.0618265,0,-0.00670209,-0.00815362,0
-1.0273,0,0.061638,0,-0.0079587,-0.00957456,0
-1.02416,0,0.0614496,0,-0.00921535,-0.0109411,0
-1.02102,0,0.0612611,0,-0.010472,-0.0122455,0
-1.01788,0,0.0610726,0,-0.0117286,-0.0134803,0
-1.01473,0,0.0608841,0,-0.0129853,-0.0146385,0
-1.01159,0,0.0606956,0,-0.0142419,-0.0157136,0
-1.00845,0,0.0605071,0,-0.0154985,-0.0166993,0
-1.00531,0,0.0603186,0,-0.0167552,-0.0175901,0
-1.00217,0,0.0601301,0,-0.0180118,-0.0183811,0
-0.999026,0,0.0599416,0,-0.0192684,-0.0190675,0
-0.995885,0,0.0597531,0,-0.0205251,-0.0196456,0
-0.992743,0,0.0595646,0,-0.0217817,-0.0201121,0
-0.989602,0,0.0593761,0,-0.0230384,-0.0204643,0
-0.98646,0,0.0591876,0,-0.024295,-0.0207002,0
-0.983319,0,0.0589991,0,-0.0255516,-0.0208185,0
-0.980177,0,0.0588106,0,-0.0268083,-0.0208185,0
-0.977035,0,0.0586221,0,-0.0280649,-0.0207002,0
-0.973894,0,0.0584336,0,-0.0293215,-0.0204643,0
-0.970752,0,0.0582451,0,-0.0305782,-0.0201121,0
-0.967611,0,0.0580566,0,-0.0318348,-0.0196456,0
-0.964469,0,0.0578681,0,-0.0330914,-0.0190675,0
-0.961327,0,0.0576796,0,-0.0343481,-0.0183811,0
-0.958186,0,0.0574911,0,-0.0356047,-0.0175902,0
-0.955044,0,0.0573027,0,-0.0368613,-0.0166993,0
-0.951903,0,0.0571142,0,-0.038118,-0.0157136,0
-0.948761,0,0.0569257,0,-0.0393746,-0.0146385,0
-0.945619,0,0.0567372,0,-0.0406313,-0.0134803,0
-0.942478,0,0.0565487,0,-0.0418879,-0.0122456,0
-0.939336,0,0.0563602,0,-0.0431445,-0.0109411,0
-0.936195,0,0.0561717,0,-0.0444012,-0.0095746,0
-0.933053,0,0.0559832,0,-0.0456578,-0.00815362,0
-0.929911,0,0.0557947,0,-0.0469145,-0.00668634,0
-0.92677,0,0.0556062,0,-0.0481711,-0.00518107,0
-0.923628,0,0.0554177,0,-0.0494277,-0.00364632,0
-0.920487,0,0.0552292,0,-0.0506844,-0.00209089,0
-0.917345,0,0.0550407,0,-0.051941,-0.000523579,0
-0.914203,0,0.0548522,0,-0.0531976,0.00104675,0
-0.911062,0,0.0546637,0,-0.0544543,0.00261108,0
-0.90792,0,0.0544752,0,-0.0557109,0.00416062,0
-0.904779,0,0.0542867,0,-0.0569676,0.00568652,0
-0.901637,0,0.0540982,0,-0.0582242,0.00718003,0
-0.898496,0,0.0539097,0,-0.0594808,0.00863282,0
-0.895354,0,0.0537212,0,-0.0607375,0.0100365,0
-0.892212,0,0.0535327,0,-0.0619941,0.0113832,0
-0.889071,0,0.0533442,0,-0.0632507,0.0126652,0
-0.885929,0,0.0531558,0,-0.0645074,0.0138752,0
-0.882788,0,0.0529673,0,-0.065764,0.0150064,0
-0.879646,0,0.0527788,0,-0.0670206,0.0160523,0
-0.876504,0,0.0525903,0,-0.0682773,0.017007,0
-0.873363,0,0.0524018,0,-0.0695339,0.0178651,0
-0.870221,0,0.0522133,0,-0.0707906,0.0186217,0
-0.86708,0,0.0520248,0,-0.0720472,0.0192724,0
-0.863938,0,0.0518363,0,-0.0733038,0.0198137,0
-0.860796,0,0.0516478,0,-0.0745605,0.0202423,0
-0.857655,0,0.0514593,0,-0.0758171,0.020556,0
-0.854513,0,0.0512708,0,-0.0770737,0.0207528,0
-0.851372,0,0.0510823,0,-0.0783304,0.0208317,0
-0.84823,0,0.0508938,0,-0.079587,0.0207922,0
-0.845088,0,0.0507053,0,-0.0808437,0.0206346,0
-0.841947,0,0.0505168,0,-0.0821003,0.0203598,0
-0.838805,0,0.0503283,0,-0.0833569,0.0199692,0
-0.835664,0,0.0501398,0,-0.0846136,0.0194652,0
-0.832522,0,0.0499513,0,-0.0858702,0.0188506,0
-0.829381,0,0.0497628,0,-0.0871268,0.0181288,0
-0.826239,0,0.0495743,0,-0.0883835,0.0173041,0
-0.823097,0,0.0493858,0,-0.0896401,0.016381,0
-0.819956,0,0.0491973,0,-0.0908967,0.0153649,0
-0.816814,0,0.0490088,0,-0.0921534,0.0142614,0
-0.813673,0,0.0488204,0,-0.09341,0.0130769,0
-0.810531,0,0.0486319,0,-0.0946667,0.0118181,0
-0.807389,0,0.0484434,0,-0.0959233,0.0104922,0
-0.804248,0,0.0482549,0,-0.0971799,0.00910657,0
-0.801106,0,0.0480664,0,-0.0984366,0.00766927,0
-0.797965,0,0.0478779,0,-0.0996932,0.00618835,0
-0.794823,0,0.0476894,0,-0.1,0.0046723,0
-0.791681,0,0.0475009,0,-0.1,0.00312975,0
-0.78854,0,0.0473124,0,-0.1,0.00156929,0
-0.785398,0,0.0471239,0,0.1,9.9374e-10,0
-0.782257,0,0.0469354,0,0.1,-0.00156929,0
-0.779115,0,0.0467469,0,0.1,-0.00312971,0
-0.775973,0,0.0465584,0,0.1,-0.0046723,0
-0.772832,0,0.0463699,0,0.0996932,-0.00618838,0
-0.76969,0,0.0461814,0,0.0984366,-0.00766923,0
-0.766549,0,0.0459929,0,0.0971799,-0.00910657,0
-0.763407,0,0.0458044,0,0.0959233,-0.0104921,0
-0.760265,0,0.0456159,0,0.0946667,-0.0118181,0
-0.757124,0,0.0454274,0,0.09341,-0.0130769,0
-0.753982,0,0.0452389,0,0.0921534,-0.0142614,0
-0.750841,0,0.0450504,0,0.0908967,-0.0153649,0
-0.747699,0,0.0448619,0,0.0896401,-0.016381,0
-0.744557,0,0.0446735,0,0.0883835,-0.0173041,0
-0.741416,0,0.044485,0,0.0871269,-0.0181288,0
-0.738274,0,0.0442965,0,0.0858702,-0.0188506,0
-0.735133,0,0.044108,0,0.0846136,-0.0194652,0
-0.731991,0,0.0439195,0,0.0833569,-0.0199692,0
-0.728849,0,0.043731,0,0.0821003,-0.0203598,0
-0.725708,0,0.0435425,0,0.0808437,-0.0206346,0
-0.722566,0,0.043354,0,0.079587,-0.0207922,0
-0.719425,0,0.0431655,0,0.0783304,-0.0208317,0
-0.716283,0,0.042977,0,0.0770737,-0.0207528,0
-0.713142,0,0.0427885,0,0.0758171,-0.020556,0
-0.71,0,0.0426,0,0.0745605,-0.0202423,0
-0.706858,0,0.0424115,0,0.0733038,-0.0198137,0
-0.703717,0,0.042223,0,0.0720472,-0.0192725,0
-0.700575,0,0.0420345,0,0.0707906,-0.0186217,0
-0.697434,0,0.041846,0,0.0695339,-0.0178652,0
-0.694292,0,0.0416575,0,0.0682773,-0.0170071,0
-0.69115,0,0.041469,0,0.0670206,-0.0160523,0
-0.688009,0,0.0412805,0,0.065764,-0.0150064,0
-0.684867,0,0.041092,0,0.0645074,-0.0138753,0
-0.681726,0,0.0409035,0,0.0632507,-0.0126652,0
-0.678584,0,0.040715,0,0.0619941,-0.0113832,0
-0.675442,0,0.0405265,0,0.0607375,-0.0100366,0
-0.672301,0,0.040338,0,0.0594808,-0.00863282,0
-0.669159,0,0.0401496,0,0.0582242,-0.00718007,0
-0.666018,0,0.0399611,0,0.0569675,-0.0056865,0
-0.662876,0,0.0397726,0,0.0557109,-0.00416062,0
-0.659734,0,0.0395841,0,0.0544543,-0.00261112,0
-0.656593,0,0.0393956,0,0.0531976,-0.00104679,0
-0.653451,0,0.0392071,0,0.051941,0.000523518,0
-0.65031,0,0.0390186,0,0.0506844,0.00209087,0
-0.647168,0,0.0388301,0,0.0494277,0.00364632,0
-0.644027,0,0.0386416,0,0.0481711,0.00518103,0
-0.640885,0,0.0384531,0,0.0469145,0.0066863,0
-0.637743,0,0.0382646,0,0.0456578,0.0081536,0
-0.634602,0,0.0380761,0,0.0444012,0.00957456,0
-0.63146,0,0.0378876,0,0.0431445,0.0109411,0
-0.628319,0,0.0376991,0,0.0418879,0.0122455,0
-0.625177,0,0.0375106,0,0.0406313,0.0134803,0
-0.622035,0,0.0373221,0,0.0393746,0.0146385,0
-0.618894,0,0.0371336,0,0.038118,0.0157136,0
-0.615752,0,0.0369451,0,0.0368614,0.0166993,0
-0.612611,0,0.0367566,0,0.0356047,0.0175902,0
-0.609469,0,0.0365681,0,0.0343481,0.0183811,0
-0.606327,0,0.0363796,0,0.0330915,0.0190675,0
-0.603186,0,0.0361911,0,0.0318348,0.0196456,0
-0.600044,0,0.0360027,0,0.0305782,0.0201121,0
-0.596903,0,0.0358142,0,0.0293216,0.0204643,0
-0.593761,0,0.0356257,0,0.0280649,0.0207002,0
-0.590619,0,0.0354372,0,0.0268083,0.0208185,0
-0.587478,0,0.0352487,0,0.0255516,0.0208185,0
-0.584336,0,0.0350602,0,0.024295,0.0207002,0
-0.581195,0,0.0348717,0,0.0230383,0.0204643,0
-0.578053,0,0.0346832,0,0.0217817,0.0201121,0
-0.574911,0,0.0344947,0,0.0205251,0.0196456,0
-0.57177,0,0.0343062,0,0.0192684,0.0190675,0
-0.568628,0,0.0341177,0,0.0180118,0.0183811,0
-0.565487,0,0.0339292,0,0.0167552,0.0175902,0
-0.562345,0,0.0337407,0,0.0154985,0.0166993,0
-0.559204,0,0.0335522,0,0.0142419,0.0157136,0
-0.556062,0,0.0333637,0,0.0129852,0.0146385,0
-0.55292,0,0.0331752,0,0.0117286,0.0134803,0
-0.549779,0,0.0329867,0,0.010472,0.0122456,0
-0.546637,0,0.0327982,0,0.00921533,0.0109411,0
-0.543496,0,0.0326097,0,0.0079587,0.00957458,0
-0.540354,0,0.0324212,0,0.00670207,0.00815362,0
-0.537212,0,0.0322327,0,0.00544541,0.0066863,0
-0.534071,0,0.0320442,0,0.00418878,0.00518103,0
-0.530929,0,0.0318558,0,0.00293217,0.00364634,0
-0.527788,0,0.0316673,0,0.00167553,0.00209089,0
-0.524646,0,0.0314788,0,0.000418878,0.000523539,0
-0.521504,0,0.0312903,0,-0.000837755,-0.00104675,0
-0.518363,0,0.0311018,0,-0.00209439,-0.00261108,0
-0.515221,0,0.0309133,0,-0.00335104,-0.00416062,0
-0.51208,0,0.0307248,0,-0.00460768,-0.0056865,0
-0.508938,0,0.0305363,0,-0.00586431,-0.00718007,0
-0.505796,0,0.0303478,0,-0.00712094,-0.00863282,0
-0.502655,0,0.0301593,0,-0.00837758,-0.0100365,0
-0.499513,0,0.0299708,0,-0.00963422,-0.0113832,0
-0.496372,0,0.0297823,0,-0.0108909,-0.0126652,0
-0.49323,0,0.0295938,0,-0.0121475,-0.0138752,0
-0.490088,0,0.0294053,0,-0.0134041,-0.0150064,0
-0.486947,0,0.0292168,0,-0.0146608,-0.0160523,0
-0.483805,0,0.0290283,0,-0.0159174,-0.0170071,0
-0.480664,0,0.0288398,0,-0.017174,-0.0178651,0
-0.477522,0,0.0286513,0,-0.0184307,-0.0186217,0
-0.47438,0,0.0284628,0,-0.0196873,-0.0192724,0
-0.471239,0,0.0282743,0,-0.020944,-0.0198137,0
-0.468097,0,0.0280858,0,-0.0222006,-0.0202423,0
-0.464956,0,0.0278973,0,-0.0234572,-0.020556,0
-0.461814,0,0.0277088,0,-0.0247139,-0.0207528,0
-0.458673,0,0.0275204,0,-0.0259705,-0.0208317,0
-0.455531,0,0.0273319,0,-0.0272271,-0.0207922,0
-0.452389,0,0.0271434,0,-0.0284838,-0.0206346,0
-0.449248,0,0.0269549,0,-0.0297404,-0.0203598,0
-0.446106,0,0.0267664,0,-0.0309971,-0.0199692,0
-0.442965,0,0.0265779,0,-0.0322537,-0.0194652,0
-0.439823,0,0.0263894,0,-0.0335103,-0.0188506,0
-0.436681,0,0.0262009,0,-0.034767,-0.0181288,0
-0.43354,0,0.0260124,0,-0.0360236,-0.0173041,0
-0.430398,0,0.0258239,0,-0.0372802,-0.016381,0
-0.427257,0,0.0256354,0,-0.0385369,-0.0153649,0
-0.424115,0,0.0254469,0,-0.0397935,-0.0142614,0
-0.420973,0,0.0252584,0,-0.0410501,-0.0130769,0
-0.417832,0,0.0250699,0,-0.0423068,-0.0118181,0
-0.41469,0,0.0248814,0,-0.0435634,-0.0104922,0
-0.411549,0,0.0246929,0,-0.0448201,-0.00910659,0
-0.408407,0,0.0245044,0,-0.0460767,-0.00766927,0
-0.405265,0,0.0243159,0,-0.0473333,-0.00618838,0
-0.402124,0,0.0241274,0,-0.04859,-0.0046723,0
-0.398982,0,0.0239389,0,-0.0498466,-0.00312969,0
-0.395841,0,0.0237504,0,-0.0511032,-0.00156933,0
-0.392699,0,0.0235619,0,-0.0523599,-4.9687e-10,0
-0.389557,0,0.0233734,0,-0.0536165,0.00156931,0
-0.386416,0,0.023185,0,-0.0548732,0.00312971,0
-0.383274,0,0.0229965,0,-0.0561298,0.0046723,0
-0.380133,0,0.022808,0,-0.0573864,0.00618835,0
-0.376991,0,0.0226195,0,-0.0586431,0.00766926,0
-0.37385,0,0.022431,0,-0.0598997,0.00910657,0
-0.370708,0,0.0222425,0,-0.0611563,0.0104921,0
-0.367566,0,0.022054,0,-0.062413,0.0118181,0
-0.364425,0,0.0218655,0,-0.0636696,0.0130769,0
-0.361283,0,0.021677,0,-0.0649262,0.0142614,0
-0.358142,0,0.0214885,0,-0.0661829,0.0153649,0
-0.355,0,0.0213,0,-0.0674395,0.016381,0
-0.351858,0,0.0211115,0,-0.0686962,0.0173041,0
-0.348717,0,0.020923,0,-0.0699528,0.0181288,0
-0.345575,0,0.0207345,0,-0.0712094,0.0188506,0
-0.342434,0,0.020546,0,-0.0724661,0.0194652,0
-0.339292,0,0.0203575,0,-0.0737227,0.0199692,0
-0.33615,0,0.020169,0,-0.0749794,0.0203598,0
-0.333009,0,0.0199805,0,-0.076236,0.0206346,0
