# scenario=haptic-spring
t,theta,omega,theta_finger,tau_cmd,tau_ext,iq_ref,iq
0.733065,0.952605,-2.50763,1.11556,-0.052141,0.048887,-0.658346,-0.654461
0.734066,0.949537,-2.63098,1.11241,-0.0517102,0.0488606,-0.652907,-0.652038
0.735066,0.946469,-2.77106,1.10924,-0.051246,0.0488308,-0.647045,-0.653905
0.736066,0.944935,-2.44466,1.10606,-0.0518068,0.0483375,-0.654126,-0.649925
0.737066,0.941867,-2.58454,1.10287,-0.0513429,0.0483011,-0.648269,-0.647498
0.738066,0.938799,-2.73682,1.09967,-0.0508543,0.0482615,-0.642099,-0.649046
0.739066,0.937265,-2.41941,1.09646,-0.0513971,0.0477584,-0.648953,-0.644812
0.740067,0.934197,-2.56593,1.09324,-0.05092,0.0477123,-0.642929,-0.642196
0.741067,0.931129,-2.7231,1.09001,-0.0504215,0.047663,-0.636636,-0.643605
0.742067,0.929595,-2.40929,1.08676,-0.0509571,0.0471502,-0.643398,-0.639267
0.743067,0.926527,-2.55847,1.08351,-0.0504747,0.0470944,-0.637307,-0.636575
0.744067,0.923459,-2.66846,1.08024,-0.0500706,0.0470353,-0.632205,-0.631308
0.745067,0.920391,-2.7987,1.07697,-0.0496261,0.0469732,-0.626592,-0.633336
0.746068,0.918857,-2.46504,1.07368,-0.0502013,0.0464475,-0.633855,-0.629548
0.747068,0.915789,-2.59957,1.07039,-0.0497482,0.046379,-0.628134,-0.627268
0.748068,0.912721,-2.69877,1.06708,-0.0493657,0.0463072,-0.623304,-0.622304
0.749068,0.909653,-2.82105,1.06376,-0.0489371,0.0462323,-0.617893,-0.624556
0.750068,0.906585,-2.93494,1.06043,-0.0485252,0.0461542,-0.612692,-0.620885
0.751068,0.905051,-2.5655,1.05709,-0.0491721,0.0456128,-0.62086,-0.616331
0.752069,0.901983,-2.67365,1.05375,-0.0487717,0.0455285,-0.615804,-0.614717
0.753069,0.898915,-2.77572,1.05039,-0.0483835,0.0454411,-0.610902,-0.610458
0.754069,0.895847,-2.87779,1.04702,-0.0479953,0.0453505,-0.606001,-0.612527
0.755069,0.894313,-2.52335,1.04364,-0.0486121,0.0447967,-0.613789,-0.609282
0.756069,0.891245,-2.61735,1.04024,-0.04824,0.0446999,-0.609091,-0.604804
0.757069,0.888177,-2.71188,1.03684,-0.0478669,0.0446001,-0.60438,-0.603185
0.75807,0.885109,-2.80391,1.03343,-0.0474987,0.0444972,-0.599732,-0.599187
0.75907,0.882041,-2.89857,1.03001,-0.0471253,0.0443912,-0.595017,-0.601463
0.76007,0.878973,-2.9921,1.02658,-0.0467542,0.0442821,-0.590331,-0.598325
0.76107,0.877439,-2.60764,1.02314,-0.0474311,0.0437099,-0.598877,-0.594187
0.76207,0.874371,-2.6795,1.01969,-0.0471033,0.0435948,-0.594738,-0.590255
0.76307,0.871303,-2.75771,1.01623,-0.0467628,0.0434767,-0.590439,-0.589091
0.764071,0.868236,-2.8377,1.01275,-0.0464187,0.0433555,-0.586095,-0.58543
0.765071,0.865168,-2.92349,1.00927,-0.0460631,0.0432314,-0.581604,-0.587955
0.766071,0.8621,-2.98675,1.00578,-0.0457525,0.0431043,-0.577683,-0.584079
0.767071,0.859032,-3.05712,1.00228,-0.0454277,0.0429742,-0.573581,-0.581379
0.768071,0.855964,-3.10901,0.998767,-0.0451398,0.0428411,-0.569947,-0.577666
0.769071,0.85443,-2.69385,0.995246,-0.0458781,0.0422449,-0.579269,-0.574311
0.770072,0.851362,-2.74306,0.991715,-0.0455956,0.0421059,-0.575702,-0.571011
0.771072,0.848294,-2.80458,0.988174,-0.0452885,0.041964,-0.571824,-0.570316
0.772072,0.845226,-2.84993,0.984623,-0.0450137,0.0418192,-0.568354,-0.566838
0.773072,0.842158,-2.9057,0.981063,-0.0447181,0.0416714,-0.564622,-0.563743
0.774072,0.83909,-2.94683,0.977492,-0.0444517,0.0415208,-0.561259,-0.5603
0.775072,0.836022,-3.00395,0.973913,-0.0441534,0.0413672,-0.557492,-0.563589
0.776073,0.832954,-3.04608,0.970323,-0.0438851,0.0412108,-0.554104,-0.560302
0.777073,0.829886,-3.10087,0.966724,-0.0435914,0.0410515,-0.550397,-0.558039
0.778073,0.826818,-3.14127,0.963116,-0.0433265,0.0408893,-0.547052,-0.554647
0.779073,0.825284,-2.71763,0.959498,-0.0440818,0.0402641,-0.556588,-0.551526
0.780073,0.822216,-2.7606,0.95587,-0.0438118,0.0400962,-0.553179,-0.548399
0.781073,0.819148,-2.79229,0.952233,-0.0435643,0.0399255,-0.550054,-0.545203
0.782074,0.81608,-2.81565,0.948587,-0.0433335,0.039752,-0.54714,-0.542221
0.783074,0.813012,-2.83288,0.944931,-0.043115,0.0395757,-0.544381,-0.539411
0.784074,0.809944,-2.8708,0.941266,-0.042855,0.0393965,-0.541099,-0.539355
0.785074,0.806876,-2.89876,0.937591,-0.042615,0.0392146,-0.538069,-0.536363
0.786074,0.803808,-2.91938,0.933908,-0.0423897,0.0390299,-0.535224,-0.533463
0.787074,0.80074,-2.93459,0.930215,-0.0421752,0.0388424,-0.532516,-0.530709
0.788075,0.797672,-2.9458,0.926513,-0.0419687,0.0386523,-0.529908,-0.528067
0.789075,0.794604,-2.95406,0.922802,-0.0417681,0.0384593,-0.527375,-0.525508
0.790075,0.791536,-2.96016,0.919082,-0.0415719,0.0382636,-0.524897,-0.523009
0.791075,0.788468,-2.96465,0.915352,-0.0413788,0.0380652,-0.52246,-0.520556
0.792075,0.7854,-2.96797,0.911614,-0.0411881,0.037864,-0.520052,-0.518136
0.793075,0.782332,-2.97041,0.907866,-0.0409991,0.0376602,-0.517666,-0.51574
0.794076,0.779264,-2.97221,0.90411,-0.0408114,0.0374537,-0.515296,-0.513362
0.795076,0.776196,-2.97354,0.900345,-0.0406247,0.0372445,-0.512938,-0.510996
0.796076,0.773128,-2.97452,0.896571,-0.0404387,0.0370327,-0.510589,-0.508641
0.797076,0.77006,-2.97524,0.892788,-0.0402531,0.0368182,-0.508247,-0.506292
0.798076,0.766993,-2.97577,0.888996,-0.040068,0.036601,-0.505909,-0.503948
0.799076,0.763925,-2.97617,0.885195,-0.0398831,0.0363812,-0.503575,-0.501607
0.800077,0.760857,-2.97646,0.881386,-0.0396985,0.0361588,-0.501243,-0.49927
0.801077,0.757789,-2.95145,0.877568,-0.0395644,0.0359338,-0.499551,-0.494304
0.802077,0.754721,-2.93301,0.873741,-0.0394172,0.0357061,-0.497692,-0.492375
0.803077,0.751653,-2.91941,0.869906,-0.0392603,0.0354759,-0.495711,-0.490421
0.804077,0.747051,-3.36281,0.866062,-0.0380974,0.0357033,-0.481028,-0.488346
0.805077,0.743983,-3.33441,0.862209,-0.0379701,0.035468,-0.479421,-0.486402
0.806078,0.740915,-3.31347,0.858349,-0.0378279,0.0352302,-0.477625,-0.484639
0.807078,0.737847,-3.2743,0.854479,-0.0377222,0.0349897,-0.47629,-0.481819
0.808078,0.734779,-3.24542,0.850601,-0.0375959,0.0347467,-0.474696,-0.480234
0.809078,0.731711,-3.19732,0.846715,-0.037508,0.0345012,-0.473586,-0.472026
0.810078,0.728643,-3.16185,0.84282,-0.0373949,0.0342532,-0.472157,-0.470476
0.811078,0.725575,-3.1357,0.838917,-0.0372631,0.0340027,-0.470494,-0.468869
0.812079,0.722507,-3.09409,0.835006,-0.0371622,0.0337497,-0.46922,-0.466918
0.813079,0.719439,-3.03819,0.831087,-0.03709,0.0334943,-0.468308,-0.462782
0.814079,0.716371,-2.99697,0.827159,-0.0369883,0.0332363,-0.467024,-0.46149
0.815079,0.711769,-3.42,0.823223,-0.0358662,0.0334362,-0.452855,-0.459981
0.816079,0.708701,-3.37658,0.819279,-0.0357689,0.0331734,-0.451628,-0.458458
0.817079,0.705633,-3.32083,0.815327,-0.0356963,0.0329081,-0.450711,-0.456081
0.81808,0.702565,-3.25292,0.811367,-0.0356481,0.0326405,-0.450102,-0.448363
0.81908,0.699497,-3.20285,0.807399,-0.0355641,0.0323704,-0.449042,-0.447218
0.82008,0.696429,-3.1436,0.803422,-0.0354985,0.0320979,-0.448214,-0.44575
0.82108,0.693361,-3.0747,0.799438,-0.0354523,0.0318231,-0.44763,-0.441978
0.82208,0.688759,-3.47731,0.795446,-0.0343709,0.0320061,-0.433976,-0.440931
0.82308,0.685691,-3.41884,0.791447,-0.0343038,0.0317266,-0.433129,-0.439824
0.824081,0.682623,-3.352,0.787439,-0.0342534,0.0314447,-0.432492,-0.437758
0.825081,0.679555,-3.2759,0.783424,-0.0342215,0.0311605,-0.43209,-0.430268
0.826081,0.676487,-3.2198,0.7794,-0.0341497,0.0308739,-0.431182,-0.429291
0.827081,0.673419,-3.1561,0.77537,-0.034093,0.0305851,-0.430467,-0.427947
0.828081,0.670351,-3.08391,0.771331,-0.0340533,0.0302939,-0.429965,-0.424266
0.829081,0.665749,-3.4841,0.767285,-0.0329768,0.0304607,-0.416373,-0.423285
0.830082,0.662682,-3.42385,0.763231,-0.0329132,0.0301649,-0.415571,-0.422226
0.831082,0.659614,-3.32888,0.75917,-0.032919,0.029867,-0.415644,-0.413718
0.832082,0.656546,-3.25886,0.755101,-0.032875,0.0295668,-0.415088,-0.413068
0.833082,0.653478,-3.1849,0.751025,-0.0328388,0.0292643,-0.414632,-0.412008
0.834082,0.648876,-3.55857,0.746942,-0.0318154,0.0294198,-0.401709,-0.408518
0.835082,0.645808,-3.47876,0.742851,-0.0317909,0.0291129,-0.401401,-0.407894
0.836083,0.64274,-3.39618,0.738752,-0.031772,0.0288038,-0.401162,-0.406261
0.837083,0.639672,-3.30848,0.734647,-0.0317633,0.0284926,-0.401052,-0.399093
0.838083,0.636604,-3.22149,0.730534,-0.0317532,0.0281791,-0.400925,-0.398193
0.839083,0.632002,-3.58555,0.726414,-0.030749,0.0283237,-0.388245,-0.394961
0.840083,0.628934,-3.49865,0.722287,-0.0307387,0.0280059,-0.388115,-0.394535
0.841083,0.625866,-3.38404,0.718153,-0.0307839,0.027686,-0.388685,-0.38657
0.842084,0.622798,-3.2772,0.714011,-0.0308135,0.027364,-0.389059,-0.386165
0.843084,0.618196,-3.62663,0.709863,-0.0298385,0.0275,-0.376749,-0.383342
0.844084,0.615128,-3.52894,0.705707,-0.0298498,0.0271737,-0.376891,-0.38322
0.845084,0.61206,-3.40638,0.701545,-0.0299108,0.0268454,-0.377662,-0.375478
0.846084,0.608992,-3.29367,0.697375,-0.0299522,0.026515,-0.378184,-0.375238
0.847084,0.60439,-3.63878,0.693199,-0.0289859,0.0266427,-0.365983,-0.372536
0.848085,0.601322,-3.5379,0.689016,-0.0290035,0.0263081,-0.366206,-0.372504
0.849085,0.598254,-3.41298,0.684826,-0.0290693,0.0259716,-0.367036,-0.364826
0.850085,0.595186,-3.29854,0.680629,-0.0291141,0.0256329,-0.367602,-0.364634
0.851085,0.590584,-3.64236,0.676426,-0.0281503,0.0257525,-0.355433,-0.361968
0.852085,0.587516,-3.54054,0.672216,-0.0281699,0.0254099,-0.35568,-0.361961
0.853085,0.584448,-3.41493,0.667999,-0.028237,0.0250652,-0.356528,-0.354301
0.854086,0.58138,-3.29998,0.663776,-0.0282829,0.0247186,-0.357107,-0.354122
0.855086,0.576778,-3.64343,0.659546,-0.0273198,0.0248303,-0.344948,-0.351466
0.856086,0.57371,-3.5176,0.65531,-0.0273874,0.0244798,-0.345801,-0.350541
0.857086,0.570642,-3.39801,0.651067,-0.0274425,0.0241273,-0.346497,-0.344237
0.858086,0.567574,-3.26228,0.646817,-0.0275299,0.0237729,-0.3476,-0.341363
0.859086,0.562972,-3.61563,0.642562,-0.0265471,0.0238768,-0.33519,-0.341653
0.860087,0.559905,-3.4703,0.6383,-0.0266537,0.0235186,-0.336536,-0.334154
0.861087,0.556837,-3.3408,0.634032,-0.0267286,0.0231586,-0.337482,-0.334363
0.862087,0.552235,-3.67353,0.629757,-0.025787,0.0232568,-0.325594,-0.332007
0.863087,0.549167,-3.51299,0.625477,-0.025924,0.022893,-0.327323,-0.324822
0.864087,0.546099,-3.39461,0.62119,-0.0259767,0.0225273,-0.327989,-0.325502
0.865087,0.541497,-3.7132,0.616896,-0.0250634,0.0226199,-0.316457,-0.322792
0.866087,0.538429,-3.56905,0.612597,-0.0251676,0.0222506,-0.317773,-0.322345
0.867088,0.535361,-3.43595,0.608292,-0.0252498,0.0218794,-0.31881,-0.316418
0.868088,0.530759,-3.74368,0.603981,-0.0243582,0.0219666,-0.307553,-0.313807
0.869088,0.527691,-3.61525,0.599664,-0.0244309,0.0215919,-0.308472,-0.3145
0.870088,0.524623,-3.47001,0.59534,-0.0245373,0.0212153,-0.309815,-0.307385
0.871088,0.520021,-3.7688,0.591012,-0.0236636,0.0212972,-0.298783,-0.304964
0.872088,0.516953,-3.61004,0.586677,-0.0237971,0.0209171,-0.300468,-0.304912
0.873089,0.513885,-3.46617,0.582336,-0.0239007,0.0205353,-0.301777,-0.299285
0.874089,0.509283,-3.76597,0.57799,-0.023025,0.020612,-0.29072,-0.296899
0.875089,0.506215,-3.60795,0.573638,-0.023157,0.0202268,-0.292386,-0.29683
0.876089,0.503147,-3.46464,0.56928,-0.0232596,0.0198399,-0.293681,-0.291187
0.877089,0.498545,-3.76484,0.564917,-0.022383,0.0199115,-0.282614,-0.288789
0.878089,0.495477,-3.58031,0.560548,-0.022568,0.0195211,-0.284949,-0.282227
0.87909,0.492409,-3.44425,0.556173,-0.022656,0.0191292,-0.286061,-0.2834
0.88009,0.487807,-3.74981,0.551793,-0.0217688,0.0191958,-0.274859,-0.281056
0.88109,0.484739,-3.56923,0.547408,-0.0219459,0.0188006,-0.277095,-0.274394
0.88209,0.481671,-3.41376,0.543017,-0.0220728,0.0184037,-0.278696,-0.275324
0.88309,0.477069,-3.72732,0.538621,-0.0211695,0.0184655,-0.267292,-0.273506
0.88409,0.474001,-3.55265,0.534219,-0.0213348,0.0180654,-0.269379,-0.266713
0.885091,0.469399,-3.82973,0.529813,-0.0205045,0.018124,-0.258895,-0.264875
0.886091,0.466331,-3.65497,0.525401,-0.0206699,0.0177207,-0.260984,-0.265271
0.887091,0.463263,-3.4993,0.520983,-0.0207972,0.017316,-0.262591,-0.259974
0.888091,0.458661,-3.7904,0.516561,-0.0199389,0.0173699,-0.251754,-0.257831
0.889091,0.455594,-3.59916,0.512134,-0.0201373,0.016962,-0.254259,-0.251456
0.890091,0.450992,-3.86403,0.507701,-0.0193314,0.0170129,-0.244084,-0.24996
0.891092,0.447924,-3.70399,0.503264,-0.0194674,0.016602,-0.245801,-0.251536
0.892092,0.444856,-3.53545,0.498821,-0.0196204,0.0161897,-0.247733,-0.245071
0.893092,0.440254,-3.81705,0.494374,-0.0187811,0.016236,-0.237135,-0.243133
0.894092,0.437186,-3.61881,0.489922,-0.0189935,0.0158207,-0.239817,-0.23695
0.895092,0.432584,-3.87852,0.485464,-0.018198,0.0158642,-0.229773,-0.235599
0.896092,0.429516,-3.69094,0.481003,-0.0183891,0.015446,-0.232185,-0.236356
0.897093,0.426448,-3.52583,0.476536,-0.0185352,0.0150264,-0.23403,-0.231322
0.898093,0.421846,-3.80996,0.472064,-0.0176908,0.0150656,-0.223369,-0.229375
0.899093,0.418778,-3.61358,0.467588,-0.0178995,0.0146432,-0.226004,-0.223142
0.900093,0.414176,-3.87466,0.463108,-0.0171012,0.0146796,-0.215925,-0.221752
0.901093,0.411108,-3.66129,0.458623,-0.0173439,0.0142544,-0.218988,-0.215993
0.902093,0.40804,-3.48164,0.454133,-0.0175191,0.0138279,-0.221201,-0.217601
0.903094,0.403438,-3.77737,0.449639,-0.0166515,0.0138602,-0.210247,-0.216285
0.904094,0.40037,-3.58956,0.44514,-0.0168431,0.013431,-0.212665,-0.209857
0.905094,0.395768,-3.85695,0.440637,-0.0160322,0.0134607,-0.202427,-0.208292
0.906094,0.3927,-3.64823,0.43613,-0.0162655,0.0130288,-0.205373,-0.2024
0.907094,0.388098,-3.90021,0.431618,-0.0154855,0.0130559,-0.195524,-0.201266
0.908094,0.38503,-3.68013,0.427102,-0.0157415,0.0126215,-0.198757,-0.195694
0.909095,0.380428,-3.92373,0.422582,-0.0149782,0.0126461,-0.189119,-0.194798
0.910095,0.37736,-3.74801,0.418057,-0.0151456,0.0122091,-0.191232,-0.196815
0.911095,0.374292,-3.56791,0.413529,-0.0153217,0.011771,-0.193456,-0.19067
0.912095,0.36969,-3.84098,0.408996,-0.0144995,0.0117918,-0.183074,-0.188972
0.913095,0.366622,-3.63646,0.40446,-0.0147244,0.0113512,-0.185914,-0.182961
0.914095,0.36202,-3.89153,0.399919,-0.0139382,0.0113696,-0.175987,-0.18174
0.915096,0.358952,-3.67373,0.395375,-0.0141897,0.0109267,-0.179163,-0.176101
0.916096,0.354351,-3.91901,0.390827,-0.013423,0.0109428,-0.169482,-0.175157
0.917096,0.351283,-3.694,0.386274,-0.013689,0.0104975,-0.17284,-0.169722
0.918096,0.346681,-3.93396,0.381718,-0.0129329,0.0105113,-0.163294,-0.168928
0.919096,0.343613,-3.70502,0.377158,-0.0132067,0.0100637,-0.166752,-0.163604
0.920096,0.339011,-3.94208,0.372595,-0.0124565,0.0100752,-0.157279,-0.162891
0.921097,0.335943,-3.76154,0.368027,-0.0126335,0.00962538,-0.159514,-0.165044
0.922097,0.332875,-3.57788,0.363456,-0.0128167,0.0091745,-0.161827,-0.158995
0.923097,0.328273,-3.84834,0.358882,-0.0119997,0.00918272,-0.151511,-0.157371
0.924097,0.325205,-3.64188,0.354304,-0.0122285,0.0087297,-0.1544,-0.151411
0.925097,0.320603,-3.89553,0.349722,-0.0114451,0.00873582,-0.144509,-0.15023
0.926097,0.317535,-3.67668,0.345137,-0.0116987,0.00828071,-0.147711,-0.144618
0.927098,0.312933,-3.92119,0.340549,-0.0109336,0.00828477,-0.13805,-0.143695
0.928098,0.309865,-3.6956,0.335957,-0.0112007,0.00782762,-0.141423,-0.138273
0.929098,0.305263,-3.93514,0.331362,-0.0104455,0.00782969,-0.131888,-0.137491
0.930098,0.302195,-3.70589,0.326764,-0.0107199,0.00737057,-0.135353,-0.132172
0.931098,0.297593,-3.94272,0.322162,-0.00997014,0.00737067,-0.125886,-0.131466
0.932098,0.294525,-3.71148,0.317557,-0.0102485,0.00690964,-0.129401,-0.126203
0.933099,0.289923,-3.92004,0.312949,-0.0095553,0.00690785,-0.120648,-0.119044
0.934099,0.285321,-4.10063,0.308338,-0.008918,0.00690513,-0.112601,-0.117845
0.935099,0.282253,-3.82791,0.303724,-0.00927936,0.00644133,-0.117164,-0.113659
0.936099,0.279185,-3.57928,0.299107,-0.00959256,0.0059766,-0.121118,-0.113858
0.937099,0.274583,-3.84937,0.294487,-0.00877626,0.00597119,-0.110811,-0.116493
0.938099,0.271515,-3.64264,0.289864,-0.00900563,0.00550471,-0.113707,-0.110704
0.9391,0.266913,-3.89609,0.285239,-0.00822262,0.00549756,-0.103821,-0.109539
0.9401,0.263845,-3.67709,0.28061,-0.00847653,0.00502938,-0.107027,-0.103929
0.9411,0.259243,-3.92149,0.275979,-0.00771162,0.00502057,-0.0973689,-0.103009
0.9421,0.256175,-3.69583,0.271345,-0.00797888,0.00455073,-0.100743,-0.0975857
0.9431,0.251574,-3.9353,0.266708,-0.0072238,0.0045403,-0.0912096,-0.0968046
0.9441,0.248506,-3.70601,0.262068,-0.00749831,0.00406887,-0.0946757,-0.0914839
0.945101,0.243904,-3.89228,0.257426,-0.00684966,0.00405687,-0.0864855,-0.0833554
0.946101,0.239302,-4.08016,0.252782,-0.00619777,0.0040441,-0.0782547,-0.0834798
0.947101,0.236234,-3.81282,0.248135,-0.00654838,0.00357039,-0.0826816,-0.0792026
0.948101,0.231632,-4.02157,0.243485,-0.00585476,0.00355614,-0.0739237,-0.0792879
0.949101,0.228564,-3.82015,0.238834,-0.00607352,0.00308096,-0.0766858,-0.0820293
0.950101,0.225496,-3.6211,0.234179,-0.00628754,0.0026051,-0.0793881,-0.0764076
0.951102,0.220894,-3.88021,0.229523,-0.00549321,0.00258872,-0.0693588,-0.0751037
0.952102,0.216292,-4.11881,0.224864,-0.0047399,0.00257167,-0.0598472,-0.0693686
0.953102,0.213224,-3.84131,0.220203,-0.0051108,0.00209375,-0.0645303,-0.0611285
0.954102,0.208622,-4.04258,0.21554,-0.00443215,0.00207538,-0.0559615,-0.0612602
0.955102,0.205554,-3.78511,0.210875,-0.00476302,0.00159617,-0.0601391,-0.0567234
0.956102,0.200952,-4.00114,0.206207,-0.00405484,0.00157654,-0.0511975,-0.0566044
0.957103,0.197884,-3.75455,0.201538,-0.00436394,0.00109609,-0.0551002,-0.0517708
0.958103,0.193282,-3.97861,0.196866,-0.00363971,0.00107525,-0.0459559,-0.0514256
0.959103,0.190214,-3.73794,0.192193,-0.00393697,0.000593635,-0.0497092,-0.0464242
0.960103,0.185612,-3.96636,0.187518,-0.00320401,0.000571641,-0.0404547,-0.0459555
0.961103,0.182544,-3.72891,0.18284,-0.00349484,8.88929e-05,-0.0441267,-0.0408628
0.962103,0.177942,-3.9597,0.178162,-0.00275714,6.58035e-05,-0.0348123,-0.040327
0.963104,0.174874,-3.724,0.173481,-0.00304446,-0.000418013,-0.0384402,-0.0351844
0.964104,0.170272,-3.95608,0.168798,-0.00230418,-0.000442149,-0.0290932,-0.0346122
0.965104,0.167204,-3.72133,0.164114,-0.00258961,-0.000926976,-0.0326971,-0.0294422
0.966104,0.162602,-3.95411,0.159429,-0.00184793,-0.000952095,-0.0233324,-0.0288503
0.967104,0.159534,-3.71987,0.154741,-0.00213232,-0.00143788,-0.0269232,-0.0236654
0.968104,0.154932,-3.95304,0.150053,-0.00138987,-0.00146393,-0.0175489,-0.0230628
0.969105,0.151864,-3.71908,0.145363,-0.0016737,-0.00195052,-0.0211326,-0.0178695
0.970105,0.147263,-3.95245,0.140671,-0.000930841,-0.00197744,-0.011753,-0.0172613
0.971105,0.144195,-3.71865,0.135978,-0.00121436,-0.00246498,-0.0153329,-0.0120632
0.972105,0.139593,-3.92533,0.131284,-0.00052489,-0.00249272,-0.0066274,-0.0049537
0.973105,0.134991,-4.10453,0.126588,0.000109629,-0.00252085,0.00138421,-0.00379332
0.974105,0.131923,-3.83079,0.121891,-0.000253778,-0.00300955,-0.00320427,0.000370867
0.975106,0.127321,-4.03482,0.117193,0.000430403,-0.00303842,0.00543438,0.000155688
0.976106,0.124253,-3.77939,0.112493,0.000103614,-0.00352783,0.00130825,0.00474297
0.977106,0.119651,-3.97012,0.107793,0.000761185,-0.00355739,0.00961092,0.0114013
0.978106,0.115049,-4.13755,0.103091,0.00137218,-0.00358725,0.0173255,0.0122288
0.979106,0.111981,-3.85514,0.0983888,0.000991427,-0.00407762,0.012518,0.0161483
0.980106,0.107379,-4.05278,0.0936853,0.00166282,-0.00410809,0.0209952,0.0157519
0.981107,0.104311,-3.79263,0.0889808,0.0013266,-0.00459903,0.01675,0.0202065
0.982107,0.099709,-4.00668,0.0842755,0.00203083,-0.00463003,0.0256418,0.0202675
0.983107,0.096641,-3.75864,0.0795694,0.00171882,-0.00512148,0.0217023,0.0250646
0.984107,0.092039,-3.95482,0.0748625,0.00238729,-0.00515297,0.0301425,0.0318773
0.985107,0.0874371,-4.12627,0.0701548,0.00300632,-0.00518469,0.0379586,0.0328182
0.986107,0.0843691,-3.84682,0.0654464,0.0026315,-0.0056768,0.0332259,0.0368224
0.987108,0.0797672,-4.04664,0.0607374,0.00330725,-0.00570892,0.0417583,0.0364874
0.988108,0.0766992,-3.7881,0.0560278,0.00297426,-0.00620141,0.0375538,0.0409886
0.989108,0.0720972,-4.00335,0.0513177,0.00368086,-0.00623387,0.0464755,0.0410828
0.990108,0.0690293,-3.75618,0.046607,0.00337061,-0.00672668,0.0425581,0.0459055
0.991108,0.0644273,-3.97981,0.0418959,0.00409398,-0.00675943,0.0516916,0.0462366
0.992108,0.0613593,-3.73882,0.0371844,0.00379609,-0.0072525,0.0479304,0.0512346
0.993109,0.0567574,-3.96701,0.0324724,0.00452858,-0.00728548,0.057179,0.0516944
0.994109,0.0536894,-3.72939,0.0277602,0.00423741,-0.00777876,0.0535026,0.0567879
0.995109,0.0490875,-3.96005,0.0230477,0.00497486,-0.00781192,0.0628138,0.0573175
0.996109,0.0444855,-4.13013,0.018335,0.00559114,-0.00784516,0.0705952,0.0652606
0.997109,0.0414175,-3.84967,0.0136221,0.00521428,-0.00833864,0.0658369,0.069441
0.998109,0.0368156,-4.04874,0.00890904,0.00588855,-0.00837196,0.0743503,0.0690965
0.99911,0.0337476,-3.78965,0.00419591,0.00555445,-0.00886551,0.0701319,0.0735843
1.00011,0.0291457,-4.00449,-0.000516546,0.00626024,-0.00889866,0.0790434,0.0736661
1.00111,0.0260777,-3.75702,-0.00522399,0.00594938,-0.0093905,0.0751185,0.0784815
1.00211,0.0214757,-3.98043,-0.00993138,0.00667231,-0.00942214,0.0842464,0.078805
1.00311,0.0184078,-3.73928,-0.0146387,0.0063741,-0.00991393,0.080481,0.0837994
1.00411,0.0138058,-3.96735,-0.0193462,0.00710635,-0.0099456,0.0897266,0.0842544
1.0051,0.00920385,-4.15784,-0.0240532,0.00776345,-0.0099771,0.0980233,0.0919822
1.0061,0.00613588,-3.8701,-0.0287599,0.00737204,-0.0104687,0.0930813,0.096711
1.0071,0.00153393,-4.06381,-0.0334663,0.00803558,-0.0105001,0.101459,0.0962494
1.0081,-0.00153404,-3.80076,-0.0381728,0.00769356,-0.0109916,0.0971409,0.100629
1.0091,-0.006136,-4.01268,-0.0428785,0.00839352,-0.0110228,0.105979,0.100627
1.0101,-0.00920397,-3.76306,-0.0475838,0.00807836,-0.011514,0.102,0.105382
1.0111,-0.0138059,-3.98488,-0.052289,0.00879812,-0.0115449,0.111087,0.10566
1.0121,-0.0184079,-4.19599,-0.0569934,0.00949645,-0.0115756,0.119905,0.110611
1.0131,-0.0214759,-3.89823,-0.0616971,0.00908501,-0.0120664,0.11471,0.118297
1.0141,-0.0260778,-4.08455,-0.0664003,0.00973376,-0.0120967,0.122901,0.117737
1.01509,-0.0291458,-3.81605,-0.0711032,0.00938085,-0.0125872,0.118445,0.12197
1.01609,-0.0337477,-4.02396,-0.075805,0.0100728,-0.0126172,0.127182,0.121854
1.01709,-0.0368157,-3.77138,-0.080506,0.0097517,-0.0131071,0.123127,0.126526
1.01809,-0.0414177,-3.99101,-0.0852063,0.0104671,-0.0131366,0.13216,0.126741
1.01909,-0.0444856,-3.74709,-0.0899061,0.0101633,-0.0136261,0.128325,0.131658
1.02009,-0.0490876,-3.9731,-0.0946046,0.0108915,-0.0136551,0.137518,0.132053
1.02109,-0.0536895,-4.16208,-0.0993022,0.0115455,-0.0136838,0.145777,0.139739
1.02209,-0.0567575,-3.87323,-0.103999,0.0111519,-0.0141725,0.140807,0.144436
1.02309,-0.0613595,-4.06611,-0.108695,0.0118138,-0.0142006,0.149164,0.143949
1.02408,-0.0644274,-3.80246,-0.113389,0.0114706,-0.0146886,0.14483,0.148313
1.02508,-0.0690294,-4.01393,-0.118083,0.0121696,-0.014716,0.153657,0.148296
1.02608,-0.0720974,-3.76399,-0.122775,0.0118538,-0.0152034,0.149669,0.153043
1.02708,-0.0766993,-3.98556,-0.127466,0.0125731,-0.0152301,0.158751,0.153311
1.02808,-0.0797673,-3.74307,-0.132156,0.0122722,-0.0157167,0.154952,0.15827
1.02908,-0.0843692,-3.97014,-0.136845,0.0130024,-0.0157426,0.164172,0.158693
1.03008,-0.0874372,-3.73169,-0.141532,0.0127096,-0.0162285,0.160475,0.163766
1.03108,-0.0920392,-3.91122,-0.146218,0.0133448,-0.0162536,0.168495,0.171709
1.03208,-0.0966411,-4.09413,-0.150902,0.0139867,-0.0162783,0.1766,0.171433
