# scenario=load
t,iq_ref,iq,tau_e,tau_load,omega,theta_m
0.168996,0.4,0.400669,0.0317306,0.03168,76.1957,12.4837
0.169046,0.4,0.400668,0.0317306,0.03168,76.1845,12.4875
0.169096,0.4,0.400668,0.0317306,0.03168,76.1733,12.4913
0.169146,0.4,0.400668,0.0317306,0.03168,76.1621,12.4951
0.169196,0.4,0.400668,0.0317306,0.03168,76.1509,12.4989
0.169246,0.4,0.400668,0.0317306,0.03168,76.1397,12.5027
0.169296,0.4,0.400668,0.0317306,0.03168,76.1285,12.5065
0.169346,0.4,0.400669,0.0317307,0.03168,76.1173,12.5103
0.169396,0.4,0.400669,0.0317307,0.03168,76.1061,12.5141
0.169446,0.4,0.400669,0.0317307,0.03168,76.0949,12.518
0.169496,0.4,0.400669,0.0317307,0.03168,76.0837,12.5218
0.169546,0.4,0.400669,0.0317307,0.03168,76.0725,12.5256
0.169596,0.4,0.400669,0.0317307,0.03168,76.0613,12.5294
0.169646,0.4,0.400669,0.0317307,0.03168,76.0501,12.5332
0.169696,0.4,0.400669,0.0317307,0.03168,76.0389,12.537
0.169746,0.4,0.400669,0.0317307,0.03168,76.0277,12.5408
0.169796,0.4,0.400668,0.0317306,0.03168,76.0165,12.5446
0.169846,0.4,0.400668,0.0317306,0.03168,76.0053,12.5484
0.169896,0.4,0.400667,0.0317306,0.03168,75.9941,12.5522
0.169946,0.4,0.400667,0.0317306,0.03168,75.9829,12.556
0.169996,0.4,0.400667,0.0317306,0.03168,75.9717,12.5598
0.170046,0.4,0.400668,0.0317306,0.03168,75.9605,12.5636
0.170096,0.4,0.400668,0.0317306,0.03168,75.9493,12.5674
0.170146,0.4,0.400668,0.0317306,0.03168,75.9382,12.5712
0.170196,0.4,0.400668,0.0317306,0.03168,75.927,12.575
0.170246,0.4,0.400668,0.0317306,0.03168,75.9158,12.5788
0.170296,0.4,0.400668,0.0317306,0.03168,75.9046,12.5826
0.170346,0.4,0.400668,0.0317306,0.03168,75.8934,12.5863
0.170396,0.4,0.400668,0.0317306,0.03168,75.8823,12.5901
0.170446,0.4,0.400668,0.0317306,0.03168,75.8711,12.5939
0.170496,0.4,0.400667,0.0317306,0.03168,75.8599,12.5977
0.170546,0.4,0.400667,0.0317306,0.03168,75.8488,12.6015
0.170596,0.4,0.400667,0.0317305,0.03168,75.8376,12.6053
0.170646,0.4,0.400667,0.0317305,0.03168,75.8265,12.6091
0.170696,0.4,0.400667,0.0317305,0.03168,75.8153,12.6129
0.170746,0.4,0.400666,0.0317305,0.03168,75.8042,12.6167
0.170796,0.4,0.400666,0.0317304,0.03168,75.793,12.6205
0.170846,0.4,0.400666,0.0317304,0.03168,75.7819,12.6243
0.170896,0.4,0.400666,0.0317304,0.03168,75.7708,12.6281
0.170946,0.4,0.400666,0.0317304,0.03168,75.7596,12.6318
0.170996,0.4,0.400665,0.0317304,0.03168,75.7485,12.6356
0.171046,0.4,0.400665,0.0317304,0.03168,75.7373,12.6394
0.171096,0.4,0.400665,0.0317304,0.03168,75.7262,12.6432
0.171146,0.4,0.400665,0.0317304,0.03168,75.7151,12.647
0.171196,0.4,0.400665,0.0317304,0.03168,75.7039,12.6508
0.171246,0.4,0.400665,0.0317304,0.03168,75.6928,12.6546
0.171296,0.4,0.400665,0.0317304,0.03168,75.6816,12.6583
0.171346,0.4,0.400665,0.0317304,0.03168,75.6705,12.6621
0.171396,0.4,0.400665,0.0317304,0.03168,75.6594,12.6659
0.171446,0.4,0.400665,0.0317304,0.03168,75.6482,12.6697
0.171496,0.4,0.400665,0.0317304,0.03168,75.6371,12.6735
0.171546,0.4,0.400665,0.0317304,0.03168,75.626,12.6773
0.171596,0.4,0.400664,0.0317303,0.03168,75.6148,12.6811
0.171646,0.4,0.400664,0.0317303,0.03168,75.6037,12.6848
0.171696,0.4,0.400664,0.0317303,0.03168,75.5925,12.6886
0.171746,0.4,0.400664,0.0317303,0.03168,75.5814,12.6924
0.171796,0.4,0.400664,0.0317303,0.03168,75.5703,12.6962
0.171846,0.4,0.400664,0.0317303,0.03168,75.5591,12.6999
0.171896,0.4,0.400664,0.0317304,0.03168,75.548,12.7037
0.171946,0.4,0.400664,0.0317304,0.03168,75.5368,12.7075
0.171996,0.4,0.400664,0.0317304,0.03168,75.5257,12.7113
0.172046,0.4,0.400664,0.0317304,0.03168,75.5146,12.715
0.172096,0.4,0.400664,0.0317304,0.03168,75.5034,12.7188
0.172146,0.4,0.400664,0.0317304,0.03168,75.4923,12.7226
0.172196,0.4,0.400664,0.0317304,0.03168,75.4811,12.7264
0.172246,0.4,0.400664,0.0317304,0.03168,75.47,12.7301
0.172296,0.4,0.400664,0.0317303,0.03168,75.4589,12.7339
0.172346,0.4,0.400664,0.0317303,0.03168,75.4477,12.7377
0.172396,0.4,0.400664,0.0317303,0.03168,75.4366,12.7415
0.172446,0.4,0.400663,0.0317303,0.03168,75.4255,12.7452
0.172496,0.4,0.400663,0.0317303,0.03168,75.4143,12.749
0.172546,0.4,0.400663,0.0317303,0.03168,75.4032,12.7528
0.172596,0.4,0.400663,0.0317303,0.03168,75.392,12.7565
0.172646,0.4,0.400664,0.0317303,0.03168,75.3809,12.7603
0.172696,0.4,0.400664,0.0317303,0.03168,75.3698,12.7641
0.172746,0.4,0.400664,0.0317303,0.03168,75.3586,12.7678
0.172796,0.4,0.400664,0.0317304,0.03168,75.3475,12.7716
0.172845,0.4,0.400664,0.0317304,0.03168,75.3363,12.7754
0.172895,0.4,0.400664,0.0317304,0.03168,75.3252,12.7791
0.172945,0.4,0.400664,0.0317304,0.03168,75.3141,12.7829
0.172995,0.4,0.400664,0.0317304,0.03168,75.3029,12.7867
0.173045,0.4,0.400664,0.0317304,0.03168,75.2918,12.7904
0.173095,0.4,0.400664,0.0317304,0.03168,75.2806,12.7942
0.173145,0.4,0.400664,0.0317304,0.03168,75.2695,12.798
0.173195,0.4,0.400664,0.0317304,0.03168,75.2584,12.8017
0.173245,0.4,0.400664,0.0317304,0.03168,75.2472,12.8055
0.173295,0.4,0.400664,0.0317303,0.03168,75.2361,12.8093
0.173345,0.4,0.400663,0.0317303,0.03168,75.225,12.813
0.173395,0.4,0.400663,0.0317303,0.03168,75.2138,12.8168
0.173445,0.4,0.400664,0.0317303,0.03168,75.2027,12.8205
0.173495,0.4,0.400664,0.0317303,0.03168,75.1915,12.8243
0.173545,0.4,0.400664,0.0317303,0.03168,75.1804,12.8281
0.173595,0.4,0.400664,0.0317304,0.03168,75.1693,12.8318
0.173645,0.4,0.400664,0.0317304,0.03168,75.1581,12.8356
0.173695,0.4,0.400664,0.0317304,0.03168,75.147,12.8393
0.173745,0.4,0.400664,0.0317304,0.03168,75.1358,12.8431
0.173795,0.4,0.400664,0.0317304,0.03168,75.1247,12.8469
0.173845,0.4,0.400664,0.0317304,0.03168,75.1136,12.8506
0.173895,0.4,0.400664,0.0317304,0.03168,75.1024,12.8544
0.173945,0.4,0.400664,0.0317304,0.03168,75.0913,12.8581
0.173995,0.4,0.400664,0.0317304,0.03168,75.0801,12.8619
0.174045,0.4,0.400664,0.0317304,0.03168,75.069,12.8656
0.174095,0.4,0.400664,0.0317304,0.03168,75.0579,12.8694
0.174145,0.4,0.400664,0.0317303,0.03168,75.0467,12.8731
0.174195,0.4,0.400663,0.0317303,0.03168,75.0356,12.8769
0.174245,0.4,0.400663,0.0317303,0.03168,75.0245,12.8806
0.174295,0.4,0.400664,0.0317303,0.03168,75.0133,12.8844
0.174345,0.4,0.400664,0.0317303,0.03168,75.0022,12.8881
0.174395,0.4,0.400664,0.0317303,0.03168,74.991,12.8919
0.174445,0.4,0.400664,0.0317304,0.03168,74.9799,12.8956
0.174495,0.4,0.400664,0.0317304,0.03168,74.9688,12.8994
0.174545,0.4,0.400664,0.0317304,0.03168,74.9576,12.9031
0.174595,0.4,0.400664,0.0317304,0.03168,74.9465,12.9069
0.174645,0.4,0.400664,0.0317304,0.03168,74.9353,12.9106
0.174695,0.4,0.400664,0.0317304,0.03168,74.9242,12.9144
0.174745,0.4,0.400664,0.0317304,0.03168,74.9131,12.9181
0.174795,0.4,0.400664,0.0317304,0.03168,74.9019,12.9219
0.174845,0.4,0.400664,0.0317304,0.03168,74.8908,12.9256
0.174895,0.4,0.400664,0.0317304,0.03168,74.8796,12.9294
0.174945,0.4,0.400664,0.0317304,0.03168,74.8685,12.9331
0.174995,0.4,0.400664,0.0317304,0.03168,74.8574,12.9369
0.175045,0.4,0.400664,0.0317303,0.03168,74.8462,12.9406
0.175095,0.4,0.400663,0.0317303,0.03168,74.8351,12.9443
0.175145,0.4,0.400664,0.0317303,0.03168,74.824,12.9481
0.175195,0.4,0.400664,0.0317303,0.03168,74.8128,12.9518
0.175245,0.4,0.400664,0.0317304,0.03168,74.8017,12.9555
0.175295,0.4,0.400664,0.0317304,0.03168,74.7905,12.9593
0.175345,0.4,0.400664,0.0317304,0.03168,74.7794,12.963
0.175395,0.4,0.400664,0.0317304,0.03168,74.7683,12.9668
0.175445,0.4,0.400664,0.0317304,0.03168,74.7571,12.9705
0.175495,0.4,0.400664,0.0317304,0.03168,74.746,12.9742
0.175545,0.4,0.400664,0.0317304,0.03168,74.7348,12.978
0.175595,0.4,0.400664,0.0317304,0.03168,74.7237,12.9817
0.175645,0.4,0.400664,0.0317304,0.03168,74.7126,12.9855
0.175695,0.4,0.400664,0.0317304,0.03168,74.7014,12.9892
0.175745,0.4,0.400664,0.0317304,0.03168,74.6903,12.9929
0.175795,0.4,0.400664,0.0317304,0.03168,74.6791,12.9967
0.175845,0.4,0.400664,0.0317304,0.03168,74.668,13.0004
0.175895,0.4,0.400664,0.0317303,0.03168,74.6569,13.0041
0.175945,0.4,0.400663,0.0317303,0.03168,74.6457,13.0079
0.175995,0.4,0.400664,0.0317303,0.03168,74.6346,13.0116
0.176045,0.4,0.400664,0.0317304,0.03168,74.6235,13.0153
0.176095,0.4,0.400664,0.0317304,0.03168,74.6123,13.019
0.176145,0.4,0.400664,0.0317304,0.03168,74.6012,13.0228
0.176195,0.4,0.400664,0.0317304,0.03168,74.5901,13.0265
0.176245,0.4,0.400664,0.0317304,0.03168,74.5789,13.0302
0.176295,0.4,0.400664,0.0317304,0.03168,74.5678,13.034
0.176345,0.4,0.400664,0.0317304,0.03168,74.5567,13.0377
0.176395,0.4,0.400664,0.0317304,0.03168,74.5455,13.0414
0.176445,0.4,0.400664,0.0317304,0.03168,74.5344,13.0451
0.176495,0.4,0.400664,0.0317304,0.03168,74.5233,13.0489
0.176545,0.4,0.400664,0.0317304,0.03168,74.5122,13.0526
0.176595,0.4,0.400664,0.0317304,0.03168,74.501,13.0563
0.176645,0.4,0.400664,0.0317304,0.03168,74.4899,13.0601
0.176695,0.4,0.400664,0.0317304,0.03168,74.4788,13.0638
0.176745,0.4,0.400663,0.0317303,0.03168,74.4677,13.0675
0.176795,0.4,0.400663,0.0317303,0.03168,74.4566,13.0712
0.176845,0.4,0.400663,0.0317303,0.03168,74.4455,13.0749
0.176895,0.4,0.400663,0.0317303,0.03168,74.4343,13.0787
0.176945,0.4,0.400663,0.0317303,0.03168,74.4232,13.0824
0.176995,0.4,0.400663,0.0317303,0.03168,74.4121,13.0861
0.177045,0.4,0.400663,0.0317303,0.03168,74.401,13.0898
0.177095,0.4,0.400663,0.0317303,0.03168,74.3899,13.0935
0.177145,0.4,0.400663,0.0317303,0.03168,74.3788,13.0973
0.177195,0.4,0.400663,0.0317303,0.03168,74.3677,13.101
0.177245,0.4,0.400663,0.0317303,0.03168,74.3566,13.1047
0.177295,0.4,0.400663,0.0317303,0.03168,74.3455,13.1084
0.177345,0.4,0.400663,0.0317303,0.03168,74.3344,13.1121
0.177395,0.4,0.400663,0.0317303,0.03168,74.3233,13.1159
0.177445,0.4,0.400663,0.0317303,0.03168,74.3123,13.1196
0.177495,0.4,0.400662,0.0317303,0.03168,74.3012,13.1233
0.177545,0.4,0.400662,0.0317303,0.03168,74.2901,13.127
0.177595,0.4,0.400661,0.0317302,0.03168,74.279,13.1307
0.177645,0.4,0.400661,0.0317302,0.03168,74.268,13.1344
0.177695,0.4,0.400661,0.0317302,0.03168,74.2569,13.1381
0.177745,0.4,0.400661,0.0317302,0.03168,74.2458,13.1419
0.177795,0.4,0.400661,0.0317302,0.03168,74.2348,13.1456
0.177845,0.4,0.400661,0.0317302,0.03168,74.2237,13.1493
0.177895,0.4,0.400661,0.0317302,0.03168,74.2127,13.153
0.177945,0.4,0.400661,0.0317302,0.03168,74.2016,13.1567
0.177995,0.4,0.400661,0.0317302,0.03168,74.1905,13.1604
0.178045,0.4,0.400661,0.0317302,0.03168,74.1795,13.1641
0.178095,0.4,0.400661,0.0317302,0.03168,74.1684,13.1678
0.178145,0.4,0.400661,0.0317301,0.03168,74.1573,13.1715
0.178195,0.4,0.400661,0.0317301,0.03168,74.1463,13.1752
0.178245,0.4,0.40066,0.0317301,0.03168,74.1352,13.179
0.178295,0.4,0.40066,0.0317301,0.03168,74.1242,13.1827
0.178345,0.4,0.40066,0.0317301,0.03168,74.1131,13.1864
0.178395,0.4,0.40066,0.0317301,0.03168,74.102,13.1901
0.178445,0.4,0.40066,0.0317301,0.03168,74.091,13.1938
0.178495,0.4,0.400659,0.03173,0.03168,74.0799,13.1975
0.178545,0.4,0.400659,0.03173,0.03168,74.0688,13.2012
0.178595,0.4,0.400659,0.03173,0.03168,74.0578,13.2049
0.178645,0.4,0.40066,0.0317301,0.03168,74.0467,13.2086
0.178695,0.4,0.40066,0.0317301,0.03168,74.0357,13.2123
0.178745,0.4,0.40066,0.0317301,0.03168,74.0246,13.216
0.178795,0.4,0.40066,0.0317301,0.03168,74.0135,13.2197
0.178845,0.4,0.40066,0.0317301,0.03168,74.0025,13.2234
0.178895,0.4,0.40066,0.0317301,0.03168,73.9914,13.2271
0.178945,0.4,0.40066,0.0317301,0.03168,73.9803,13.2308
0.178995,0.4,0.40066,0.0317301,0.03168,73.9693,13.2345
0.179045,0.4,0.40066,0.0317301,0.03168,73.9582,13.2382
0.179095,0.4,0.40066,0.0317301,0.03168,73.9472,13.2419
0.179145,0.4,0.40066,0.0317301,0.03168,73.9361,13.2456
0.179195,0.4,0.40066,0.0317301,0.03168,73.925,13.2493
0.179245,0.4,0.40066,0.0317301,0.03168,73.914,13.253
0.179295,0.4,0.40066,0.0317301,0.03168,73.9029,13.2567
0.179345,0.4,0.400659,0.03173,0.03168,73.8918,13.2604
0.179395,0.4,0.400659,0.03173,0.03168,73.8808,13.2641
0.179445,0.4,0.400659,0.03173,0.03168,73.8697,13.2678
0.179495,0.4,0.400659,0.03173,0.03168,73.8587,13.2714
0.179545,0.4,0.40066,0.0317301,0.03168,73.8476,13.2751
0.179595,0.4,0.40066,0.0317301,0.03168,73.8365,13.2788
0.179645,0.4,0.40066,0.0317301,0.03168,73.8255,13.2825
0.179695,0.4,0.40066,0.0317301,0.03168,73.8144,13.2862
0.179745,0.4,0.40066,0.0317301,0.03168,73.8033,13.2899
0.179795,0.4,0.40066,0.0317301,0.03168,73.7923,13.2936
0.179845,0.4,0.40066,0.0317301,0.03168,73.7812,13.2973
0.179895,0.4,0.40066,0.0317301,0.03168,73.7702,13.301
0.179945,0.4,0.40066,0.0317301,0.03168,73.7591,13.3047
0.179995,0.4,0.40066,0.0317301,0.03168,73.748,13.3084
0.180045,0.4,0.40066,0.0317301,0.03168,73.737,13.312
0.180095,0.4,0.40066,0.0317301,0.03168,73.7259,13.3157
0.180145,0.4,0.40066,0.0317301,0.03168,73.7148,13.3194
0.180195,0.4,0.400659,0.03173,0.03168,73.7038,13.3231
0.180245,0.4,0.400659,0.03173,0.03168,73.6927,13.3268
0.180295,0.4,0.400659,0.03173,0.03168,73.6817,13.3305
0.180345,0.4,0.400659,0.0317301,0.03168,73.6706,13.3341
0.180395,0.4,0.400659,0.0317301,0.03168,73.6595,13.3378
0.180444,0.4,0.40066,0.0317301,0.03168,73.6485,13.3415
0.180494,0.4,0.40066,0.0317301,0.03168,73.6374,13.3452
0.180544,0.4,0.40066,0.0317301,0.03168,73.6263,13.3489
0.180594,0.4,0.40066,0.0317301,0.03168,73.6153,13.3526
0.180644,0.4,0.40066,0.0317301,0.03168,73.6042,13.3562
0.180694,0.4,0.40066,0.0317301,0.03168,73.5932,13.3599
0.180744,0.4,0.40066,0.0317301,0.03168,73.5821,13.3636
0.180794,0.4,0.40066,0.0317301,0.03168,73.571,13.3673
0.180844,0.4,0.40066,0.0317301,0.03168,73.56,13.371
0.180894,0.4,0.40066,0.0317301,0.03168,73.5489,13.3746
0.180944,0.4,0.40066,0.0317301,0.03168,73.5378,13.3783
0.180994,0.4,0.40066,0.0317301,0.03168,73.5268,13.382
0.181044,0.4,0.400659,0.0317301,0.03168,73.5157,13.3857
0.181094,0.4,0.400659,0.03173,0.03168,73.5047,13.3893
0.181144,0.4,0.400659,0.03173,0.03168,73.4936,13.393
0.181194,0.4,0.400659,0.0317301,0.03168,73.4825,13.3967
0.181244,0.4,0.400659,0.0317301,0.03168,73.4715,13.4004
0.181294,0.4,0.40066,0.0317301,0.03168,73.4604,13.404
0.181344,0.4,0.40066,0.0317301,0.03168,73.4493,13.4077
0.181394,0.4,0.40066,0.0317301,0.03168,73.4383,13.4114
0.181444,0.4,0.40066,0.0317301,0.03168,73.4272,13.415
0.181494,0.4,0.40066,0.0317301,0.03168,73.4162,13.4187
0.181544,0.4,0.40066,0.0317301,0.03168,73.4051,13.4224
0.181594,0.4,0.40066,0.0317301,0.03168,73.394,13.4261
0.181644,0.4,0.40066,0.0317301,0.03168,73.383,13.4297
0.181694,0.4,0.40066,0.0317301,0.03168,73.3719,13.4334
0.181744,0.4,0.40066,0.0317301,0.03168,73.3608,13.4371
0.181794,0.4,0.40066,0.0317301,0.03168,73.3498,13.4407
0.181844,0.4,0.40066,0.0317301,0.03168,73.3387,13.4444
0.181894,0.4,0.400659,0.0317301,0.03168,73.3277,13.4481
0.181944,0.4,0.400659,0.0317301,0.03168,73.3166,13.4517
0.181994,0.4,0.400659,0.03173,0.03168,73.3055,13.4554
0.182044,0.4,0.400659,0.0317301,0.03168,73.2945,13.4591
0.182094,0.4,0.400659,0.0317301,0.03168,73.2834,13.4627
0.182144,0.4,0.400659,0.0317301,0.03168,73.2723,13.4664
0.182194,0.4,0.40066,0.0317301,0.03168,73.2613,13.4701
0.182244,0.4,0.40066,0.0317301,0.03168,73.2502,13.4737
0.182294,0.4,0.40066,0.0317301,0.03168,73.2392,13.4774
0.182344,0.4,0.40066,0.0317301,0.03168,73.2281,13.481
0.182394,0.4,0.40066,0.0317301,0.03168,73.217,13.4847
0.182444,0.4,0.40066,0.0317301,0.03168,73.206,13.4884
0.182494,0.4,0.40066,0.0317301,0.03168,73.1949,13.492
0.182544,0.4,0.40066,0.0317301,0.03168,73.1838,13.4957
0.182594,0.4,0.40066,0.0317301,0.03168,73.1728,13.4994
0.182644,0.4,0.40066,0.0317301,0.03168,73.1617,13.503
0.182694,0.4,0.40066,0.0317301,0.03168,73.1507,13.5067
0.182744,0.4,0.40066,0.0317301,0.03168,73.1396,13.5103
0.182794,0.4,0.400659,0.0317301,0.03168,73.1285,13.514
0.182844,0.4,0.400659,0.0317301,0.03168,73.1175,13.5176
0.182894,0.4,0.400659,0.0317301,0.03168,73.1064,13.5213
0.182944,0.4,0.400659,0.0317301,0.03168,73.0953,13.5249
0.182994,0.4,0.400659,0.0317301,0.03168,73.0843,13.5286
0.183044,0.4,0.40066,0.0317301,0.03168,73.0732,13.5322
0.183094,0.4,0.40066,0.0317301,0.03168,73.0622,13.5359
0.183144,0.4,0.40066,0.0317301,0.03168,73.0511,13.5396
0.183194,0.4,0.40066,0.0317301,0.03168,73.0401,13.5432
0.183244,0.4,0.40066,0.0317301,0.03168,73.029,13.5469
0.183294,0.4,0.40066,0.0317301,0.03168,73.018,13.5505
0.183344,0.4,0.40066,0.0317301,0.03168,73.0069,13.5542
0.183394,0.4,0.40066,0.0317301,0.03168,72.9958,13.5578
0.183444,0.4,0.40066,0.0317301,0.03168,72.9848,13.5615
0.183494,0.4,0.400659,0.0317301,0.03168,72.9737,13.5651
0.183544,0.4,0.400659,0.0317301,0.03168,72.9627,13.5688
0.183594,0.4,0.400659,0.0317301,0.03168,72.9517,13.5724
0.183644,0.4,0.400659,0.03173,0.03168,72.9406,13.5761
0.183694,0.4,0.400659,0.03173,0.03168,72.9296,13.5797
0.183744,0.4,0.400659,0.03173,0.03168,72.9185,13.5833
0.183794,0.4,0.400659,0.03173,0.03168,72.9075,13.587
0.183844,0.4,0.400659,0.0317301,0.03168,72.8965,13.5906
0.183894,0.4,0.400659,0.0317301,0.03168,72.8854,13.5943
0.183944,0.4,0.400659,0.0317301,0.03168,72.8744,13.5979
0.183994,0.4,0.400659,0.0317301,0.03168,72.8634,13.6016
0.184044,0.4,0.400659,0.0317301,0.03168,72.8523,13.6052
0.184094,0.4,0.400659,0.0317301,0.03168,72.8413,13.6088
0.184144,0.4,0.400659,0.0317301,0.03168,72.8303,13.6125
0.184194,0.4,0.400659,0.0317301,0.03168,72.8193,13.6161
0.184244,0.4,0.400658,0.03173,0.03168,72.8083,13.6198
0.184294,0.4,0.400658,0.03173,0.03168,72.7973,13.6234
0.184344,0.4,0.400658,0.03173,0.03168,72.7862,13.6271
0.184394,0.4,0.400658,0.03173,0.03168,72.7752,13.6307
0.184444,0.4,0.400658,0.03173,0.03168,72.7642,13.6343
0.184494,0.4,0.400657,0.0317299,0.03168,72.7533,13.638
0.184544,0.4,0.400657,0.0317299,0.03168,72.7423,13.6416
0.184594,0.4,0.400657,0.0317299,0.03168,72.7313,13.6452
0.184644,0.4,0.400657,0.0317299,0.03168,72.7203,13.6489
0.184694,0.4,0.400657,0.0317299,0.03168,72.7093,13.6525
0.184744,0.4,0.400657,0.0317299,0.03168,72.6983,13.6561
0.184794,0.4,0.400657,0.0317299,0.03168,72.6873,13.6598
0.184844,0.4,0.400657,0.0317299,0.03168,72.6763,13.6634
0.184894,0.4,0.400657,0.0317299,0.03168,72.6654,13.6671
0.184944,0.4,0.400657,0.0317299,0.03168,72.6544,13.6707
0.184994,0.4,0.400657,0.0317299,0.03168,72.6434,13.6743
0.185044,0.4,0.400656,0.0317299,0.03168,72.6324,13.678
0.185094,0.4,0.400656,0.0317299,0.03168,72.6214,13.6816
0.185144,0.4,0.400656,0.0317299,0.03168,72.6104,13.6852
0.185194,0.4,0.400656,0.0317298,0.03168,72.5994,13.6889
0.185244,0.4,0.400656,0.0317298,0.03168,72.5885,13.6925
0.185294,0.4,0.400656,0.0317298,0.03168,72.5775,13.6961
0.185344,0.4,0.400655,0.0317298,0.03168,72.5665,13.6997
0.185394,0.4,0.400655,0.0317298,0.03168,72.5555,13.7034
0.185444,0.4,0.400655,0.0317298,0.03168,72.5445,13.707
0.185494,0.4,0.400655,0.0317298,0.03168,72.5335,13.7106
0.185544,0.4,0.400655,0.0317298,0.03168,72.5225,13.7142
0.185594,0.4,0.400655,0.0317298,0.03168,72.5116,13.7179
0.185644,0.4,0.400655,0.0317298,0.03168,72.5006,13.7215
0.185694,0.4,0.400655,0.0317298,0.03168,72.4896,13.7251
0.185744,0.4,0.400655,0.0317298,0.03168,72.4786,13.7287
0.185794,0.4,0.400655,0.0317298,0.03168,72.4676,13.7324
0.185844,0.4,0.400656,0.0317298,0.03168,72.4566,13.736
0.185894,0.4,0.400655,0.0317298,0.03168,72.4456,13.7396
0.185944,0.4,0.400655,0.0317298,0.03168,72.4346,13.7432
0.185994,0.4,0.400655,0.0317298,0.03168,72.4237,13.7469
0.186044,0.4,0.400655,0.0317298,0.03168,72.4127,13.7505
0.186094,0.4,0.400655,0.0317298,0.03168,72.4017,13.7541
0.186144,0.4,0.400655,0.0317298,0.03168,72.3907,13.7577
0.186194,0.4,0.400655,0.0317298,0.03168,72.3797,13.7613
0.186244,0.4,0.400655,0.0317298,0.03168,72.3687,13.765
0.186294,0.4,0.400654,0.0317298,0.03168,72.3577,13.7686
0.186344,0.4,0.400655,0.0317298,0.03168,72.3468,13.7722
0.186394,0.4,0.400655,0.0317298,0.03168,72.3358,13.7758
0.186444,0.4,0.400655,0.0317298,0.03168,72.3248,13.7794
0.186494,0.4,0.400655,0.0317298,0.03168,72.3138,13.783
0.186544,0.4,0.400655,0.0317298,0.03168,72.3028,13.7866
0.186594,0.4,0.400655,0.0317298,0.03168,72.2918,13.7903
0.186644,0.4,0.400655,0.0317298,0.03168,72.2808,13.7939
0.186694,0.4,0.400655,0.0317298,0.03168,72.2699,13.7975
0.186744,0.4,0.400655,0.0317298,0.03168,72.2589,13.8011
0.186794,0.4,0.400656,0.0317298,0.03168,72.2479,13.8047
0.186844,0.4,0.400655,0.0317298,0.03168,72.2369,13.8083
0.186894,0.4,0.400655,0.0317298,0.03168,72.2259,13.8119
0.186944,0.4,0.400655,0.0317298,0.03168,72.2149,13.8156
0.186994,0.4,0.400655,0.0317298,0.03168,72.2039,13.8192
0.187044,0.4,0.400655,0.0317298,0.03168,72.1929,13.8228
0.187094,0.4,0.400655,0.0317298,0.03168,72.182,13.8264
0.187144,0.4,0.400655,0.0317298,0.03168,72.171,13.83
0.187194,0.4,0.400655,0.0317298,0.03168,72.16,13.8336
0.187244,0.4,0.400655,0.0317298,0.03168,72.149,13.8372
0.187294,0.4,0.400655,0.0317298,0.03168,72.138,13.8408
0.187344,0.4,0.400655,0.0317298,0.03168,72.127,13.8444
0.187394,0.4,0.400655,0.0317298,0.03168,72.116,13.848
0.187444,0.4,0.400655,0.0317298,0.03168,72.1051,13.8516
0.187494,0.4,0.400655,0.0317298,0.03168,72.0941,13.8552
0.187544,0.4,0.400655,0.0317298,0.03168,72.0831,13.8588
0.187594,0.4,0.400655,0.0317298,0.03168,72.0721,13.8624
0.187644,0.4,0.400655,0.0317298,0.03168,72.0611,13.8661
0.187694,0.4,0.400655,0.0317298,0.03168,72.0501,13.8697
0.187744,0.4,0.400655,0.0317298,0.03168,72.0391,13.8733
0.187794,0.4,0.400655,0.0317298,0.03168,72.0282,13.8769
0.187844,0.4,0.400655,0.0317298,0.03168,72.0172,13.8805
0.187894,0.4,0.400655,0.0317298,0.03168,72.0062,13.8841
0.187944,0.4,0.400655,0.0317298,0.03168,71.9952,13.8877
0.187993,0.4,0.400655,0.0317298,0.03168,71.9842,13.8913
0.188043,0.4,0.400655,0.0317298,0.03168,71.9732,13.8949
0.188093,0.4,0.400655,0.0317298,0.03168,71.9622,13.8985
0.188143,0.4,0.400655,0.0317298,0.03168,71.9512,13.9021
0.188193,0.4,0.400655,0.0317298,0.03168,71.9403,13.9057
0.188243,0.4,0.400655,0.0317298,0.03168,71.9293,13.9092
0.188293,0.4,0.400655,0.0317298,0.03168,71.9183,13.9128
0.188343,0.4,0.400655,0.0317299,0.03168,71.9073,13.9164
0.188393,0.4,0.400655,0.0317299,0.03168,71.8963,13.92
0.188443,0.4,0.400655,0.0317298,0.03168,71.8853,13.9236
0.188493,0.4,0.400655,0.0317298,0.03168,71.8743,13.9272
0.188543,0.4,0.400655,0.0317298,0.03168,71.8634,13.9308
0.188593,0.4,0.400655,0.0317298,0.03168,71.8524,13.9344
0.188643,0.4,0.400655,0.0317298,0.03168,71.8414,13.938
0.188693,0.4,0.400655,0.0317298,0.03168,71.8304,13.9416
0.188743,0.4,0.400655,0.0317298,0.03168,71.8194,13.9452
0.188793,0.4,0.400655,0.0317298,0.03168,71.8084,13.9488
0.188843,0.4,0.400655,0.0317298,0.03168,71.7974,13.9524
0.188893,0.4,0.400654,0.0317298,0.03168,71.7865,13.956
0.188943,0.4,0.400655,0.0317298,0.03168,71.7755,13.9595
0.188993,0.4,0.400655,0.0317298,0.03168,71.7645,13.9631
