# scenario=load
t,iq_ref,iq,tau_e,tau_load,omega,theta_m
0.0543506,0.4,0.395991,0.0313607,0,74.6443,2.03711
0.0544006,0.4,0.395991,0.0313607,0,74.7115,2.04085
0.0544506,0.4,0.395991,0.0313608,0,74.7786,2.04459
0.0545006,0.4,0.395992,0.0313608,0,74.8457,2.04833
0.0545506,0.4,0.395992,0.0313608,0,74.9129,2.05207
0.0546006,0.4,0.395992,0.0313608,0,74.98,2.05582
0.0546506,0.4,0.395993,0.0313608,0,75.0471,2.05957
0.0547006,0.4,0.395993,0.0313609,0,75.1143,2.06332
0.0547506,0.4,0.395993,0.0313609,0,75.1814,2.06708
0.0548006,0.4,0.395993,0.0313609,0,75.2486,2.07084
0.0548506,0.4,0.395994,0.0313609,0,75.3157,2.07461
0.0549006,0.4,0.395994,0.0313609,0,75.3828,2.07837
0.0549506,0.4,0.395994,0.0313609,0,75.45,2.08214
0.0550006,0.4,0.395994,0.0313609,0,75.5171,2.08592
0.0550506,0.4,0.395994,0.031361,0,75.5843,2.0897
0.0551006,0.4,0.395995,0.031361,0,75.6514,2.09348
0.0551506,0.4,0.395995,0.031361,0,75.7185,2.09726
0.0552006,0.4,0.395995,0.031361,0,75.7857,2.10105
0.0552506,0.4,0.395995,0.031361,0,75.8528,2.10484
0.0553006,0.4,0.395995,0.031361,0,75.9199,2.10864
0.0553507,0.4,0.395995,0.031361,0,75.987,2.11243
0.0554007,0.4,0.395995,0.031361,0,76.0541,2.11623
0.0554507,0.4,0.395996,0.031361,0,76.1211,2.12004
0.0555007,0.4,0.395996,0.031361,0,76.1882,2.12385
0.0555507,0.4,0.395996,0.0313611,0,76.2553,2.12766
0.0556007,0.4,0.395997,0.0313611,0,76.3223,2.13147
0.0556507,0.4,0.395997,0.0313611,0,76.3894,2.13529
0.0557007,0.4,0.395997,0.0313611,0,76.4565,2.13911
0.0557507,0.4,0.395998,0.0313611,0,76.5235,2.14294
0.0558007,0.4,0.395998,0.0313612,0,76.5906,2.14676
0.0558507,0.4,0.395998,0.0313612,0,76.6577,2.1506
0.0559007,0.4,0.395998,0.0313612,0,76.7247,2.15443
0.0559507,0.4,0.395999,0.0313612,0,76.7918,2.15827
0.0560007,0.4,0.395999,0.0313612,0,76.8588,2.16211
0.0560507,0.4,0.395999,0.0313612,0,76.9259,2.16596
0.0561007,0.4,0.395999,0.0313612,0,76.993,2.1698
0.0561507,0.4,0.395999,0.0313613,0,77.06,2.17366
0.0562007,0.4,0.396,0.0313613,0,77.1271,2.17751
0.0562507,0.4,0.396,0.0313613,0,77.1942,2.18137
0.0563007,0.4,0.396,0.0313613,0,77.2612,2.18523
0.0563507,0.4,0.396,0.0313613,0,77.3283,2.18909
0.0564007,0.4,0.396,0.0313613,0,77.3953,2.19296
0.0564507,0.4,0.396,0.0313613,0,77.4624,2.19683
0.0565007,0.4,0.396,0.0313613,0,77.5294,2.20071
0.0565507,0.4,0.396001,0.0313613,0,77.5964,2.20459
0.0566007,0.4,0.396001,0.0313613,0,77.6634,2.20847
0.0566507,0.4,0.396001,0.0313614,0,77.7304,2.21235
0.0567007,0.4,0.396002,0.0313614,0,77.7973,2.21624
0.0567507,0.4,0.396002,0.0313614,0,77.8643,2.22013
0.0568007,0.4,0.396002,0.0313614,0,77.9313,2.22403
0.0568507,0.4,0.396003,0.0313614,0,77.9983,2.22793
0.0569007,0.4,0.396003,0.0313615,0,78.0653,2.23183
0.0569507,0.4,0.396003,0.0313615,0,78.1323,2.23573
0.0570007,0.4,0.396003,0.0313615,0,78.1993,2.23964
0.0570507,0.4,0.396004,0.0313615,0,78.2662,2.24355
0.0571007,0.4,0.396004,0.0313615,0,78.3332,2.24747
0.0571507,0.4,0.396004,0.0313615,0,78.4002,2.25139
0.0572007,0.4,0.396004,0.0313616,0,78.4672,2.25531
0.0572507,0.4,0.396004,0.0313616,0,78.5342,2.25924
0.0573007,0.4,0.396005,0.0313616,0,78.6012,2.26316
0.0573507,0.4,0.396005,0.0313616,0,78.6682,2.2671
0.0574007,0.4,0.396005,0.0313616,0,78.7351,2.27103
0.0574507,0.4,0.396005,0.0313616,0,78.8021,2.27497
0.0575007,0.4,0.396005,0.0313616,0,78.8691,2.27891
0.0575507,0.4,0.396005,0.0313616,0,78.9361,2.28286
0.0576007,0.4,0.396005,0.0313616,0,79.003,2.28681
0.0576507,0.4,0.396006,0.0313616,0,79.07,2.29076
0.0577007,0.4,0.396006,0.0313616,0,79.1369,2.29471
0.0577507,0.4,0.396006,0.0313617,0,79.2038,2.29867
0.0578007,0.4,0.396006,0.0313617,0,79.2707,2.30263
0.0578507,0.4,0.396007,0.0313617,0,79.3376,2.3066
0.0579007,0.4,0.396007,0.0313617,0,79.4045,2.31057
0.0579507,0.4,0.396007,0.0313617,0,79.4715,2.31454
0.0580007,0.4,0.396008,0.0313618,0,79.5384,2.31852
0.0580507,0.4,0.396008,0.0313618,0,79.6053,2.32249
0.0581007,0.4,0.396008,0.0313618,0,79.6722,2.32648
0.0581507,0.4,0.396008,0.0313618,0,79.7391,2.33046
0.0582007,0.4,0.396009,0.0313618,0,79.806,2.33445
0.0582507,0.4,0.396009,0.0313619,0,79.8729,2.33844
0.0583007,0.4,0.396009,0.0313619,0,79.9398,2.34244
0.0583507,0.4,0.396009,0.0313619,0,80.0067,2.34644
0.0584007,0.4,0.39601,0.0313619,0,80.0736,2.35044
0.0584507,0.4,0.39601,0.0313619,0,80.1406,2.35444
0.0585007,0.4,0.39601,0.0313619,0,80.2075,2.35845
0.0585507,0.4,0.39601,0.0313619,0,80.2744,2.36247
0.0586007,0.4,0.39601,0.0313619,0,80.3413,2.36648
0.0586507,0.4,0.39601,0.0313619,0,80.4082,2.3705
0.0587007,0.4,0.39601,0.0313619,0,80.4751,2.37452
0.0587507,0.4,0.396011,0.0313619,0,80.542,2.37855
0.0588007,0.4,0.396011,0.031362,0,80.6088,2.38258
0.0588507,0.4,0.396011,0.031362,0,80.6757,2.38661
0.0589007,0.4,0.396011,0.031362,0,80.7425,2.39064
0.0589507,0.4,0.396012,0.031362,0,80.8093,2.39468
0.0590007,0.4,0.396012,0.031362,0,80.8762,2.39873
0.0590507,0.4,0.396012,0.031362,0,80.943,2.40277
0.0591007,0.4,0.396012,0.0313621,0,81.0098,2.40682
0.0591507,0.4,0.396013,0.0313621,0,81.0767,2.41087
0.0592007,0.4,0.396013,0.0313621,0,81.1435,2.41493
0.0592507,0.4,0.396013,0.0313621,0,81.2104,2.41899
0.0593007,0.4,0.396014,0.0313621,0,81.2772,2.42305
0.0593507,0.4,0.396014,0.0313622,0,81.344,2.42712
0.0594007,0.4,0.396014,0.0313622,0,81.4109,2.43118
0.0594507,0.4,0.396014,0.0313622,0,81.4777,2.43526
0.0595007,0.4,0.396015,0.0313622,0,81.5445,2.43933
0.0595507,0.4,0.396015,0.0313622,0,81.6114,2.44341
0.0596007,0.4,0.396015,0.0313622,0,81.6782,2.44749
0.0596507,0.4,0.396015,0.0313622,0,81.745,2.45158
0.0597007,0.4,0.396015,0.0313622,0,81.8119,2.45567
0.0597507,0.4,0.396015,0.0313622,0,81.8787,2.45976
0.0598007,0.4,0.396016,0.0313623,0,81.9455,2.46386
0.0598507,0.4,0.396016,0.0313623,0,82.0123,2.46796
0.0599007,0.4,0.396016,0.0313623,0,82.0791,2.47206
0.0599507,0.4,0.395934,0.0313564,0,82.1459,2.47616
0.0600007,0.4,0.395771,0.0313441,0,82.2127,2.48027
0.0600507,0.4,0.39554,0.0313262,0,82.2794,2.48439
0.0601007,0.4,0.39525,0.0313037,0,82.346,2.4885
0.0601507,0.4,0.394912,0.0312773,0,82.4126,2.49262
0.0602007,0.4,0.394532,0.0312475,0,82.4792,2.49674
0.0602507,0.4,0.394117,0.0312149,0,82.5456,2.50087
0.0603007,0.4,0.393673,0.03118,0,82.612,2.505
0.0603507,0.4,0.393204,0.031143,0,82.6782,2.50913
0.0604007,0.4,0.392715,0.0311044,0,82.7444,2.51327
0.0604507,0.4,0.392208,0.0310644,0,82.8104,2.51741
0.0605007,0.4,0.391687,0.0310232,0,82.8764,2.52155
0.0605507,0.4,0.391154,0.0309811,0,82.9423,2.52569
0.0606007,0.4,0.390611,0.0309381,0,83.008,2.52984
0.0606507,0.4,0.390059,0.0308945,0,83.0736,2.53399
0.0607007,0.4,0.3895,0.0308503,0,83.1391,2.53815
0.0607507,0.4,0.388935,0.0308056,0,83.2045,2.54231
0.0608007,0.4,0.388366,0.0307605,0,83.2698,2.54647
0.0608507,0.4,0.387792,0.0307151,0,83.335,2.55064
0.0609007,0.4,0.387215,0.0306694,0,83.4,2.5548
0.0609507,0.4,0.386636,0.0306236,0,83.465,2.55898
0.0610007,0.4,0.386054,0.0305775,0,83.5298,2.56315
0.0610507,0.4,0.38547,0.0305313,0,83.5945,2.56733
0.0611007,0.4,0.384885,0.030485,0,83.6591,2.57151
0.0611507,0.4,0.384299,0.0304385,0,83.7235,2.5757
0.0612007,0.4,0.383712,0.0303921,0,83.7878,2.57988
0.0612507,0.4,0.383125,0.0303455,0,83.8521,2.58408
0.0613008,0.4,0.382537,0.030299,0,83.9162,2.58827
0.0613508,0.4,0.381948,0.0302524,0,83.9801,2.59247
0.0614008,0.4,0.38136,0.0302058,0,84.044,2.59667
0.0614508,0.4,0.380772,0.0301592,0,84.1077,2.60087
0.0615008,0.4,0.380184,0.0301126,0,84.1714,2.60508
0.0615508,0.4,0.379596,0.0300661,0,84.2349,2.60929
0.0616008,0.4,0.379008,0.0300195,0,84.2982,2.6135
0.0616508,0.4,0.378421,0.029973,0,84.3615,2.61772
0.0617008,0.4,0.377834,0.0299266,0,84.4246,2.62194
0.0617508,0.4,0.377248,0.0298801,0,84.4877,2.62616
0.0618008,0.4,0.376663,0.0298338,0,84.5506,2.63039
0.0618508,0.4,0.376078,0.0297874,0,84.6133,2.63462
0.0619008,0.4,0.375494,0.0297411,0,84.676,2.63885
0.0619508,0.4,0.37491,0.0296949,0,84.7386,2.64309
0.0620008,0.4,0.374327,0.0296488,0,84.801,2.64732
0.0620508,0.4,0.373745,0.0296027,0,84.8633,2.65157
0.0621008,0.4,0.373164,0.0295566,0,84.9255,2.65581
0.0621508,0.4,0.372584,0.0295107,0,84.9876,2.66006
0.0622008,0.4,0.372005,0.0294648,0,85.0495,2.66431
0.0622508,0.4,0.371426,0.0294189,0,85.1114,2.66856
0.0623008,0.4,0.370848,0.0293732,0,85.1731,2.67282
0.0623508,0.4,0.370272,0.0293275,0,85.2347,2.67708
0.0624008,0.4,0.369696,0.0292819,0,85.2962,2.68135
0.0624508,0.4,0.369121,0.0292364,0,85.3575,2.68561
0.0625008,0.4,0.368547,0.0291909,0,85.4188,2.68988
0.0625508,0.4,0.367974,0.0291455,0,85.4799,2.69415
0.0626008,0.4,0.367402,0.0291002,0,85.5409,2.69843
0.0626508,0.4,0.366832,0.029055,0,85.6018,2.70271
0.0627008,0.4,0.366262,0.0290099,0,85.6626,2.70699
0.0627508,0.4,0.365693,0.0289648,0,85.7233,2.71127
0.0628008,0.4,0.365125,0.0289198,0,85.7839,2.71556
0.0628508,0.4,0.364558,0.0288749,0,85.8443,2.71985
0.0629008,0.4,0.363992,0.0288301,0,85.9046,2.72415
0.0629508,0.4,0.363428,0.0287854,0,85.9649,2.72844
0.0630008,0.4,0.362864,0.0287407,0,86.0249,2.73274
0.0630508,0.4,0.362301,0.0286962,0,86.0849,2.73705
0.0631008,0.4,0.36174,0.0286517,0,86.1448,2.74135
0.0631508,0.4,0.361179,0.0286073,0,86.2046,2.74566
0.0632008,0.4,0.360619,0.0285629,0,86.2642,2.74997
0.0632508,0.4,0.360061,0.0285187,0,86.3237,2.75429
0.0633008,0.4,0.359503,0.0284745,0,86.3831,2.75861
0.0633508,0.4,0.358947,0.0284305,0,86.4425,2.76293
0.0634008,0.4,0.358392,0.0283865,0,86.5016,2.76725
0.0634508,0.4,0.357837,0.0283425,0,86.5607,2.77158
0.0635008,0.4,0.357284,0.0282987,0,86.6197,2.77591
0.0635508,0.4,0.356732,0.028255,0,86.6785,2.78024
0.0636008,0.4,0.356181,0.0282113,0,86.7372,2.78458
0.0636508,0.4,0.35563,0.0281677,0,86.7959,2.78891
0.0637008,0.4,0.355081,0.0281242,0,86.8544,2.79325
0.0637508,0.4,0.354533,0.0280808,0,86.9128,2.7976
0.0638008,0.4,0.353986,0.0280375,0,86.9711,2.80195
0.0638508,0.4,0.35344,0.0279943,0,87.0292,2.8063
0.0639008,0.4,0.352896,0.0279511,0,87.0873,2.81065
0.0639508,0.4,0.352352,0.027908,0,87.1453,2.81501
0.0640008,0.4,0.351809,0.027865,0,87.2031,2.81936
0.0640508,0.4,0.351267,0.0278221,0,87.2608,2.82373
0.0641008,0.4,0.350726,0.0277793,0,87.3185,2.82809
0.0641508,0.4,0.350187,0.0277365,0,87.376,2.83246
0.0642008,0.4,0.349648,0.0276939,0,87.4334,2.83683
0.0642508,0.4,0.34911,0.0276513,0,87.4907,2.8412
0.0643008,0.4,0.348574,0.0276088,0,87.5479,2.84558
0.0643508,0.4,0.348038,0.0275663,0,87.6049,2.84996
0.0644008,0.4,0.347504,0.027524,0,87.6619,2.85434
0.0644508,0.4,0.34697,0.0274817,0,87.7188,2.85872
0.0645008,0.4,0.346438,0.0274396,0,87.7755,2.86311
0.0645508,0.4,0.345906,0.0273975,0,87.8322,2.8675
0.0646008,0.4,0.345376,0.0273554,0,87.8887,2.87189
0.0646508,0.4,0.344846,0.0273135,0,87.9451,2.87629
0.0647008,0.4,0.344318,0.0272717,0,88.0015,2.88069
0.0647508,0.4,0.343791,0.0272299,0,88.0577,2.88509
0.0648008,0.4,0.343264,0.0271882,0,88.1138,2.8895
0.0648508,0.4,0.342739,0.0271466,0,88.1698,2.8939
0.0649008,0.4,0.342215,0.027105,0,88.2257,2.89831
0.0649508,0.4,0.341691,0.0270636,0,88.2815,2.90273
0.0650008,0.4,0.341169,0.0270222,0,88.3371,2.90714
0.0650508,0.4,0.340647,0.0269809,0,88.3927,2.91156
0.0651008,0.4,0.340127,0.0269397,0,88.4482,2.91598
0.0651508,0.4,0.339608,0.0268985,0,88.5035,2.9204
0.0652008,0.4,0.33909,0.0268575,0,88.5588,2.92483
0.0652508,0.4,0.338572,0.0268165,0,88.6139,2.92926
0.0653008,0.4,0.338056,0.0267756,0,88.669,2.93369
0.0653508,0.4,0.337541,0.0267348,0,88.7239,2.93813
0.0654008,0.4,0.337026,0.0266941,0,88.7788,2.94257
0.0654508,0.4,0.336513,0.0266534,0,88.8335,2.94701
0.0655008,0.4,0.336001,0.0266128,0,88.8881,2.95145
0.0655508,0.4,0.335489,0.0265723,0,88.9426,2.9559
0.0656008,0.4,0.334979,0.0265319,0,88.9971,2.96034
0.0656508,0.4,0.33447,0.0264915,0,89.0514,2.9648
0.0657008,0.4,0.333961,0.0264512,0,89.1056,2.96925
0.0657508,0.4,0.333454,0.026411,0,89.1597,2.97371
0.0658008,0.4,0.332947,0.0263709,0,89.2137,2.97817
0.0658508,0.4,0.332442,0.0263309,0,89.2676,2.98263
0.0659008,0.4,0.331937,0.0262909,0,89.3214,2.98709
0.0659508,0.4,0.331434,0.026251,0,89.3751,2.99156
0.0660008,0.4,0.330931,0.0262112,0,89.4287,2.99603
0.0660508,0.4,0.330429,0.0261715,0,89.4822,3.0005
0.0661008,0.4,0.329929,0.0261318,0,89.5356,3.00498
0.0661508,0.4,0.329429,0.0260922,0,89.5889,3.00946
0.0662008,0.4,0.32893,0.0260527,0,89.642,3.01394
0.0662508,0.4,0.328432,0.0260133,0,89.6951,3.01842
0.0663008,0.4,0.327936,0.0259739,0,89.7481,3.02291
0.0663508,0.4,0.32744,0.0259347,0,89.801,3.0274
0.0664008,0.4,0.326945,0.0258955,0,89.8538,3.03189
0.0664508,0.4,0.326451,0.0258563,0,89.9065,3.03638
0.0665008,0.4,0.325958,0.0258173,0,89.959,3.04088
0.0665508,0.4,0.325466,0.0257783,0,90.0115,3.04538
0.0666008,0.4,0.324975,0.0257394,0,90.0639,3.04988
0.0666508,0.4,0.324485,0.0257006,0,90.1162,3.05438
0.0667008,0.4,0.323995,0.0256618,0,90.1684,3.05889
0.0667508,0.4,0.323507,0.0256231,0,90.2205,3.0634
0.0668008,0.4,0.32302,0.0255845,0,90.2724,3.06791
0.0668508,0.4,0.322533,0.025546,0,90.3243,3.07243
0.0669008,0.4,0.322048,0.0255076,0,90.3761,3.07695
0.0669508,0.4,0.321563,0.0254692,0,90.4278,3.08147
0.0670008,0.4,0.32108,0.0254309,0,90.4794,3.08599
0.0670508,0.4,0.320597,0.0253926,0,90.5309,3.09051
0.0671008,0.4,0.320115,0.0253545,0,90.5823,3.09504
0.0671508,0.4,0.319634,0.0253164,0,90.6336,3.09957
0.0672008,0.4,0.319154,0.0252783,0,90.6848,3.10411
0.0672508,0.4,0.318675,0.0252404,0,90.7359,3.10864
0.0673008,0.4,0.318197,0.0252025,0,90.7869,3.11318
0.0673508,0.4,0.31772,0.0251647,0,90.8378,3.11772
0.0674009,0.4,0.317244,0.025127,0,90.8886,3.12226
0.0674509,0.4,0.316768,0.0250893,0,90.9393,3.12681
0.0675009,0.4,0.316294,0.0250518,0,90.9899,3.13136
0.0675509,0.4,0.31582,0.0250143,0,91.0404,3.13591
0.0676009,0.4,0.315348,0.0249768,0,91.0909,3.14046
0.0676509,0.4,0.314876,0.0249395,0,91.1412,3.14502
0.0677009,0.4,0.314405,0.0249022,0,91.1914,3.14958
0.0677509,0.4,0.313935,0.024865,0,91.2416,3.15414
0.0678009,0.4,0.313466,0.0248278,0,91.2916,3.1587
0.0678509,0.4,0.312998,0.0247907,0,91.3415,3.16327
0.0679009,0.4,0.312531,0.0247537,0,91.3914,3.16784
0.0679509,0.4,0.312065,0.0247168,0,91.4411,3.17241
0.0680009,0.4,0.311599,0.0246799,0,91.4908,3.17698
0.0680509,0.4,0.311135,0.0246431,0,91.5404,3.18156
0.0681009,0.4,0.310671,0.0246064,0,91.5898,3.18613
0.0681509,0.4,0.310208,0.0245697,0,91.6392,3.19072
0.0682009,0.4,0.309746,0.0245331,0,91.6885,3.1953
0.0682509,0.4,0.309285,0.0244966,0,91.7377,3.19988
0.0683009,0.4,0.308825,0.0244602,0,91.7868,3.20447
0.0683509,0.4,0.308366,0.0244238,0,91.8358,3.20906
0.0684009,0.4,0.307908,0.0243875,0,91.8847,3.21366
0.0684509,0.4,0.30745,0.0243513,0,91.9335,3.21825
0.0685009,0.4,0.306994,0.0243151,0,91.9822,3.22285
0.0685509,0.4,0.306538,0.024279,0,92.0309,3.22745
0.0686009,0.4,0.306083,0.024243,0,92.0794,3.23205
0.0686509,0.4,0.305629,0.024207,0,92.1279,3.23666
0.0687009,0.4,0.305176,0.0241711,0,92.1762,3.24127
0.0687509,0.4,0.304724,0.0241353,0,92.2245,3.24588
0.0688009,0.4,0.304273,0.0240996,0,92.2726,3.25049
0.0688509,0.4,0.303822,0.0240639,0,92.3207,3.2551
0.0689009,0.4,0.303373,0.0240283,0,92.3687,3.25972
0.0689509,0.4,0.302924,0.0239927,0,92.4166,3.26434
0.0690009,0.4,0.302476,0.0239572,0,92.4644,3.26896
0.0690509,0.4,0.302029,0.0239218,0,92.5121,3.27359
0.0691009,0.4,0.301583,0.0238865,0,92.5597,3.27822
0.0691509,0.4,0.301137,0.0238512,0,92.6073,3.28284
0.0692009,0.4,0.300693,0.023816,0,92.6547,3.28748
0.0692509,0.4,0.300249,0.0237808,0,92.702,3.29211
0.0693009,0.4,0.299806,0.0237458,0,92.7493,3.29675
0.0693509,0.4,0.299364,0.0237108,0,92.7965,3.30139
0.0694009,0.4,0.298923,0.0236758,0,92.8436,3.30603
0.0694509,0.4,0.298483,0.0236409,0,92.8906,3.31067
0.0695009,0.4,0.298043,0.0236061,0,92.9375,3.31532
0.0695509,0.4,0.297605,0.0235714,0,92.9843,3.31996
0.0696009,0.4,0.297167,0.0235367,0,93.031,3.32461
0.0696509,0.4,0.29673,0.0235021,0,93.0776,3.32927
0.0697009,0.4,0.296294,0.0234676,0,93.1242,3.33392
0.0697509,0.4,0.295859,0.0234331,0,93.1706,3.33858
0.0698009,0.4,0.295424,0.0233987,0,93.217,3.34324
0.0698509,0.4,0.294991,0.0233643,0,93.2633,3.3479
0.0699009,0.4,0.294558,0.02333,0,93.3095,3.35257
0.0699509,0.4,0.294126,0.0232958,0,93.3556,3.35723
0.0700009,0.4,0.293695,0.0232617,0,93.4016,3.3619
0.0700509,0.4,0.293265,0.0232276,0,93.4475,3.36657
0.0701009,0.4,0.292835,0.0231936,0,93.4934,3.37125
0.0701509,0.4,0.292407,0.0231596,0,93.5391,3.37592
0.0702009,0.4,0.291979,0.0231258,0,93.5848,3.3806
0.0702509,0.4,0.291552,0.0230919,0,93.6304,3.38528
0.0703009,0.4,0.291126,0.0230582,0,93.6758,3.38996
0.0703509,0.4,0.2907,0.0230245,0,93.7213,3.39465
0.0704009,0.4,0.290276,0.0229909,0,93.7666,3.39934
0.0704509,0.4,0.289852,0.0229573,0,93.8118,3.40403
0.0705009,0.4,0.289429,0.0229238,0,93.857,3.40872
0.0705509,0.4,0.289007,0.0228903,0,93.902,3.41341
0.0706009,0.4,0.288586,0.022857,0,93.947,3.41811
0.0706509,0.4,0.288165,0.0228237,0,93.9919,3.42281
0.0707009,0.4,0.287745,0.0227904,0,94.0367,3.42751
0.0707509,0.4,0.287327,0.0227572,0,94.0814,3.43221
0.0708009,0.4,0.286908,0.0227241,0,94.126,3.43692
0.0708509,0.4,0.286491,0.0226911,0,94.1706,3.44162
0.0709009,0.4,0.286075,0.0226581,0,94.2151,3.44633
0.0709509,0.4,0.285659,0.0226251,0,94.2594,3.45105
0.0710009,0.4,0.285244,0.0225923,0,94.3037,3.45576
0.0710509,0.4,0.28483,0.0225595,0,94.3479,3.46048
0.0711009,0.4,0.284417,0.0225267,0,94.3921,3.46519
0.0711509,0.4,0.284004,0.0224941,0,94.4361,3.46992
0.0712009,0.4,0.283593,0.0224615,0,94.4801,3.47464
0.0712509,0.4,0.283182,0.0224289,0,94.5239,3.47936
0.0713009,0.4,0.282771,0.0223964,0,94.5677,3.48409
0.0713509,0.4,0.282362,0.022364,0,94.6115,3.48882
0.0714009,0.4,0.281953,0.0223316,0,94.6551,3.49355
0.0714509,0.4,0.281545,0.0222993,0,94.6986,3.49829
0.0715009,0.4,0.281138,0.022267,0,94.7421,3.50302
0.0715509,0.4,0.280732,0.0222349,0,94.7855,3.50776
0.0716009,0.4,0.280326,0.0222027,0,94.8288,3.5125
0.0716509,0.4,0.279922,0.0221707,0,94.872,3.51724
0.0717009,0.4,0.279518,0.0221387,0,94.9151,3.52199
0.0717509,0.4,0.279115,0.0221067,0,94.9581,3.52674
0.0718009,0.4,0.278712,0.0220749,0,95.0011,3.53149
0.0718509,0.4,0.27831,0.0220431,0,95.044,3.53624
0.0719009,0.4,0.277909,0.0220113,0,95.0868,3.54099
0.0719509,0.4,0.277509,0.0219796,0,95.1295,3.54575
0.0720009,0.4,0.27711,0.021948,0,95.1722,3.5505
0.0720509,0.4,0.276711,0.0219164,0,95.2148,3.55526
0.0721009,0.4,0.276313,0.0218849,0,95.2572,3.56002
0.0721509,0.4,0.275916,0.0218534,0,95.2996,3.56479
0.0722009,0.4,0.27552,0.021822,0,95.3419,3.56955
0.0722509,0.4,0.275124,0.0217907,0,95.3842,3.57432
0.0723009,0.4,0.27473,0.0217594,0,95.4263,3.57909
0.0723509,0.4,0.274335,0.0217282,0,95.4684,3.58387
0.0724009,0.4,0.273942,0.021697,0,95.5104,3.58864
0.0724509,0.4,0.27355,0.021666,0,95.5523,3.59342
0.0725009,0.4,0.273158,0.0216349,0,95.5941,3.5982
0.0725509,0.4,0.272767,0.0216039,0,95.6359,3.60298
0.0726009,0.4,0.272377,0.021573,0,95.6775,3.60776
0.0726509,0.4,0.271987,0.0215422,0,95.7191,3.61254
0.0727009,0.4,0.271598,0.0215114,0,95.7607,3.61733
0.0727509,0.4,0.27121,0.0214806,0,95.8021,3.62212
0.0728009,0.4,0.270823,0.02145,0,95.8435,3.62691
0.0728509,0.4,0.270436,0.0214193,0,95.8848,3.63171
0.0729009,0.4,0.27005,0.0213888,0,95.926,3.6365
0.0729509,0.4,0.269665,0.0213582,0,95.9671,3.6413
0.0730009,0.4,0.269281,0.0213278,0,96.0081,3.6461
0.0730509,0.4,0.268897,0.0212974,0,96.0491,3.6509
0.0731009,0.4,0.268514,0.0212671,0,96.09,3.6557
0.0731509,0.4,0.268132,0.0212368,0,96.1309,3.66051
0.0732009,0.4,0.26775,0.0212066,0,96.1716,3.66532
0.0732509,0.4,0.267369,0.0211764,0,96.2123,3.67013
0.073301,0.4,0.266989,0.0211463,0,96.2529,3.67494
0.073351,0.4,0.26661,0.0211162,0,96.2934,3.67975
0.073401,0.4,0.266231,0.0210862,0,96.3338,3.68457
0.073451,0.4,0.265853,0.0210563,0,96.3742,3.68939
0.073501,0.4,0.265476,0.0210264,0,96.4145,3.69421
0.073551,0.4,0.265099,0.0209966,0,96.4547,3.69903
0.073601,0.4,0.264723,0.0209668,0,96.4948,3.70385
0.073651,0.4,0.264348,0.0209371,0,96.5349,3.70868
0.073701,0.4,0.263974,0.0209075,0,96.5748,3.7135
0.073751,0.4,0.2636,0.0208779,0,96.6147,3.71833
0.073801,0.4,0.263227,0.0208483,0,96.6546,3.72317
0.073851,0.4,0.262855,0.0208188,0,96.6943,3.728
0.073901,0.4,0.262483,0.0207894,0,96.734,3.73284
0.073951,0.4,0.262113,0.02076,0,96.7736,3.73767
0.074001,0.4,0.261743,0.0207307,0,96.8131,3.74251
0.074051,0.4,0.261373,0.0207014,0,96.8526,3.74735
0.074101,0.4,0.261004,0.0206722,0,96.892,3.7522
0.074151,0.4,0.260636,0.0206431,0,96.9313,3.75704
0.074201,0.4,0.260269,0.020614,0,96.9705,3.76189
0.074251,0.4,0.259902,0.0205849,0,97.0096,3.76674
0.074301,0.4,0.259536,0.020556,0,97.0487,3.77159
0.074351,0.4,0.259171,0.020527,0,97.0877,3.77645
0.074401,0.4,0.258806,0.0204981,0,97.1266,3.7813
0.074451,0.4,0.258443,0.0204693,0,97.1654,3.78616
0.074501,0.4,0.25808,0.0204406,0,97.2042,3.79102
0.074551,0.4,0.257717,0.0204119,0,97.2429,3.79588
0.074601,0.4,0.257355,0.0203832,0,97.2815,3.80074
0.074651,0.4,0.256994,0.0203546,0,97.3201,3.80561
0.074701,0.4,0.256634,0.0203261,0,97.3585,3.81047
0.074751,0.4,0.256274,0.0202976,0,97.3969,3.81534
0.074801,0.4,0.255915,0.0202691,0,97.4353,3.82021
0.074851,0.4,0.255557,0.0202408,0,97.4735,3.82509
0.074901,0.4,0.2552,0.0202124,0,97.5117,3.82996
0.074951,0.4,0.254843,0.0201842,0,97.5498,3.83484
0.075001,0.4,0.254487,0.020156,0,97.5878,3.83972
0.075051,0.4,0.254131,0.0201278,0,97.6258,3.8446
0.075101,0.4,0.253776,0.0200997,0,97.6637,3.84948
0.075151,0.4,0.253422,0.0200716,0,97.7015,3.85436
0.075201,0.4,0.253068,0.0200436,0,97.7392,3.85925
0.075251,0.4,0.252716,0.0200157,0,97.7769,3.86414
0.075301,0.4,0.252364,0.0199878,0,97.8145,3.86903
0.075351,0.4,0.252012,0.01996,0,97.8521,3.87392
0.075401,0.4,0.251661,0.0199322,0,97.8895,3.87881
0.075451,0.4,0.251311,0.0199044,0,97.9269,3.88371
0.075501,0.4,0.250962,0.0198767,0,97.9643,3.88861
0.075551,0.4,0.250613,0.0198491,0,98.0015,3.89351
0.075601,0.4,0.250265,0.0198215,0,98.0387,3.89841
0.075651,0.4,0.249917,0.019794,0,98.0758,3.90331
